cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,y,t,,f,c,,w,,,,,,w,,,o,,,s,m
,y,,,,f,,n,b,t,,,,,p,p,w,o,,,,
,y,,f,,,,,b,,?,,k,,,,,,,w,,
,y,,,,,,,,,b,,s,,,p,w,,,n,y,
,,,,,,,,b,,?,,s,p,,,w,o,,,,
,y,n,t,l,,,,,,,,y,w,,,,,,,y,g
,,,f,,,,b,,e,,,,,,,o,,,,,
,y,,t,,,,,,,b,,s,,,,,o,p,,y,
,,,,s,,c,,b,t,,k,,,w,p,,,,,,
,,,f,,f,,,b,t,,s,,,,p,w,,,w,v,p
f,,n,,,,c,,,,,s,k,,p,,,,,w,v,
,,,f,,,c,b,g,,,,,p,,p,,,,,,
,,,,,,,,,,,s,,p,,,,,,,,d
,,n,,,,w,b,p,,,,,,,p,,,e,,,g
,,,,,,,b,,,,f,,,w,,,,,k,a,g
,,n,,s,,,n,b,t,?,,s,,w,,w,o,,,v,d
f,s,,t,n,,,b,g,e,,s,s,,w,,,,,r,v,
,,y,f,,,,,h,e,,,k,b,,,,,,,v,
,,,,n,,,b,,,,s,,,,,,,,,,l
,,,,,,,b,,,,,,w,,p,,o,,,,
f,f,g,f,,f,,,,,,,,,,,,,,,,
,,,,,,c,n,p,,,,,w,,,,,,,,
,y,,t,,,,,,,,s,,,,,,,,,,
x,,n,,,,c,,n,,e,,,,w,p,,,,k,,
,,,f,y,,,,b,t,,k,s,,,p,w,,e,,,
,,,,n,f,,,,,,s,,,,,,,,,,
,y,n,f,s,,c,,,t,?,s,,,w,p,,,e,,,
,f,g,f,,,c,,g,e,,,,,n,,,,,,,g
,,,,,,,,,,,,,w,w,p,,,,,,p
,f,,,n,,,,,,,,,w,w,,,o,,,s,
f,,,f,,,,,n,t,,,,w,,,w,o,,n,,
,,,f,f,,,,,,b,,k,,,,,,,h,,d
,y,,,,,c,b,,,b,,,,,,,,,n,y,d
,,w,f,,,,b,k,t,,,,,,,w,,,,,
k,,e,f,,,,,,,,s,,,w,p,w,,,,v,
,,,,n,f,,,,e,,,s,,w,,,,p,k,v,u
f,,,,,f,,b,,,,,s,,,,w,,e,,c,w
,,,,,,c,b,,t,b,s,,,,,,o,,,y,
,,n,,,,,,u,t,,s,,w,,,,,p,,,
,,n,,,f,c,,,t,,s,,,,p,,,e,,,
,,,,f,,c,,,,,,,,,,w,,,,,p
,,y,t,,,,,,e,,s,,,,,,,p,,,m
,,,,,,,b,,,b,k,k,n,b,p,,,,h,,d
,y,y,,,,,,,,,,,,,p,,,,,y,
,s,,,,,,b,k,t,,,s,,w,,,,,,s,g
,,,,n,f,c,,,t,b,s,s,,,,,,,n,,
f,s,,,n,,w,,n,t,,s,,,,,,,,,a,
f,,g,,n,,,b,p,,,,s,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,g,,n,,,,,t,b,,s,,,p,,,p,k,v,
,,,,f,,,,b,,,s,k,,p,,w,o,,,,d
x,,,t,,,,b,,,b,,,w,,,,,p,,,d
x,,,,,f,,,n,,c,s,s,w,,,,o,p,,,
,,n,,,,,,p,,,,y,,w,,,,,,y,
,,y,t,,f,,,w,,,,s,,,,,o,,,,
,y,,,s,,,,b,,,,,,,,,o,e,,,
,f,,f,,f,,,,,,,,n,,,w,o,l,,,
,,,f,,f,,,,,b,k,,,p,p,,o,l,,,d
,,,,f,,,,,,b,,f,w,,p,,,,,,
,,,t,,f,c,b,,,,,,,,,w,,,,,
f,,,f,,,c,,,,b,,k,n,,p,w,,,h,,d
,,,,n,f,c,,,t,,,,,,,w,,,k,v,
,,,,f,,,,,,b,f,,,,,w,o,,,,
f,,,t,n,,,,n,t,,s,,,,p,,,,,v,d
,,n,f,,,,,b,,,s,k,,,p,w,,e,,,
x,,,,,,c,,,,?,k,,,w,,,,,w,v,
x,,,,,,c,,,e,b,k,k,,b,,,,,,,
,,n,,s,,c,,b,t,,,,,,p,,,,,,
f,,,,,,,b,,,r,s,,,,,,,,,,p
,,,,c,,w,,n,,b,,s,,,,,,,,s,
,,g,t,n,,,b,,,,,s,,g,,,o,,,y,
x,,,,l,,c,,n,,,s,,,w,p,,,,,,
,,w,,,f,,n,,,,s,,w,,p,w,,,,,
,s,,,,f,,,,,,,s,,,p,,o,,k,,g
,f,,f,,f,w,b,,,,,k,,,,,,,,,
,,,,,,,b,,e,,k,,p,,,,o,,,y,
,,n,,,,,b,u,,,s,,,,,,,,k,v,
,,,,n,f,,b,,,e,f,,,w,,w,o,e,,a,g
x,y,,t,,f,c,,w,,b,s,,,g,,w,,,k,v,
x,,,,,,,,,t,,,,,,p,,,e,,,
x,y,,t,,f,,,,,c,s,,,,,,o,,,n,m
,y,,,s,,,,b,,?,k,k,,w,,,,,w,,
,,,f,n,,w,,h,,,s,s,,w,,,,,n,,g
f,,,,,,c,,b,,,,,p,w,,w,,,w,,l
,,,,f,,,b,,,,k,,p,,,,o,,,,
,,,f,,f,,,,,e,,,,,,w,o,,,,
x,,,,,,,b,,e,,,,,,,,,,,,
,s,,f,,,,,,,,s,,,,,w,,p,,,
f,,,,,f,,,,,,,,w,,,w,,,w,,
,,,,y,f,,,b,t,,,,,,,w,o,,,,
x,y,,,,,,b,,e,,k,,,,p,w,,l,,,
,,n,,y,f,c,,,,,s,k,w,,,,,,,,p
,s,,,,,c,,,t,,,s,,p,p,,,,w,v,
,,,f,y,,c,,b,t,?,,k,,,,w,o,e,,,l
,,e,,n,f,c,,u,,,,s,,g,p,w,o,,n,,d
,,,,l,,,,,e,c,s,,,,,,,,,,
,f,,,n,f,,,,,,,,,,,,,,,s,g
x,,,,n,f,,b,p,,e,,,w,,,,o,e,,,g
,,g,f,,,w,b,,,,f,f,,w,p,,,,n,,
,,,f,,,w,n,,,b,s,,,,,,,,,,d
,s,,,,,c,,,e,e,s,,,,p,,,,k,s,
,,,f,,,,n,b,,,k,s,w,,,,o,,,,
,,,,,f,,,g,,b,,,n,,,,,l,h,,
,,,f,,f,,,,,,,,,n,,,,,,,
,,,f,,,,n,b,,?,,,,,,,o,e,,,d
,,n,t,,,,,,,,,s,,,,w,,,n,,
,s,g,f,,f,,b,,,,,s,,w,,,o,e,,,g
,,,,s,,,,,t,,,,,p,,w,o,e,w,v,
,,,,n,,,n,,,e,s,,,,,,,,,,
k,,g,,,,,,p,e,?,,,,,,,,p,w,,g
,s,,,,,,,,,,,,p,,p,,,e,,,
,,,,,,,,,,,,,,p,,,,e,w,,
,,g,,n,f,w,,,,e,,s,,w,,,,,,,
,,,t,,,,b,u,,b,,s,,g,p,,,,,,
,,,,n,,,,p,,,,,,w,p,,,,k,y,
,,,f,,,,,,,,k,,,,p,,,,w,v,
f,y,,,f,f,,b,,,b,k,k,,,,,,,h,,
,,,f,,f,c,,,,b,,,b,,,,,,h,y,
,,g,,,,c,,,t,b,s,,,g,,,,p,,,
f,,,,,,w,,,,,,s,w,w,,,,,k,,
,,y,,,,,,,,,,,,,,,,,k,y,g
,,g,t,,,,b,,t,,s,s,,,p,,,p,,v,
,f,,,,f,c,,,,,,s,w,,,,,p,,,
,y,,,,f,c,b,p,t,,,s,w,,,,,p,n,,d
,,,,,,,,,,,,,,,,w,o,e,w,,l
x,,y,,,,c,,p,,b,,,,b,,,,,,,
x,s,,,n,,,,,,,f,,,,,w,,,k,s,
x,,,,p,,,,,e,,,s,,w,,,o,,,,
f,f,n,t,n,,,,,,b,,,,,p,,,p,n,,
x,s,,,,,c,,,,,s,s,w,,p,w,,p,h,v,g
,,,,n,,c,,,,b,s,,,w,p,,,p,k,,
,,,,n,,,,,,b,,,,,,,o,,,,d
x,s,,,,,,,,t,?,,,,p,,,,,w,,d
x,,w,,,,,b,,t,,,f,,w,p,,,,k,,
,,,,,f,c,,,,,,s,p,,,w,,,,,d
f,s,n,f,y,,c,,b,,,,,,w,,,o,,,,l
,,,f,,f,c,b,g,e,,k,,,,p,,,,,y,
,,,,,,,b,,,b,,,,w,,,o,,,,
,,,,,f,,b,,,,,,,,,,o,,n,y,
,,,,n,,w,,,t,,s,s,,,p,,o,e,,,
,,p,,,,,,,,b,,,,,,,,,r,,
,f,,,,f,w,b,p,,,,f,,,,w,o,e,n,s,
x,,,f,,,,,,t,?,,,,w,,w,,,,,
,,b,t,n,f,,,,e,,s,s,,,,,,,,,
,,,,,,c,,,,,,,,,p,,,,,,
,,,,,f,,,u,,,,,w,,,,,,,v,d
,,g,,,,,,,,,s,f,w,w,,,,,n,s,
,,,,f,,,,,,b,k,k,,p,,,,,h,,
,,,t,,,c,,,e,,,s,,,p,,o,,,,
x,,w,,,f,w,,,,e,f,,,,,w,,,,,g
,s,,,,,,,,,,,,,,p,w,,,,,
x,,n,,,,,,,,,s,s,,,,,,,,,d
,,e,,,f,,n,,t,,,k,,,,,o,,,,
f,,g,,,f,,b,,,,k,,,,,w,o,l,,,
,s,,,f,f,,n,,,,,,,p,,,,,,,
,,,t,,,,b,w,,,,,,w,,,,,k,,m
x,,,t,n,,,,u,,,,s,,,,,o,p,,,d
,,,t,n,,,b,,t,b,,s,,,,,o,p,,,
,,,,,f,,b,w,,,,,,,,,,,,,
,f,,f,f,,,,,e,,k,,,,,,,,,v,
,y,n,t,,f,,b,,,,,s,w,,,w,,e,w,,
f,,,,,,c,,u,t,,,,,,,w,,p,k,v,
f,,,,,,c,n,,e,e,,,,w,p,,o,,,,
k,y,e,,f,,,n,,,,,s,,,,,,,,,
,,,,,,c,b,w,,,s,,,w,p,w,,,,y,
x,,,,,f,,,,,,,,p,,,w,,e,w,,
,,,,,f,,,g,,,s,,w,w,,,,,,,
,,,,,f,,,b,,,k,,,p,,w,,,,v,
,,,,f,,c,,b,,?,,,,p,,,,e,,,
x,,,,,,,,,,,k,,,,p,w,,,,,
x,,y,,,f,,b,,,,s,,,,,,,,,,g
,,,t,,,,,,t,,,,,,,,,,,,
f,y,y,,f,,,,,,,,,,n,,w,,,h,v,
,,,,,,,,,t,,,s,,w,,w,,,w,,
,,n,t,,f,,,,,b,,,g,p,,,,,,,
x,f,,,n,,,b,k,t,e,,,,,p,,,,,,
,y,,,n,f,,,,,,,,p,,,w,o,,,,d
,s,,,,,,,,,,,,,,,,,,n,,
x,,,t,,,c,b,,,,,,,,,w,,,n,,
f,,,f,,,,,,,b,k,k,,,p,,,,,,g
,y,b,,,,,b,,,,,,,,,,t,e,,,
,,,,,,,,,,,,,,,,,,,n,,
,,g,t,,,,,,,,s,,,,,,o,p,,v,
x,,,t,n,f,,,,,,s,,,g,p,w,,p,n,y,
,,,,f,,,,,,,k,,,,,,,,,v,
,y,b,,,,,,w,e,,,,,,,,,,,,g
x,,e,,,f,,,,,?,,,w,w,,,,,,,
,,,,,,,b,,,b,,,,w,,,o,,,,
,,,,n,f,c,,g,e,,,,w,,,,,,n,,
,,,t,n,,c,b,,,,s,,g,,,,,,,y,d
,y,,,,,,b,,,b,,,,,,,o,,h,y,
,,,f,n,f,,,,,,f,,,w,,,,,,,
f,,,,n,,,,w,,,,,w,,,w,t,e,,c,
,s,,,,f,,,,e,,,s,,w,,w,,,k,,
,,,f,f,,,,,e,,k,,b,,p,w,o,l,,,
,s,,,,,,,,t,?,,k,p,,,,o,,w,,d
,,,,f,,,b,,,b,k,,b,,,,o,l,,y,p
f,,,,,,,,,t,,,,,w,,,,,,,g
x,,,,,,c,b,,,b,,,,,,,,,,v,d
,,n,,,f,,,,,,,k,,,,,,e,,,
,,e,,y,,,,b,,,,k,,,,,,e,w,v,
,,,f,f,,,,p,,,,,b,,,,o,l,h,y,
,,,,,f,,,,,,f,,,,,,o,,,,g
x,,,f,f,f,c,,h,,,,k,,,p,,,,,,
,,,,,,,,,,b,,,,w,,,,,,,
,s,,,f,,,,w,,,,,,w,p,,,,,,
,,,t,,,c,,,e,,,,w,,,w,o,,,,g
,,n,,,,c,b,,,,s,s,,,,,o,,,y,d
,f,,t,,,c,,,,,s,,,,p,,o,,,,
f,,,,n,,c,b,,t,b,s,,,,p,,,,,,
,,,,,,c,,p,,b,k,,b,,,w,,l,,,g
,,e,,,,,,,,,,,,,,,,,,v,
f,y,,,f,,,,,e,,,,b,,p,w,,,,,
x,,,,f,,,,,,?,s,,,,,,o,e,,,p
,,,,n,,,,e,,?,,s,w,,,w,,e,w,,
,,,,f,,,b,,,,k,,,,p,,,,,v,d
b,,,,n,,,,,e,?,,k,w,w,,,t,,,s,
,,y,,,,,,,,r,,,w,,,,,,,,
,,,,l,,,b,,e,,s,,,,,,,,,,
,,n,,n,,,,,,,,,,,,,o,e,k,a,
x,,,,,,c,,,,,s,,,,,,,p,,,
x,,,t,,,,,,t,,,,,,,,,,,y,d
,,,t,,,,,p,t,,s,,w,w,,,,p,n,,
,,,,,,,,n,t,b,,,g,,,w,o,,,,d
f,,b,,f,,,b,,,,,f,,w,,,,p,,,
x,,,,,,,,w,,,,y,,w,p,w,,,,s,
x,,,,,,,,,,,,,,,,,o,p,k,,
,,,,,f,c,,,t,,,,p,,,,,e,,v,
,,,,n,,,,h,,,,,w,,p,,o,,,,
,,,,f,,,b,,,b,,k,b,,,w,,,,,
x,f,,f,,,,,,,,s,s,,,p,,,,k,,
,s,w,,f,,,b,p,,b,f,s,,,p,,,,,,
x,,,,,f,,,,t,e,s,f,,,,,,,,,
,,,,,,c,,,,,,s,g,,,,,,k,y,
,,y,,f,f,c,,,,,k,k,b,,,,o,,h,y,p
,,w,,,,,,,,,,,,,,w,,,,a,
f,y,y,f,,,,,,,,k,k,,,,,,,h,v,d
,,,,,,c,,,,,,,,w,,,o,,,,
,f,g,f,,f,,,n,,,,,,w,,,o,p,,,
,y,c,,n,,,,,,b,,,,,p,,,,w,v,
x,,,f,f,,,,,,,,k,,w,p,,,e,,v,
,,,,,f,,b,w,,,,,,,,,,,k,v,d
f,,,t,,,c,,,,,,,,,,,,p,n,v,
k,y,n,f,,,,n,,,,k,,p,,p,,o,e,w,,d
,,y,,f,,,b,,e,b,,k,,,,,,l,h,,d
f,,,,,,,,,,?,,,,p,p,w,o,e,,v,l
,,,,n,,,,,,b,s,,,w,p,,,p,,,
,s,y,,,f,w,,,,b,s,,,w,p,,,,,v,
,,y,,,,,b,,,,k,,,n,,,,l,h,,
,,,,f,,c,n,b,t,?,,,p,,,,,,,,
,,,,,,w,,n,,,,f,,w,,,,,n,a,
,s,,,l,f,c,b,,e,,,s,w,,p,w,,,,,
,,,,f,,,,,,,,,,,,w,,,,,d
,,y,f,n,,,n,,e,?,,,,,p,,o,e,,,
,,e,t,,,c,,u,t,,,,p,,,,o,,k,,d
,y,,,,,,,h,,,,,,,,,,,,v,
,f,n,,n,,c,,w,t,,,,,p,,,,p,,y,d
f,,e,,,,,,b,,,,,p,w,p,,,,,,p
,,,f,n,,w,,n,t,,f,,,,,,o,e,,,g
,,,,,,,,,,,,s,p,,,,,e,,,
x,y,,,,,c,n,,,,,s,,,,w,,,,,
,,w,,,f,w,,,,,k,,w,,,,,,,,
,y,,,,f,c,,,e,c,s,,,,,,o,,,,
,,,,f,,,,,,,,s,w,w,,,,p,,,
,y,n,,,,c,n,,,,,,p,,p,,,,,,
,y,,,,,,n,,e,,,,,,,,,,w,,
,,,,c,,,n,,,b,,,,,p,w,,p,k,,
,,g,,n,f,c,,,t,,,s,w,p,,,o,,,y,d
,,,f,f,,c,,h,e,,,k,p,,,,,,,v,
,,,,,f,w,,p,,,,,,,,,,,n,v,
,,,t,n,f,,,,,,,s,,,,,,p,,v,
b,,,,l,,,b,,,,,,,w,,,,p,,,
x,y,,,,,c,,,,?,s,,,,p,,,e,w,v,p
f,,,,,,,,,,,,,,w,,w,,,u,,d
x,,,f,,,,,,,,k,k,n,,,,,l,,,g
,,,,,,,b,,,,,,w,,,,,p,,v,d
,,y,,,,,,,e,,,,w,,,,,p,,,
,,,,l,,,,p,e,r,,,,,,,,p,,y,p
,,e,,,,,,b,,,s,,,,,w,,,,,l
,y,n,t,,,,b,,,,s,s,,,,,,p,,,
,,g,f,,,,,,,,,,,,,,o,e,,,g
,,w,,,f,w,,k,,,,,,,,w,,e,,,
,,,t,n,,c,b,,,,s,s,,,p,w,,e,,,w
,,,,,,,,,,,s,s,,w,,,,,r,v,
,,n,,,,c,n,b,,,,k,,,p,,,,,,
,s,,t,,f,,,r,,,s,,w,,,,,,,v,
,f,e,,,,,b,,,,,,,,p,,,,n,,
k,,,f,,,c,,,t,?,,k,,,,,,,,,
,,,t,n,f,,,,,,,,,,p,,,,,,
,,,,y,f,,,,,,,,w,p,,,,,,v,
f,,,,,,,b,p,t,,,,,,,w,,,,,g
,y,,,,,,,b,,,k,,,,,,,,w,,p
,,,,y,,,n,,t,?,,,w,p,,,,e,w,v,
,,,,,,c,,,,,,,,,,,,,,,
,,,,f,f,,,b,t,?,,,,w,p,w,,,w,,
,f,,,,,c,b,,,b,,s,w,w,,,o,p,n,,d
x,,,,p,,c,,,,,,,,,p,,,p,n,,u
x,,,t,,f,c,,,,,s,,w,,,,o,,,,
f,,,,n,f,,b,,,,,,w,,,,,,,,
f,f,,,f,f,c,b,,,b,k,,,n,,,,,,,g
,,,,,f,,b,,,,,,,,,,,,,n,
,,,,,,,,,e,b,,,,,,,o,,,v,
f,y,,,,f,c,,,,,s,,,,,w,o,p,n,s,g
,,,f,,f,,,,,,,,p,,p,,,,,,
x,,,f,,,,,,,b,k,,p,,,w,o,l,h,,d
,,,f,,,w,,,,,s,,,w,,,,e,,a,g
,,e,t,,,c,b,w,,b,,s,,,,w,o,,,y,d
,,e,t,,,c,b,,,,,,g,,,w,,p,,,
,,,,,,,,,e,,,,,,,w,,,,,
,s,,,,,,,b,,,s,,p,,,w,o,,,v,l
x,,,,,,,,,e,,,s,,,,w,,,,v,u
k,,,,,,,,,,,,,,,,,,e,w,,l
x,,g,,f,f,,b,g,,b,k,,b,,,,,l,,,g
,f,w,,,f,,b,,,,,,,,,,,,,,g
,,,,,,,,,e,,k,,w,,p,w,t,p,,,g
x,,,,,f,,b,,,b,,s,w,p,,,o,,k,,
,s,n,,,f,c,n,,,,,,w,,,w,,,,v,l
x,s,,,n,,w,,,e,?,k,,,w,,,t,,w,,g
f,,,,s,,,,,,,,k,p,,,w,,e,,,
,s,,f,n,,,,n,,,,,,o,,o,,p,,,l
,,,f,,,,,,t,,,f,w,,,,,e,n,,
f,f,,,,f,c,,,t,,s,s,,,,,,,n,,
f,,,,,f,,,n,,,,,,g,,,o,,,v,
,s,n,,s,,,,,t,,k,,,w,,w,,,,,
,y,,,,,c,,,,,,,w,,,w,,,,,
,,,,,,,,,,,s,y,,,p,,o,,n,,
,,,t,,f,,,,,b,s,,,,p,,,,,,
,,,,,,,b,,e,c,,s,,,,,,,,s,g
x,,,f,,,w,,,t,,,,,w,,w,,,,s,g
x,,,,,,,b,h,e,b,,k,,,p,,,,h,v,
x,,,t,,,c,,w,e,r,,,,,p,,o,,,s,
,f,g,,,,,,,t,,,,,,,w,,,,v,
x,,b,,,,,,h,,,,,,w,p,,,p,h,,u
x,f,,,,,c,,,,,,s,,w,p,,,,,y,
,,,,,,c,b,,e,,k,,n,,,w,,,,v,d
,,y,,,,c,,,,,,s,,,,,,,k,n,
x,y,n,,y,,c,,,,?,k,k,,,p,,o,,w,,
x,s,,f,n,,,,,,,,,w,w,,,,e,,a,
,y,,,f,f,c,b,p,,,k,,n,b,,,o,l,h,,
,,,,f,,,,,,b,s,s,,,,,,p,,v,u
x,,w,,,f,,,,,,,,,w,,,,e,,a,
x,,,,,f,,,,,,,s,,,p,,,,,v,l
f,,g,,,,,b,h,e,b,k,k,,,,w,,,,,
,,,,,,w,b,,,,,,,w,p,,,p,,,
k,,,,,f,c,n,b,,?,k,k,,,,,,,,v,
,,,,n,,,,,e,,s,,w,w,,,,,,,
,,g,,,,,,h,e,b,,,,,p,w,,,h,,
x,,w,,,f,c,n,w,e,,,,,,,,,,,,
x,,,,,f,,,,e,b,k,,,,,,,l,,,
f,,e,,n,,c,b,u,t,,,,,,p,,o,,,,d
,,,,,f,,b,,,,,,,,,,,,,,
,,e,f,,f,,,,t,,s,,,p,,,,,w,,l
f,,,,,,,,,t,,,s,,w,,,o,,,,p
,y,,,p,f,,,,,,,,,,p,,,p,,,
x,,,,,f,,,,t,,,s,,p,,,o,,,v,
,s,,,,,c,,,,e,,,w,w,,w,,p,,,
f,,,,,f,w,b,p,t,e,,,w,,,w,o,,k,s,g
,,,f,y,,c,,b,,,k,,,,p,w,o,,,,
,,,,n,,,,,,,s,,,w,,,,,,,
f,,g,,,,,,,t,,,,,w,p,w,o,,,,
,,n,f,f,f,c,,,,,,,,,,w,,e,,,
,,g,f,,f,w,b,,e,,,k,,,p,,t,,,n,
,,,,,f,,b,w,,,,,e,,,,t,e,w,,w
,,,,n,f,c,,n,t,,s,,,g,,w,,,,,
f,,n,,n,,,,w,e,,,,,n,,,o,,w,v,
,,,f,,f,,b,,,,k,,,,,w,,,,,
,,,,,f,c,,,,c,,,w,,p,w,o,,,s,m
x,,,,,,c,,b,t,,,,,,,,,,w,,
,,,,,,,,,,b,,s,,,p,,,,,,d
b,,g,f,,f,,b,g,,,k,,,w,,w,,p,,,g
,,,,n,,,b,,,,f,,,,,,,e,,,g
,,g,,,f,c,b,,,,,,,,,,,p,k,,
x,,,,,f,c,,,,,,,p,,p,,,,w,,
,s,,,,,,b,,,c,s,,,w,,,,,,,
,,w,,,,c,,w,,,,s,,,,w,,,,,
f,,,t,,,,b,,,,,,,,,,o,,,,
,,,t,n,f,,b,w,,,,s,,,p,w,,p,,y,p
f,f,,t,,f,,,,t,,,s,,w,,w,,,,,
x,,,f,f,,,b,,,,k,,,,,,,,h,,g
f,,,t,,,c,,,t,,,s,,,,,,p,,,
,y,w,t,a,f,,,,,,s,,w,,,,,,k,,
,,g,f,,f,,n,,,,,s,w,,,w,,p,n,,
x,,y,,,,,,p,,b,k,,p,p,,,,,,,
,s,g,,n,f,,,,e,,s,,w,,p,,,p,,,
,,,f,s,,c,,,,?,,k,p,p,,,,,,v,
,,,,,,,,,,?,,s,,,p,,,e,w,v,p
b,,,f,n,f,,,w,,,k,,,,p,,o,e,,,
,,,,,f,c,,,,,,,,,p,,,,k,,d
,,,,,f,,b,,,,s,,g,,,,o,,,y,
b,,,,,,c,,,e,,s,,o,,,,,p,,,
,f,,t,,,c,,,,,,,,,p,w,,p,k,,
,f,,f,n,,w,,g,e,,s,s,,w,,,t,,w,,
,,,,,f,,,,,r,,,w,,,w,,,,y,g
f,,,,,,c,,h,e,,,,,,p,,,,h,,d
,y,,f,,,c,n,,,?,,k,,,p,,,,,,
,,w,,c,,,,u,,,,,,,,,,,,,
,,,,,f,c,,,,,s,,,,p,,,,w,,
x,y,,,,,,,h,e,,,,n,,,,,l,,,
,,,,,f,c,,b,t,?,k,,,w,p,w,o,,w,v,d
,,,,,,c,,w,,b,s,,w,,,,,,,,
x,,g,,,,c,,h,,,k,k,,,,,,,,y,
f,,,,n,,,,,e,,s,,w,w,p,w,,,,,
,,,,,,,,,,,s,,w,w,,w,,f,,,d
k,f,g,,,,w,,,e,?,s,,,w,,,t,,w,,g
,,,,,f,,,g,,b,,k,p,,p,,o,,,,p
,f,g,,,,c,n,,,,,s,,w,,w,o,,,v,
,,,,n,,w,,,,,,f,w,,,,o,,,a,g
,,,,y,,c,n,,t,,,,,,,,,,,v,p
,,,,,f,w,b,g,,,k,s,,,,,,,w,s,
k,,,f,f,f,,,,,?,,,,,p,w,,e,w,,l
,,,f,,,c,,,e,,,k,,,,w,,l,,,
,,,,n,,,,,,,,,,,,,,,,,d
,,n,f,,,,,,e,?,,,o,,,,o,,,v,
,f,,f,c,f,w,n,,,,,s,,,p,,o,,n,,
,,,,,,,,n,,c,,s,w,,,,o,,,n,
,,,,,,,n,,,,,,,n,p,,,,w,v,
,y,n,,,,c,,,,b,,,g,,p,,,p,,,d
,,,,n,f,w,b,h,,,s,,,w,,w,,e,,,
,,,,,,,,w,e,,,,,,,,,p,,,
f,,,,,f,,,,t,,,,,,p,,,,,,
,,n,,,f,c,n,,,,,,,,p,w,,,,,
k,y,,,y,,,n,,t,,s,s,p,w,,,,e,,,d
,y,y,,,,,,,,b,,,,,,,,,,,
,f,g,f,,,,,g,,,,,,b,,w,,,,,g
,f,,,,f,,,,,b,,,,p,p,,,,,v,
,,,t,,,,b,w,,,,,w,,,,,,,,
,s,n,,,a,c,,,,,,,o,,p,,,,,c,l
,y,,t,,,,,,,,,,w,,,w,o,p,,,
,,,,,,c,b,,t,,f,,,,p,,o,,,s,
x,,,f,f,,,,,,b,k,k,,,p,,,,,,d
x,,,,,,,,,,b,,,,b,,,,,h,,
x,,,f,,f,,,,e,b,,,,,p,w,o,,,,
,y,,,,,,,w,,,,,,w,p,,,,,s,
,f,,t,,,,,u,,,s,s,,,p,,o,p,,v,
,y,u,,,f,,n,w,e,,,,,,,w,,,h,v,
x,,,,,f,,n,,e,,,,,w,,,,,,s,
,y,,t,,,,,w,,,,,,p,p,,,,,v,
,,,,,,c,,b,,?,s,s,w,w,p,,o,,,v,
,,,f,,,,n,,,,,,,,,,o,e,,v,
,,,,,,,b,g,,,,,,,,,,l,,y,p
,y,,,,,c,b,,,b,,k,,n,p,w,,,h,v,
,,,,,,,,,,,,s,,,,,o,,,,d
,s,,,,f,c,,,,,,,,p,,,,,,v,d
,,,,f,f,,,b,t,,,s,,p,,w,,e,,,p
,y,,,n,,,,,,,s,,,,,,,,,,
,s,,t,,,c,,,t,b,,,w,,,,,p,,,
,,,,,f,c,,,,,,s,,,,w,,,,s,
,y,,f,f,,c,n,,t,,,,p,p,,w,,,,v,
f,,n,,,,c,n,b,,?,,k,w,,,w,,,,,
,y,,f,y,f,,n,,t,?,k,,,,,w,,,,,
,,n,,y,,,,b,t,,s,,,,,,,,w,,l
,s,,,,,c,,,,,,s,,,,w,o,p,,,
,,,,,,c,,,,,,,,,,,,,,v,
,,,f,f,,c,b,,e,,k,,,b,,w,,,h,,
f,f,,t,n,f,,b,,,,s,,,,,w,o,p,k,,
,,,,,f,c,,,,e,,s,,,p,,o,,n,,
,,,,y,,,,b,,,s,,p,w,,,o,e,w,v,l
f,,,,,,c,b,,e,,,,,b,,,o,,,v,
x,,,,,,c,,,,,k,,,,,w,,,,,
x,f,p,,,f,w,,,,,,s,w,,p,w,,p,,,
x,,,,,f,,,n,,,s,,g,,,,,p,,,
,,,f,,,,b,g,,b,,,,,,,,,,,d
,s,,,,f,,,,,,k,k,,w,,,,,,,
,y,,f,s,,,n,b,,,,,,p,,,o,,w,,
f,y,,,,f,c,,,,,,,g,g,,,,,,,
,,,t,l,f,,,,e,c,s,,,w,p,w,o,p,k,,
x,,,,,,,,n,,b,s,,w,,p,w,o,p,k,,
,,,f,m,f,,,,,,,y,,c,,,,,w,c,
,,n,,,,,,,,,s,,,,,w,,e,,,
,,w,,,,,b,,,,,s,,,,w,,p,,,
,,,,f,,,,,e,,k,,,,,w,,,,v,
f,,n,,,,,,,,,,,,,p,,o,,w,v,d
f,,,f,f,,,,,,,,,p,n,,w,,l,,,
,,n,t,n,,c,,,,,,,,,p,,,,,y,
,,w,,n,,w,b,,e,,,s,,w,p,,,,w,,
k,,,f,s,f,,,,,,k,,,,,,,,,v,
,,e,,,f,,n,,,?,k,s,,p,p,,,e,,v,
,,y,,f,,,,,,,k,k,,,,,,l,h,y,
,f,,f,n,,,,w,,,,k,,,p,w,,,,,
,,,,,,c,,,,,,k,,,,,,,,,
,s,,,,f,c,b,,,,,,,e,,,t,,w,c,
,,y,,,f,c,,g,,,,,,,,,,l,h,,p
