cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,f,f,f,,,p,,b,k,k,p,,,,,,,,d
f,f,g,t,n,f,c,,,,,s,,p,w,p,,o,p,n,v,
x,,,,,f,w,,,e,,,,w,,p,,,p,w,n,g
x,,y,,,f,c,b,,e,,,y,,,,,,p,,,p
f,y,,t,,,,b,n,,r,,y,w,w,,w,o,p,n,y,
,,,t,p,,c,,,,,s,s,w,w,,,,p,,,
,,,t,,f,c,,w,e,r,,,w,,p,w,,,k,s,g
f,,,t,n,f,,,,e,?,s,s,e,e,p,w,t,e,,,
x,s,w,,a,f,,,,,c,,s,w,w,p,w,o,,n,,m
x,,,f,s,,,,,t,?,,,,,,,,e,w,v,l
k,s,n,,s,f,c,n,,t,?,k,s,p,,,,,e,,,
f,y,y,,,f,,,p,,b,,k,,n,,w,,,h,,
x,,n,,n,f,c,b,w,,,s,s,g,p,p,,,p,n,,
k,y,n,f,s,,,n,,,,,k,,,,w,,e,,v,
x,,y,t,,f,c,b,w,,,s,,,,,,,p,,,
x,,,f,n,,w,,p,e,,k,s,w,,p,w,t,p,w,,g
,,w,,c,f,c,,,,b,s,s,w,w,p,w,,p,k,,
f,s,e,,,f,,b,w,,?,s,s,e,e,,,,e,w,,
f,,w,,,,,,w,,,,,w,w,p,w,,,,v,m
x,,,f,,f,,,k,t,,,f,w,w,,w,o,e,,a,
,y,g,t,n,f,c,b,,t,b,s,s,,p,,,o,p,,y,d
,,e,f,,,c,,b,t,,k,s,w,,p,w,o,e,,,
x,,n,,n,a,,,,,?,,s,o,o,p,n,,p,y,,
x,,,,p,f,c,,w,e,,,s,w,,p,w,,,,v,
,,,f,,f,,,p,t,e,s,f,,,,,o,e,,s,
,s,,,n,f,,b,h,t,e,f,,w,w,p,w,o,,,,
,,e,,,,,b,,t,,,,w,w,,,o,,,,d
,y,,,,,,b,,,r,,y,w,,,,o,p,,,g
x,,g,f,,,c,,u,e,b,,s,w,,p,w,,p,n,v,
,,,f,n,f,,b,w,,?,,s,w,,,w,t,p,,,
f,,n,t,,,c,n,,e,e,s,s,,w,p,w,o,p,k,v,
,,n,f,,f,w,b,,t,e,,,,,,w,,e,k,,
b,,,,n,,,,g,e,?,s,s,,,p,w,t,,w,,
x,,y,f,f,,,,p,e,b,,k,b,,,,o,,,v,
,f,n,f,,,,b,k,,,,f,w,w,,,o,e,k,a,g
x,,n,,,f,c,n,,t,?,s,k,,w,,w,,,w,,
,,,f,n,,,b,,,,,s,,w,p,,,,n,,
,,,f,,f,c,,,e,b,,,w,w,,,,,k,,
f,y,g,t,,,c,b,w,t,b,,,p,,,w,,,k,,d
,y,,,,,,b,p,,,s,,,w,p,w,,,k,,p
,f,,,n,,,b,,t,,s,f,w,w,,,,e,,,g
k,y,e,f,y,f,c,,b,t,?,,s,w,w,,,,e,w,v,
x,f,g,t,,,c,b,p,,b,s,,,g,p,w,,p,k,,
,s,,,,,c,,e,e,,s,s,,,,w,,e,w,c,w
k,,g,f,n,,w,b,p,e,?,,s,,,p,w,t,p,w,s,
,y,g,f,f,,,,,,b,,,,,,w,o,l,h,,
x,y,w,,,f,,n,w,e,,s,,,w,p,w,o,p,k,,g
,y,,,f,f,,,,e,,k,,,n,p,,o,l,h,,
,,g,,,f,c,b,p,,b,,,,,,,o,l,,v,d
,y,,t,,,c,,u,,b,,s,,g,p,,o,p,n,v,d
b,y,y,t,,,,,w,e,c,,s,,,,,o,,k,n,m
x,s,n,f,f,f,c,,,t,,k,,p,,p,,o,e,w,,
,s,,,,f,,,b,,?,s,,w,p,p,w,,,,,d
f,,,f,f,f,,b,,,,,k,,p,p,w,o,l,h,,
,,w,f,n,,w,b,,,e,,,w,,p,,o,e,,,
k,,g,,n,,w,b,,,?,k,,,w,p,w,t,,w,n,
f,,,f,,,c,b,p,e,,,k,n,b,,,o,l,h,,
,,,,,f,,b,k,,,,,w,w,,w,,p,k,,
,,p,,n,,,b,w,,,,s,w,w,p,w,,e,w,,
x,,y,,,,c,,h,e,,k,,n,,,w,o,,,,g
,f,,t,,,,,p,t,,,s,w,g,p,,,p,,y,
,s,,t,f,f,c,b,,,b,s,s,w,w,,w,o,p,,,g
x,f,,f,f,f,,b,,e,b,,k,b,p,p,,o,,,v,p
,,y,f,f,f,,,p,e,b,k,k,p,,p,w,o,,,,p
,s,n,,,,,,,t,,s,s,,,,,o,e,w,,p
,y,,f,,f,c,,p,,b,k,k,b,b,p,w,o,,h,y,
,,n,,,f,,,w,t,,s,s,,g,,w,o,p,k,,
,y,,,,,,b,w,e,c,s,,w,,,,,,,s,m
x,y,n,,f,f,,,,t,,,,w,p,,w,,,w,,p
,y,,f,,f,c,,,t,?,,,w,p,,w,o,,,,d
,,e,,,,c,,p,t,,,s,,w,p,,o,,,y,d
k,s,e,f,,f,c,n,b,,,,s,p,,p,,,,,,l
f,y,n,t,,,,,,e,r,,,,w,p,,o,p,,,
x,s,,f,,a,c,b,,e,?,,s,o,,,o,,,,,l
,y,e,,,f,,b,,,,s,,,w,,,,p,n,y,
f,s,,,s,,,n,,t,?,,s,,w,p,w,o,e,,v,p
,,n,,s,,,n,b,,,s,s,w,,p,w,,,w,,p
,s,,f,f,,,,b,t,?,s,,p,,,w,o,e,w,,p
x,f,,,,,,b,,,b,,,p,,,,o,,h,y,g
f,,n,f,f,,,,,t,,,k,,,p,w,o,,w,,d
f,,,,n,f,w,b,,,,f,,,w,p,,,,,a,
,f,,,n,f,w,,,t,e,f,f,,,p,,o,e,k,,g
,,,f,,f,,n,,,,,s,w,w,,w,,,w,v,d
,s,b,t,n,f,,b,,,b,s,,w,,p,w,t,,r,v,
,y,,f,f,f,c,,h,,,,,,b,p,,o,,h,,d
k,,,,,,c,b,,e,?,,,,o,p,,,p,o,,l
f,,g,f,,,w,,,t,e,f,f,,,,,o,,,s,
f,,g,f,n,,w,,n,,,s,s,w,w,p,w,o,e,,s,g
f,,n,,p,,c,,p,e,e,,,w,,,w,o,p,,v,
b,,,t,l,f,c,b,n,e,c,,,w,,,,,p,,s,
x,,n,,,f,,,,,,s,s,w,w,,w,,p,k,s,
,,n,f,,,,,b,,?,,,w,,p,w,,e,,v,
x,,n,,,,c,,p,t,,s,s,p,,p,,o,p,,v,
,y,n,f,s,f,,,b,t,?,,k,,,p,w,o,,,,
f,f,,f,f,f,c,b,,,b,k,,,n,p,w,o,l,,,
x,y,,,,,,,p,,r,,y,,,p,,,p,n,,
f,f,,,,,,,p,t,,s,f,w,,,,,e,k,s,
f,,,f,,,,,,t,e,,f,,,,w,,,n,s,g
,y,g,,,f,,b,,e,b,,,,p,p,w,o,l,h,,d
,,n,,n,,,b,u,t,,,,p,,p,w,,,,y,d
,f,,f,,f,,b,k,t,,,,w,w,,,,,,a,
k,,,f,,f,c,n,b,,?,,s,,w,p,w,,,w,,
x,f,,f,n,f,c,n,g,e,,,,,w,,,,p,,v,u
,y,,t,,f,c,b,,e,?,s,,e,w,p,,,e,,c,
x,y,n,,n,f,,b,,t,b,s,s,,w,,,,,n,y,
f,,,,,f,c,b,u,,b,,s,,,p,,o,p,,v,d
f,y,,f,,,c,,b,t,,,,p,p,,w,,e,,,
,,,f,,f,c,b,g,,b,k,,p,,,,,,h,,p
x,s,,,,,,,,,,,s,,,,,o,,n,,m
,f,,,,f,,,h,e,b,k,,n,,,w,,l,h,y,
,,y,,f,f,,,,,,k,,n,,p,,,l,,y,p
,s,,f,n,,w,b,k,t,,f,s,w,,p,w,,,,s,g
x,,,,,f,,b,,,,s,s,,,p,w,o,p,,v,d
f,,w,,,,w,b,,t,e,s,,,w,p,,o,e,n,a,g
f,,g,t,n,f,,b,p,t,,s,s,,p,,w,,p,,,d
,y,e,t,,f,c,b,,,,s,s,,,p,w,,,,y,d
x,,,t,n,,c,b,n,t,,s,,p,,p,,,p,,,
f,y,,f,f,f,,,b,t,?,,,,p,,w,o,e,w,v,
,f,,,n,f,,,p,t,,,,w,g,,w,,,k,,
,s,,t,,f,c,b,n,,c,s,s,w,w,,,o,p,n,s,g
x,,n,,a,f,c,b,p,e,,s,y,w,,p,w,,,,y,
,y,,,,f,c,,,e,c,,,,,p,,,,,,g
,,e,f,s,,c,n,,t,,,k,p,p,,,o,,w,,
f,,y,f,,f,c,b,h,e,,,k,n,n,,,o,,,v,
f,,,,,,c,b,,,,,,n,p,p,,o,l,h,y,d
,,w,t,,,,,,t,b,f,,,w,,w,,p,h,s,u
f,y,n,t,n,f,c,b,w,,,,s,w,,,,,,,y,d
f,,,,,f,,b,,,b,k,k,,n,,w,,l,h,v,d
x,,n,t,,,,b,,t,b,s,,g,g,,w,o,,k,v,d
x,s,w,,,f,c,,,t,b,f,s,w,w,,w,o,,,,
,y,,,,,,,,t,,s,,,,,,o,p,,v,d
,,,,f,f,c,,b,t,?,,,,,p,w,,e,w,,l
,y,,,s,f,c,n,,t,,k,,,w,,,o,e,w,,
,y,,f,,f,c,b,,,,k,k,n,,p,,o,,,,g
,y,n,,,,c,,b,,,s,,,w,,w,o,e,w,v,d
f,y,n,t,,,c,b,p,e,r,,,,,,w,o,,k,s,
,,,f,,f,w,n,,,,s,s,w,w,p,,o,,n,,d
x,y,g,t,n,f,c,,,t,b,,s,p,g,p,,o,,,,d
,,,t,,,c,,,e,c,s,,w,,,,,,k,s,
f,,w,t,,,,n,,,,s,,,,,w,o,,n,,d
,s,,f,,,,b,h,t,e,f,,w,w,,w,,,,s,g
x,f,,,n,,w,,,,,,,w,,,,,,w,n,g
f,f,,,,f,,,,,,,k,,n,,w,o,l,,y,
,,,,,,c,b,u,t,b,s,,,,,w,o,,k,v,
x,,g,,,,,b,,t,e,f,s,,,p,w,,e,,a,
x,,,t,n,,,,w,,,s,,,g,p,,,p,k,v,d
x,f,,,,f,w,b,,,e,f,,,,,w,,e,k,,g
x,y,,t,l,f,c,b,,e,c,s,s,w,,p,,,,k,,
x,y,,,s,,,,,,?,k,k,,w,,w,,e,,,d
x,s,g,,n,f,,,,,,s,,w,w,,w,,e,n,,
,,n,,s,f,c,n,,,?,s,,p,w,,w,o,e,,,l
f,y,g,f,,,,,,,,k,,p,n,p,,,l,,,
f,f,g,f,n,,w,b,,t,e,,,,w,p,,,,n,a,
x,,y,t,l,f,,,,e,c,,,,,,w,,p,,,
x,s,g,,c,f,,,,,b,s,,,w,p,,o,,,,d
,,e,,,f,,n,b,t,?,,,w,,p,,,e,w,,
k,y,n,f,,f,,n,b,t,?,k,,,,p,w,o,,,,
,y,,,f,,,b,,,,,k,,,p,,,,,v,g
,s,n,,,,,,,,,s,,w,w,p,w,o,,,,
,s,,,,f,c,n,,,,s,,,,,,o,e,,,
,,,,y,f,c,,b,t,,,k,,p,p,w,,e,,v,
x,y,e,t,n,f,,,u,,b,s,s,,,,,o,,,,d
,s,,,,f,c,,,,,s,s,w,,p,,o,,k,n,
,,,f,n,f,,b,,e,,k,,w,w,,w,t,p,w,s,g
x,s,,f,n,,,b,p,,e,s,,,w,,w,o,,,s,
,f,,,,f,,b,,,,,f,w,w,,w,o,,n,,g
x,s,g,f,c,,,n,n,e,b,,s,w,,p,,o,p,k,v,d
,s,,t,p,,c,n,,e,,,,w,w,p,w,,p,,s,
,s,e,f,,f,,n,b,t,?,k,s,,p,p,,,,,v,
,,,f,,f,,,g,e,b,,k,n,n,p,,o,,,v,p
x,,y,f,f,,c,,,e,b,,k,,n,p,,,l,h,,
,,,,,f,c,n,b,t,,,s,w,,p,,o,,w,v,
,,,,n,,,,u,,b,,s,w,,,,,p,n,,
x,,g,f,n,,,,,,e,f,s,,,p,w,,,,,
x,,e,f,s,,,,,t,,k,k,,p,,w,o,e,,,d
,f,,f,n,f,c,,k,,e,,s,,,,w,,p,n,,
,,g,,,,w,,,e,?,k,,w,w,p,w,t,p,,,g
x,,,,s,f,,n,,,?,k,s,,,,w,,e,w,v,
x,y,n,f,s,f,,n,b,t,,,k,,,,w,o,,,v,
,,g,f,n,f,w,,,,e,f,s,w,w,,w,o,,k,,
,,,,,f,,,u,t,b,,,p,g,p,,,p,,y,d
x,,g,t,n,f,,b,,t,b,,s,,w,p,w,,p,k,y,
k,,e,,,,,n,,t,?,,,w,,p,w,,,w,,l
f,,,f,,,c,b,g,e,b,k,,,p,,,o,l,h,y,
,,,,f,f,c,,,,,,,b,,,w,,,,y,p
,f,g,,,,,,w,,b,,,,g,p,w,o,,,v,
,,,f,n,f,,,k,t,e,s,s,w,w,p,w,,e,,,g
f,,,t,a,f,c,b,n,e,,s,,w,w,p,w,,,k,,
x,,,,n,,,,u,t,,,,w,w,p,w,o,p,,v,
x,,e,t,n,,c,b,p,,b,,,,g,,w,o,p,,,d
,y,g,,,,,b,,t,b,,s,w,,,w,o,p,,v,d
,,,f,,,c,,b,t,,,,p,,p,w,o,,,v,l
,y,,f,,f,,b,,e,,k,k,b,,p,w,,l,h,v,g
,,,f,n,,w,,,t,e,,s,,w,p,w,o,e,k,,
,s,,,,,,n,w,e,,s,s,,,,w,,,n,s,g
,f,,,,,,,p,,b,s,s,,w,p,,,p,,,
x,s,,t,f,,c,b,w,,b,,,,,,w,o,p,h,v,g
,,,,n,,,b,u,t,,,,,w,,,o,,k,,d
x,,,t,n,f,,b,,t,b,,s,p,,,w,,p,k,v,d
x,,,f,,f,c,n,b,,?,k,s,,p,p,w,,e,,v,d
,,,f,,,,b,h,t,,f,,,w,p,w,,,k,,g
,f,e,,n,,,b,,,,s,s,p,,,,o,,k,,d
,,n,,,,,n,,,?,s,s,w,,p,w,o,e,w,,l
x,y,g,,f,f,c,,g,e,,k,,n,,,w,,,h,y,
,s,w,,f,f,c,,,,,,f,,,p,w,o,,,s,u
f,,e,t,,,c,b,,,,s,,g,,p,w,,,,y,d
x,s,n,f,n,f,w,b,n,t,,s,s,,w,,w,o,e,k,a,g
,,p,t,n,f,,b,,e,b,,s,w,w,p,,,,,,
,,g,,n,f,w,b,,,e,,,w,w,p,,,,,s,
,,e,f,,f,c,n,b,t,,k,,w,,p,,o,,,,
f,y,b,t,,f,,,,,b,,,,w,,w,t,,,v,m
f,,n,f,s,,,n,,t,,k,k,p,,p,,,e,w,,
,,,f,c,,c,n,,e,,,s,w,,p,,,,k,v,d
f,f,,,n,,,,n,t,e,s,f,w,w,p,,,,,,g
,f,g,f,,,c,,h,,b,,,,,,w,,l,h,y,
b,,w,,l,f,c,b,,e,,,s,,w,p,w,,p,,s,
,,w,,,,,b,h,,e,,,,,p,,,,,,g
x,,,f,c,f,w,,,,,,s,w,w,p,w,o,p,k,,d
x,f,,,,,c,,w,t,b,,,w,,,,,,k,,d
f,,,,y,f,,,,,?,,k,p,,p,,,e,w,,
f,f,,f,,f,,b,h,e,b,,,n,p,p,,,l,h,,p
,s,,f,f,,c,,b,,?,,k,w,p,,w,,e,,,
x,s,,t,,,,,w,e,c,s,s,w,,p,,o,,,n,
,,,,,,,b,u,t,,s,s,,w,p,w,o,,k,,
x,,g,t,n,,c,,,,b,s,s,,w,,w,,,,y,
b,,g,,n,f,w,b,,e,,,s,w,,p,,t,p,,s,
,,y,,f,,c,,,e,,,,n,n,,w,o,l,,,
,y,,,n,,,,,e,,,s,w,,,,,,,c,
f,f,,,,f,,b,,,b,s,s,g,,,,o,p,k,,d
f,,w,t,,f,,n,,e,,,,w,,,w,,,k,,
k,y,e,,,,,n,,t,?,,,p,,p,,o,e,w,,
x,y,,,n,,c,b,,,,,,p,w,,w,o,p,k,y,
x,,e,,,,c,n,b,,?,,k,p,,,,o,e,,,
b,y,,,,f,c,,,,,,s,w,w,,w,o,p,,n,
,,,,,f,,n,,,,k,,p,,,w,o,e,w,v,
,,,,f,f,c,n,b,t,?,,,w,,,w,o,,,,
,,y,,,,,,,,b,k,,p,b,p,w,,l,,v,
x,,,,a,,,,,e,,s,s,w,,p,,o,p,,s,g
,,,,,,,b,n,,,,,w,g,p,,,p,,,d
,y,,f,,f,,b,,,,k,k,p,,,,,,,,
f,y,,f,y,,,n,b,,,,s,p,w,p,,,,w,v,
f,,,,n,f,,,,t,,,s,g,p,,,o,,k,,
x,f,,,n,f,w,b,k,t,,,,,w,,,,e,k,,
f,,,t,n,f,,,,,,s,s,p,p,,,,p,,,
x,s,g,f,c,,,n,u,e,,,s,w,,p,,,,,s,d
,f,,t,n,,c,,,,b,,,p,p,p,,,,n,,
,f,,,f,f,,b,,e,,,k,b,p,,,o,,h,,g
,y,b,t,,,,,w,,?,,,w,,,,,e,w,c,w
,,,t,,f,c,b,n,t,b,s,,g,p,,,,p,n,v,d
,s,g,t,f,f,,,h,,b,s,f,,w,,w,,,,,
,,,t,n,,c,b,u,,,,,,g,,w,o,p,,y,
x,,y,f,f,,c,,p,,b,,,,,p,,,,h,,
f,y,b,,n,,,b,w,e,,,s,,,,,,,r,,g
x,,,,,,c,n,,t,,s,,,,p,w,,,w,v,
x,,,t,,f,c,,,,,s,s,,,p,w,o,,,y,d
s,,,,,f,,n,,e,,,s,w,w,p,w,o,,,v,u
f,f,g,t,n,,,,,t,b,s,,,p,p,,o,p,,y,d
,y,g,f,,,,,p,,b,,,n,,,,,,,y,
x,s,,,,f,w,,n,,,,s,w,w,p,,,e,,,g
f,y,,t,n,,,b,,,?,s,,,,p,,,e,w,c,
,s,,,a,f,c,,,,,,,w,,,w,o,p,k,n,m
,y,g,f,,,c,b,,e,b,,,,,p,w,o,l,h,v,p
,s,,,,f,,n,b,,?,k,k,,p,,w,o,,,,
x,f,y,f,f,,c,b,g,,,k,k,b,n,p,w,o,,,,p
f,,,f,n,f,w,,,t,,s,f,,,,w,o,e,,a,
x,y,g,,n,f,c,b,u,t,b,,,g,,,w,,p,,v,
,s,n,,y,f,,,b,,,,,,,p,,o,,,,
x,,e,,y,,c,n,b,,,,k,,,,,,e,,v,
x,,,f,f,,,,p,e,b,k,k,,,p,w,o,,,y,
,s,b,,,,c,,,,b,,,,w,p,,,p,h,,
,f,,f,,f,,,,e,b,k,k,b,b,,,o,,h,,
f,s,y,,,f,w,n,,,b,,s,,w,,w,,p,n,,d
f,,,t,,f,,b,w,,,f,,w,w,p,,o,p,,,g
x,y,w,t,,,c,b,,e,,,s,,w,p,w,o,,,,g
f,y,n,,,,,b,,,,s,s,g,p,,w,,,k,y,d
,f,g,t,n,f,,,,,,,,p,g,,,,,,v,d
f,f,n,,,f,c,b,w,t,b,s,s,,g,p,,o,p,,,
,,g,f,f,,c,b,p,e,,k,,,b,p,w,,,h,y,g
x,,e,t,n,,c,,,,,s,,g,w,,,,,,v,
,,,f,,,,b,,,,,,,,,w,o,,h,v,g
,s,,f,,,c,,,,?,s,,p,,,w,o,,w,v,
x,y,p,t,n,f,,,,,,s,,,e,p,,,e,w,c,w
x,,g,,,f,,,,,b,k,k,,b,p,,o,l,h,,
,,,f,,f,,,,e,,s,k,w,,p,w,,p,w,s,g
,y,,,,f,c,,w,e,,,y,,,,w,,,k,,p
x,,w,,,,c,b,,,,,,,,,,o,,,s,
x,s,n,,,f,,,,,e,,f,w,,p,w,,,,,g
x,,n,t,,,,b,w,t,b,,s,w,p,p,,,p,,,
x,,,t,n,f,,,n,t,,,s,,p,p,w,o,,,,d
x,s,,,,,w,,p,,b,s,s,w,,,w,,,n,v,d
,y,g,t,,,c,,,t,,s,s,,,,,o,p,k,y,
,s,,,,f,,b,,,b,f,f,w,w,,,o,p,h,,
,,n,t,,f,,b,,,r,,y,,w,,,,,,,g
x,,,,n,,c,,p,,,,,,,,w,o,,k,,d
f,,e,f,f,f,c,,,t,?,s,,p,,p,w,o,,w,,p
x,,g,f,,,w,,,,e,s,s,w,w,,,,e,k,,
f,f,g,f,,f,c,b,p,,,,k,b,,p,w,o,,,,d
,f,,f,,f,,,,t,e,,s,w,w,p,,o,e,,s,g
f,,,t,,f,,,,,,f,s,w,w,p,w,o,p,,v,g
x,,g,,n,,w,,h,t,e,,,w,,p,w,,e,,,g
x,y,,t,,,,,p,t,b,s,s,g,w,p,w,o,p,k,,d
x,,y,f,,,,b,g,,b,k,k,,n,,w,o,l,,y,
,f,,,n,f,,b,p,,e,,s,,w,p,,o,,k,a,g
f,,y,,,,,b,h,e,b,k,k,n,,p,w,o,,h,v,d
k,,n,f,,,c,n,b,t,?,k,,p,,p,,,e,,,p
x,f,g,f,c,f,c,n,,,b,s,,,,p,,,p,,,d
k,,c,f,,f,,,w,e,b,s,,,n,p,w,o,e,w,,l
,s,,,,f,c,,b,,?,s,k,p,,p,w,,e,w,,d
,,,,n,f,c,b,w,t,,s,s,,w,p,,o,,k,v,d
f,,n,t,,,c,,p,t,b,s,,,,,,o,,n,,d
k,y,,f,f,,,,,t,?,,k,p,,p,w,,e,,,d
f,y,y,,f,,,b,h,e,,,,p,,p,w,o,,h,v,d
f,,e,f,,,c,n,,,,k,,,p,,,,e,w,,l
x,f,n,t,,,,b,w,,b,s,,,w,p,,,p,,v,
x,s,,t,a,f,,,,t,,s,,,,p,,,p,n,,
,f,,,f,,,,g,e,,,,,n,,,o,l,,v,
k,,,f,,,,n,b,,?,s,,p,,,,,e,,,
f,,g,f,,,w,,,t,,s,f,w,w,p,w,,,,a,
x,,y,t,l,,c,b,g,,c,,,w,,,,o,,,s,
,,y,,,,c,,g,e,,,k,p,p,p,w,,,h,,d
b,,y,f,n,,,n,,e,?,k,y,w,,p,,o,,w,,d
f,y,e,,n,,c,b,,,,s,s,,,p,w,,p,k,v,d
,y,y,,f,f,c,,,e,,,k,,,p,,,,h,,
x,,,,,,c,b,w,t,,s,,g,p,,,,,n,y,d
f,y,e,f,f,f,,n,,t,?,s,k,p,,,,,e,,,p
,f,w,,n,,,,,t,e,,f,w,,p,,,e,k,,
f,y,,f,y,f,c,,,,,,,,,p,w,o,,w,v,l
,y,w,t,p,,c,,p,,e,,,w,w,,w,o,,,,g
k,,w,f,,f,,b,,e,?,,k,w,,p,,,,w,,
x,,,t,l,f,c,b,g,,,s,,w,w,,,o,p,n,s,m
,s,,t,f,f,,b,p,t,b,s,,,w,,w,,,h,s,
x,,,,,,c,n,b,,?,,k,p,,,w,o,e,,,
f,y,w,,,f,,n,,e,,s,,,,,w,,p,,c,l
,f,g,f,c,f,w,n,,,b,s,s,w,w,,,,,k,s,
x,,,t,,f,,b,,,b,s,s,w,p,p,,,p,,y,d
,,,f,f,,,b,,e,b,k,,,b,,,o,l,,v,
x,,,f,c,f,w,n,p,,,s,,w,w,p,,o,p,n,,
x,f,e,t,n,,c,b,,t,,s,s,,p,,,,,,v,d
b,,,t,,f,c,b,,,,,s,w,w,,,,,,,m
,,n,,f,,c,,,t,,s,k,,,,w,o,e,w,v,
f,,,,,,,,,,b,s,,w,w,,,,p,,,
x,f,,,,f,c,b,,,,k,k,,,,,o,,,v,g
f,,g,,,,,b,,,,,,w,,p,,,,k,,d
,,,t,,f,,b,g,e,c,,s,,,p,,,,k,n,
,,y,t,,f,c,,p,e,r,,,w,w,p,w,,,,y,p
,y,,,y,f,,,b,t,,s,s,w,,p,w,,,,,
,y,n,,,f,c,,,,b,,s,w,g,,w,o,,n,,d
f,f,,f,n,f,,,p,,e,s,f,w,,p,,o,e,,,
,f,,f,,,,,k,t,,,s,,,,,o,,,,g
,y,e,,,,c,b,e,,?,s,,,w,,,t,,w,,w
,y,p,,n,,c,b,r,e,,,s,w,w,,,,,r,v,g
k,y,,,s,f,c,,,,?,,k,,w,p,,,e,,,
,s,,t,,,c,b,,e,b,,,,,p,,t,,r,,
x,,,t,,,,,w,t,,s,,,p,,w,,,,,d
k,,,,,,,n,,,,,,,,,,o,,,v,d
,,e,t,,f,,,n,,b,s,s,g,p,,w,,p,,,d
,s,n,,,f,,,b,t,,k,,,,p,,,e,w,,p
,f,g,,,,,b,p,,e,,s,,,,,,,,s,
f,y,n,f,y,,,n,,t,,k,s,,w,p,,o,,,v,
,s,n,f,y,,,n,,t,,,,,,p,w,o,e,w,v,p
,s,,,,f,,,,,,,,,,,w,,,,n,m
f,,n,f,,f,,,b,,?,k,k,w,,p,w,o,,,v,p
,,,,,,c,b,w,,b,s,,,w,p,,o,,n,y,d
x,y,,,p,f,c,,p,e,e,s,s,w,w,,w,o,,n,,
x,y,y,,,,,b,n,e,,,,,w,p,,,,,,g
,,g,,n,f,,b,n,,,,s,w,g,p,,,p,,,
f,,,,f,f,c,b,,,b,k,k,,,p,,,l,h,y,g
k,f,g,f,,,w,b,w,e,?,k,s,,,,,t,,,n,
,,g,,f,,,,g,,b,k,,,p,p,,,l,,,
,,,,,,c,,,e,r,,,,,p,w,o,,,s,
k,,,,,,c,n,,t,?,,,,,p,,o,e,,,
,y,,,,f,c,b,,e,b,,k,p,,p,w,o,,,,
,,,,,f,w,b,,t,,s,,w,,p,w,o,e,,a,g
x,,,,n,,c,,w,t,b,,,,g,p,w,o,p,n,,
x,y,,t,,,c,b,u,t,,s,s,,p,p,,o,,k,v,
,,g,f,,,c,n,g,e,e,,,w,,p,,o,p,n,y,u
x,,,f,,f,c,n,,,?,s,k,,w,p,w,,,,,
,,w,,p,,c,n,w,,e,,s,w,w,,w,o,,,,u
,,n,,s,,c,n,,t,,k,s,p,,p,,o,e,,,l
x,,,f,f,,c,b,,e,b,k,k,,,p,w,,l,,v,
f,f,w,,,f,w,,n,,e,f,f,,w,p,w,o,e,n,s,g
b,,w,f,n,f,,,w,e,,k,,,w,p,w,t,p,w,,
x,,n,,n,,,b,,,,s,,w,p,,w,,,k,,d
,s,,f,,,c,n,,t,?,,k,,,,,,e,,v,l
,,w,f,,f,,b,,e,?,k,,,w,,w,t,,w,,
,,n,,s,,c,,,t,?,,,p,,,w,,,w,,
,,,,n,a,,,,e,,,,o,o,p,,o,p,,v,l
x,,,,,,,,,,e,,,w,w,,,,e,,s,
f,f,n,,,,c,b,n,t,,,,,,,w,,,n,,
,y,,,,,c,,,t,,,,,g,p,,o,p,k,,
x,,n,,,,,,,,,k,k,,w,p,w,o,e,,v,d
,y,y,,a,,,,,,r,,,,w,,w,,,k,y,g
,y,y,t,a,,,b,,e,,s,y,w,w,p,w,,,n,s,
f,f,,,,f,c,,,,,s,s,p,p,p,w,,p,,,d
b,,,t,a,f,c,,g,,c,s,s,w,w,,,,p,,s,g
,,,,,f,w,,k,t,e,,s,w,w,,,o,e,,,g
,f,,,f,,,,,,b,k,,p,n,,w,o,,,v,d
,y,n,,l,f,c,,,,r,s,,,w,,,,,,s,
x,f,,,,,c,b,p,,,s,,,p,,,o,,,,
x,s,b,,,f,c,b,,t,,,f,,w,p,w,o,,h,v,u
x,,,t,,f,,b,p,t,b,s,,,w,p,w,o,p,,,d
x,f,g,f,,f,,b,,,b,,k,,b,p,,,,h,v,
,,y,t,,,c,,k,,c,,s,w,,,,o,p,k,n,
x,,,,y,f,,,b,t,,k,,w,p,,w,o,e,w,v,d
,s,w,f,n,f,,b,n,t,e,s,,,,p,,o,,,a,
,y,y,f,f,f,c,,p,e,,,,,,,w,,l,h,y,
,,,,,f,,b,w,t,b,,,w,w,,,,p,,v,u
,,,,n,,w,b,,t,e,s,f,,,p,w,,,n,a,g
x,s,n,,f,,,n,,,,,s,p,w,p,,,e,,v,l
,,,f,f,,,,,,,,,,,,w,o,,h,,g
x,,g,,n,f,,,p,e,,s,s,,w,p,w,t,,,,g
k,,n,,s,f,,,b,,,k,k,p,,,w,o,,w,v,p
b,,,t,,,,b,g,,,,,w,w,p,w,,p,r,,g
x,,g,f,,,,,,e,b,,,n,p,,w,,,,,p
,s,w,t,p,,c,n,,,,s,s,w,w,,,o,,k,,
x,y,g,f,f,f,,b,,e,b,,,b,,p,w,,,h,y,p
