class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,,n,f,,f,c,n,b,t,?,,,,,,,o,e,w,,
p,,s,,,s,f,c,n,b,,?,s,k,,p,,w,o,e,,v,
e,f,y,,t,,,c,b,p,,b,s,s,g,w,p,,o,p,k,v,d
p,f,,n,f,f,f,,n,,t,?,k,s,p,,p,,o,e,w,,l
p,,s,n,f,y,,c,n,,,,,k,,p,p,w,o,e,w,v,
e,x,f,g,f,n,f,w,b,p,,,,s,,,p,w,t,,w,,g
p,x,s,n,f,,f,c,n,b,,?,s,k,,w,,,o,e,,v,p
e,f,f,n,,n,,,b,u,,b,s,s,g,g,p,w,,p,k,v,d
e,,,w,t,l,f,c,b,w,,c,s,s,,,,w,,,n,s,
e,,f,n,t,n,f,c,b,p,t,,s,,p,g,,w,,,n,v,
p,x,s,n,,s,f,c,n,b,t,,k,k,p,,p,,o,,w,,d
e,f,y,,t,n,f,c,,u,,b,s,s,,g,p,w,o,,n,y,d
e,f,,g,t,n,f,c,b,n,t,b,s,s,p,,,w,o,,n,,
p,k,s,,,,,c,n,b,,?,,,w,,p,w,o,e,w,,d
e,f,f,n,t,n,,,b,,,b,,s,w,g,,,,p,k,v,d
p,f,s,g,t,f,f,c,b,p,t,b,s,,w,,,w,o,,h,v,u
p,f,f,y,f,,f,,b,p,e,b,k,,n,b,p,w,o,l,h,v,p
p,f,s,e,f,f,f,,n,b,,?,k,k,w,w,p,w,o,e,,v,
p,k,y,e,f,,,c,n,b,,?,s,s,w,p,p,w,,e,w,v,d
e,k,s,w,f,n,f,,,w,e,?,,,w,w,p,w,t,p,,n,g
p,x,y,e,f,,f,c,n,b,,,s,k,,w,p,w,o,e,w,v,d
p,f,y,e,,s,f,,,b,t,,,k,,p,p,w,o,,w,v,d
p,x,y,e,,f,f,c,n,b,t,?,,,,p,p,w,,,w,v,p
e,b,y,,t,a,f,,,g,e,,s,s,w,,p,w,o,p,,,m
e,b,f,w,f,n,f,w,b,,,?,,,,w,p,w,t,p,w,s,
p,f,s,w,t,f,,c,b,h,t,,s,f,w,w,p,w,o,p,h,s,g
e,b,,g,,n,,,b,,,?,k,k,w,w,p,w,t,p,w,,g
p,x,,y,f,f,f,,b,g,e,,,,,p,p,w,o,l,,y,d
e,b,f,g,f,n,f,w,b,w,,,k,s,,,p,w,t,p,,s,g
p,x,y,n,t,,f,,n,p,e,e,s,s,w,w,,w,o,,k,s,u
e,,,g,t,,f,c,b,u,t,b,s,s,,,p,w,o,,k,v,
e,x,y,e,t,,,c,b,p,t,b,s,,,w,,,o,p,n,v,d
e,x,y,e,t,n,f,c,b,,t,b,s,,,p,p,w,o,,,v,d
e,f,f,n,t,n,f,c,,p,t,,,s,w,g,p,w,o,p,n,y,d
p,x,,n,,p,f,c,n,n,,,,s,w,w,p,,,p,,s,
e,,y,,t,n,f,,,,t,b,s,s,p,g,p,,o,p,k,v,d
e,x,y,w,t,a,f,c,b,,e,c,s,,w,,p,w,o,p,,n,g
p,f,,n,,p,f,,n,p,e,e,,s,w,,,,o,p,n,s,
e,x,s,n,f,n,,w,,h,t,,,f,w,w,p,w,,e,k,s,
e,x,f,n,,,f,c,,,t,b,s,,g,,,w,o,p,n,v,d
p,x,y,e,f,f,f,c,n,b,t,?,,,p,w,p,w,o,e,w,,l
p,f,,b,,,f,c,b,h,t,,f,f,w,w,p,,o,p,,s,
p,f,s,n,,,f,c,,b,t,?,,k,w,,p,,o,e,w,v,d
e,x,,,f,n,f,w,b,,t,,s,s,,,p,w,,e,,,
p,,,,f,,f,,,b,t,?,,k,w,w,p,w,o,,w,v,p
p,f,,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u
e,,y,n,t,n,,c,b,n,,b,s,,g,p,,,o,p,k,v,d
e,f,y,e,t,n,f,,,e,,,s,s,e,e,p,,t,,w,c,
p,x,,y,,f,f,c,,g,e,b,k,k,p,n,p,w,o,,,v,p
p,f,,,f,,f,c,,b,t,?,k,,p,p,p,w,,e,w,v,
p,x,y,e,f,f,f,c,n,b,,?,,,w,w,,w,,e,,v,d
e,,,w,f,n,,w,,p,e,?,s,,,,,w,t,p,w,s,g
p,f,y,,f,s,f,c,,b,,?,,k,w,,p,w,o,e,,v,p
e,x,y,e,t,n,f,c,,w,t,,,s,w,g,,,o,p,n,v,d
p,x,,,t,f,,,,p,,b,,s,w,w,p,,,,h,,
e,x,s,w,t,l,f,,b,k,e,c,,s,,,p,w,,p,k,,g
e,b,f,w,f,,,w,b,w,e,?,,s,w,,,,t,p,,n,
p,f,s,n,f,y,,c,n,b,,?,s,,w,,p,w,,,w,v,
p,x,,,f,c,f,c,n,n,e,b,,,,,p,w,o,p,,s,d
p,f,,y,,,f,c,b,,e,,k,k,n,,p,w,,l,,v,g
e,x,y,g,t,n,,c,b,n,t,b,s,,p,,,w,o,,k,y,d
p,x,y,y,,f,,,b,p,e,b,,,n,n,p,w,,,h,,p
p,f,y,,f,f,f,c,n,b,t,?,s,,w,p,,w,o,e,w,v,
e,f,,e,,n,f,,b,w,,b,,s,,g,p,w,,p,n,v,d
p,x,y,n,,f,,c,,b,t,?,,s,,p,p,,o,e,,,p
p,x,s,,f,f,f,,n,b,,?,k,,w,p,p,w,o,e,w,v,
p,f,,g,,,f,,b,,e,b,k,k,,b,,w,,l,h,y,d
e,f,f,g,,,f,c,b,,t,,s,s,p,w,,,o,,n,,d
e,x,s,,,n,,w,b,g,e,?,,,w,w,,w,t,p,,n,g
e,x,y,y,,,f,c,b,w,e,r,s,,w,,p,w,o,p,,s,
e,f,y,n,t,a,f,c,b,n,e,,s,,,w,p,w,,p,,,
p,x,s,w,,,f,c,n,,e,e,s,s,w,,,w,o,,n,v,g
e,f,y,y,t,,f,c,b,w,e,r,s,,w,w,p,w,o,p,k,s,g
e,f,y,,t,n,f,c,b,,e,?,s,s,,e,p,w,t,e,w,c,w
e,x,,w,t,,,c,b,w,,c,s,,w,w,p,w,o,,n,s,m
p,x,,e,f,,f,,n,b,,?,s,s,w,w,,,,e,w,v,l
p,,,,f,,,,n,b,,?,k,,,p,,w,,e,w,v,d
p,f,y,y,f,f,,c,b,,e,,k,k,,n,,,o,l,,,g
e,x,,n,t,n,f,c,b,w,t,b,,s,g,p,p,w,o,p,n,,d
p,k,y,n,f,s,f,c,n,,t,,s,,,p,,w,o,,,,d
e,,s,y,t,a,f,c,b,w,,c,s,s,w,w,p,w,o,p,k,s,
e,x,s,w,f,n,,w,b,p,,,k,s,w,w,p,w,t,p,w,s,g
p,,s,w,f,,,c,,,e,,,s,w,w,,w,o,p,k,s,d
e,f,,,t,,f,c,b,w,e,?,,s,e,e,p,,t,e,w,c,
p,,,w,,,,c,b,,e,,,s,w,w,p,w,t,p,r,v,m
e,x,f,g,f,n,,w,b,k,t,e,f,f,,w,p,w,o,e,k,a,g
e,f,,g,t,,f,,b,p,t,,s,s,w,,,w,,,k,,d
p,x,s,e,f,y,,,n,,t,?,,s,w,w,,w,o,e,w,,l
e,x,s,,f,n,,c,b,,e,?,,s,o,o,p,n,o,p,y,,l
p,,s,n,t,p,,c,n,w,e,e,s,,w,w,,,o,p,,,u
e,,,,f,,f,w,b,p,t,,s,,,w,,w,o,,k,s,g
e,x,,n,f,,,w,b,h,t,e,f,,,w,p,w,o,e,n,a,
e,f,y,e,,,f,c,b,w,t,b,s,s,,w,p,w,o,p,k,,
e,,,y,t,,,c,b,w,,,s,,w,,,w,,p,k,,
p,x,f,g,f,c,,c,,u,e,,s,,w,w,p,w,,p,n,v,
e,,s,g,,n,f,,b,w,e,?,s,s,w,w,p,w,t,,,,
p,,y,,t,p,f,,,,e,e,s,,w,w,p,,o,p,k,v,g
e,f,,,,n,f,w,,n,,e,f,s,,w,,w,,e,k,s,
e,b,f,g,f,,f,w,b,,,?,s,s,,,,w,t,p,w,s,g
p,x,y,y,f,f,f,,b,,e,b,k,k,,n,p,w,,l,,v,g
e,x,,n,,n,f,w,b,,t,,,f,w,w,p,w,o,,k,,g
p,x,s,n,,s,f,c,n,b,,?,s,k,w,w,p,,o,e,w,,l
e,f,,g,f,,f,w,b,n,,e,f,s,w,w,p,,,e,n,s,g
p,x,f,,,c,f,,n,u,e,b,,s,,w,p,w,o,p,,v,d
e,f,y,g,,n,f,c,b,w,t,b,,s,p,g,p,w,o,p,k,v,d
e,,,y,t,l,,,,p,e,,s,,w,,p,w,o,p,,,
e,,f,w,,n,f,w,,n,,,s,f,w,w,p,w,,e,k,a,g
p,,,e,f,y,,c,n,b,t,,k,s,w,w,p,w,o,e,,v,p
e,x,f,g,,n,f,c,b,,t,b,s,s,w,g,p,w,o,p,,y,d
e,,s,,,n,,c,,e,,?,s,s,e,,p,w,t,e,,c,w
e,,,g,f,n,f,,,p,e,,s,s,,,p,,,p,w,s,
p,,y,,f,f,f,,b,,,b,k,k,p,,p,w,o,l,h,y,d
p,x,y,w,t,,,c,n,w,,e,s,,w,w,,,o,p,k,v,
p,x,y,,f,f,f,c,b,p,e,b,k,,b,n,p,w,o,l,,,g
p,,y,g,f,f,f,c,,,e,,k,k,p,p,p,w,,l,h,v,d
e,f,,,t,n,f,,b,,,b,,s,,g,p,w,o,,,v,d
e,,y,y,t,l,f,,b,w,e,,s,,w,w,p,w,o,,k,n,m
p,x,s,,f,f,f,c,n,b,t,,,k,p,w,p,w,,,w,,
p,k,s,n,f,s,f,c,n,b,,?,,k,w,,,,o,e,w,v,d
p,f,y,g,,f,f,c,b,,,,k,k,n,p,p,w,o,l,h,,
e,f,s,,f,n,f,,b,h,,e,f,f,,,p,,o,,n,a,g
e,k,s,g,f,n,f,,b,p,e,?,k,,w,,p,w,t,,w,n,g
p,f,,,f,f,f,,b,,e,,,,n,,p,w,o,,h,v,g
e,b,y,w,t,,,c,b,k,,,s,s,w,w,p,,o,p,k,n,
e,k,y,,t,n,,c,b,,e,?,s,s,,w,,,t,,w,c,
p,x,,y,f,f,f,c,b,,,,k,k,n,n,,,o,l,h,y,g
e,,f,g,t,n,f,c,b,p,t,b,s,s,w,,,w,o,p,n,y,
p,x,s,,t,f,,,,h,t,b,s,s,,w,,,o,p,,s,g
p,x,f,g,f,,f,c,,p,e,b,k,k,b,,p,w,o,,h,,p
p,x,y,y,f,f,,c,b,,e,b,,,p,b,,w,o,l,h,y,p
p,,s,n,f,,f,,n,b,,?,s,s,p,p,p,w,o,e,w,,
p,f,y,y,f,f,,,b,,e,b,k,k,,,,w,o,l,h,,g
e,x,,,t,n,f,c,,,t,b,s,s,,,,w,o,p,k,,d
e,x,,y,t,a,f,c,b,w,,c,,s,,,p,,,p,n,s,
p,,y,n,,f,,c,,b,,?,s,k,w,p,,w,o,e,w,v,p
p,,y,,f,y,f,c,n,,,?,k,k,w,,p,w,o,e,,v,
e,,y,e,t,n,f,c,b,p,,b,s,s,,,p,w,o,,,y,d
p,k,s,e,f,s,,c,,b,,?,s,s,p,w,p,,,e,w,v,l
e,f,y,n,,l,,c,b,n,,r,,y,w,,p,w,o,,k,y,g
e,x,s,n,f,n,a,c,b,,e,,s,s,,o,p,o,,p,o,c,l
e,x,y,,,n,f,,b,,t,b,s,s,g,w,,w,,p,,y,d
p,,s,,f,s,,c,n,b,t,?,k,s,w,,p,w,,,w,v,p
p,f,,,f,s,,,,b,t,?,,,,,p,w,o,e,w,,
p,,s,n,f,f,f,c,,,,?,s,k,p,p,p,w,o,,,v,p
p,x,f,y,f,f,f,c,b,g,e,b,,k,,,p,,o,l,,,g
p,f,y,n,f,f,f,c,n,b,t,?,s,,p,w,p,w,o,,,,d
e,,f,,f,n,f,w,b,,t,e,f,s,w,,p,w,o,e,n,a,g
e,x,,g,,n,f,,b,,t,e,,,w,w,p,w,o,e,,a,
p,k,s,n,,s,f,c,n,b,t,?,,,,w,p,,o,,w,v,d
p,f,,,t,n,f,c,b,g,,,,,w,w,p,w,t,,,,m
p,x,y,,f,f,f,c,,,e,b,,k,b,,p,w,,l,h,v,d
e,k,,n,,,a,c,,o,e,?,,s,o,,,n,o,,,v,
e,f,s,g,f,,,,b,k,,,,,,w,,w,o,e,,s,g
e,f,,g,f,n,f,,b,,t,,s,s,w,w,p,w,,e,n,s,g
p,,y,n,,,,c,n,,,,s,s,w,w,p,,o,p,k,v,
e,b,y,y,t,,f,c,b,n,e,c,s,,w,w,p,,,,,s,m
p,x,y,n,t,,f,c,n,n,e,,s,,w,,p,w,o,p,k,s,g
p,,,,,,f,c,n,b,t,?,k,,w,p,,w,,e,w,v,l
e,x,y,n,t,n,,c,b,p,t,b,s,s,,p,,w,o,,n,v,d
p,k,y,n,,s,f,c,,b,t,,s,k,w,w,p,,,,w,v,p
p,,f,g,,,,c,,,e,b,k,,,n,,w,o,l,h,,g
e,x,y,n,t,a,f,c,,,e,,,y,w,w,,w,o,,,y,p
e,f,f,,f,n,,,,p,t,e,s,f,,,p,w,o,e,k,,g
e,f,,,,n,f,w,b,n,t,e,f,f,w,w,p,w,o,,n,s,g
p,x,y,g,,f,f,,b,,,b,k,k,b,p,,,,l,h,,d
e,x,,n,,n,f,,b,u,t,b,,s,p,p,,w,o,,n,,d
e,x,,w,f,n,f,,b,k,t,e,f,f,w,,p,w,o,,n,a,g
p,k,y,e,f,s,f,,n,b,t,,,s,p,w,p,,o,,w,v,
e,x,f,,f,n,,,n,g,e,,s,s,,,,w,o,,k,,u
e,f,y,,t,n,f,c,b,w,e,,s,,,w,,w,t,e,w,c,
e,,y,n,t,n,f,c,b,n,t,b,,s,p,,p,w,o,p,n,,d
e,f,f,n,t,n,f,c,b,,t,b,s,s,w,w,p,,o,p,,,d
p,f,y,n,f,s,f,c,n,b,t,?,,k,p,p,,,o,e,w,v,l
p,f,f,g,f,f,,c,,g,,b,k,,p,,,,,l,h,y,
e,,s,,t,l,f,c,b,,e,,,s,,w,p,w,,p,,n,
p,x,f,,f,f,f,,b,,e,b,k,,n,,p,w,o,l,,y,d
p,x,y,y,f,f,f,c,b,,,b,k,,n,n,,w,o,l,h,y,p
e,,s,w,f,n,,w,b,,t,e,,s,w,w,p,,o,,n,s,
e,x,f,g,,,,c,,u,t,b,s,,p,g,p,w,,p,n,,d
e,f,s,,f,n,f,w,b,n,t,e,s,,w,,,w,o,,n,a,g
e,f,,,,n,f,,b,p,t,,s,s,w,p,p,,o,p,,y,d
e,x,y,e,,,f,c,,p,,,s,s,g,g,,,,p,k,y,d
e,x,,g,t,n,,c,b,n,t,b,s,s,p,w,,w,o,p,,,d
p,f,y,,f,f,f,c,n,,t,?,s,,p,,,w,,e,w,,d
e,x,,g,,n,f,c,,p,t,b,s,s,,g,p,,o,,,,d
e,x,s,y,,,f,c,,n,e,c,s,,w,,p,w,o,,,s,g
e,x,y,,t,a,f,,,p,,,s,y,w,w,,,,p,k,y,p
e,,y,y,t,l,f,,,,,c,s,s,w,,p,,o,p,n,n,g
p,,y,e,f,s,f,,n,,t,?,s,k,p,,p,w,o,e,w,,
p,,f,y,f,,,c,b,h,e,,k,,n,n,,w,,,h,v,
p,,f,y,,f,f,c,,,e,,k,k,n,,,w,o,l,,y,d
p,x,s,w,t,,,,b,w,t,b,f,f,,,p,,o,p,h,s,u
e,f,y,n,t,,f,c,,w,t,,s,,w,p,,,o,,k,,
p,f,y,y,f,f,f,c,b,p,e,,k,,n,n,p,w,o,l,h,v,d
e,x,,n,,,,,b,n,,b,s,s,,g,p,w,,p,,v,d
p,,s,w,t,f,,c,b,,,,,s,w,,,,,,h,v,g
e,,,,,,f,c,,n,t,b,s,s,,g,,w,o,p,n,,
p,f,,,,f,,c,n,b,t,?,s,k,w,,p,w,,e,w,v,
p,x,y,n,f,s,f,c,n,b,t,,k,,p,w,,w,o,e,w,,p
p,x,y,g,f,f,f,c,b,,,b,k,,,b,,w,o,l,h,v,g
p,,y,n,,,f,c,n,b,t,?,s,k,,w,p,w,o,e,w,v,d
e,,y,n,,a,f,c,b,,,r,s,y,w,w,p,w,o,p,,s,p
p,x,,p,f,c,f,,n,n,e,,s,s,,w,p,,o,,n,,d
e,x,,g,t,n,f,c,b,w,,b,s,s,p,g,,w,o,p,,y,
e,x,y,w,,l,,c,b,,e,c,s,,w,w,p,,,,k,s,g
e,f,s,w,t,l,,w,n,p,t,b,,s,w,w,,w,o,p,,v,
e,,s,n,f,n,f,w,,h,t,e,f,s,w,w,p,w,,e,k,s,
e,,,,f,,f,,b,,e,?,k,,,w,,,,p,w,n,
p,f,f,g,,f,f,,b,h,,,k,k,p,n,p,w,o,l,h,,p
e,x,y,,t,n,f,c,b,,t,b,s,s,p,,,w,o,,k,,d
e,x,s,g,f,,,,,n,t,e,f,,w,,p,,o,e,k,a,g
e,x,,,t,,f,,b,w,,b,s,s,g,,p,w,,p,k,v,
e,,f,g,,,f,w,b,p,t,,f,f,,,p,w,,e,,,
e,x,y,w,t,l,f,c,,n,e,c,s,s,,w,p,w,o,,k,n,
p,,y,e,f,,,c,n,b,,?,,,w,,p,w,o,e,w,v,
e,x,s,g,f,n,,w,,,,,s,,w,w,,w,,e,n,s,g
p,f,s,n,f,s,f,c,n,b,t,,s,s,p,w,p,w,,e,,v,l
p,,y,g,f,,f,c,b,h,e,b,k,,p,n,p,w,,l,,v,p
e,f,f,g,,n,f,,b,,t,e,,s,w,w,p,,o,e,n,,g
e,x,,y,t,l,,c,,g,e,,s,s,,w,,w,o,,n,s,g
p,x,s,g,f,c,f,w,n,n,e,b,s,,,w,p,w,o,,n,,d
p,,s,e,f,y,,c,,,t,,,,w,,,w,,e,w,,
p,k,y,,f,y,f,c,n,b,t,,k,,w,p,p,,o,,w,v,p
p,x,,y,f,f,,,b,p,,b,,k,p,b,p,w,o,l,,,g
p,x,,n,,y,f,,n,,t,?,,k,,w,p,w,o,e,w,v,p
p,k,,,,s,f,c,,,t,?,s,s,w,p,p,,,e,w,v,p
p,,,n,f,y,f,c,n,b,,?,,k,w,,p,w,o,e,w,v,l
e,,y,e,t,n,,c,,u,t,b,s,s,,g,p,w,o,p,n,v,d
e,x,s,w,t,,f,c,b,w,e,,s,s,w,w,,w,,,k,n,
e,,,w,f,n,,w,b,p,,?,k,k,w,w,,,t,p,w,,g
e,x,,n,f,n,f,w,b,p,t,,,s,w,w,,,,e,k,s,g
e,x,f,,,n,,w,,p,t,e,f,f,,w,,w,o,e,,,g
p,,s,g,,c,f,w,,,e,,s,,w,w,,w,o,p,,v,
p,x,,w,t,p,f,,,,e,e,,s,w,,,,,p,,,
p,,s,,f,y,,,,,t,?,k,s,w,p,,w,,e,,,p
p,x,y,,f,f,,,,,,b,k,,n,n,,w,o,l,h,v,p
p,x,y,y,f,,f,c,b,,e,b,k,,,n,,,,l,,y,d
p,,s,e,f,,,c,,b,t,,k,,w,p,p,w,o,e,w,v,d
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,,n,,d
e,x,s,g,,n,f,,b,k,t,e,,s,w,,p,,o,e,k,a,g
p,,s,e,f,,f,c,n,,t,?,,k,p,p,,w,o,e,w,v,d
e,,,g,,,f,c,n,k,e,e,s,s,w,w,p,w,,p,,,u
e,,,g,,n,,w,,p,e,?,k,s,,w,p,w,t,p,w,s,g
p,,,n,f,s,f,,n,,t,?,k,s,p,,p,w,o,e,w,v,l
p,x,y,n,,s,,c,n,b,,?,s,k,p,p,p,w,,,w,v,l
e,,f,g,f,,f,w,b,n,t,,,,w,w,,,o,e,k,,g
e,f,,e,t,n,f,,b,u,,,,s,p,g,p,,o,p,k,y,d
e,x,y,g,,,,,b,,t,b,s,s,,,p,,,p,,y,d
p,,,e,,s,,c,,,,?,,k,,w,p,,o,,w,v,l
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,,w,o,,h,y,p
p,x,,,f,f,f,c,b,g,e,b,k,k,,n,,,o,l,h,y,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,,g,,w,,,k,v,d
e,,f,w,,n,f,w,b,k,t,e,s,,w,w,p,w,o,e,k,a,g
e,f,y,y,t,a,f,c,b,n,e,r,s,,w,,p,,o,,,y,
e,x,y,,,,f,c,,,t,b,s,s,,,p,w,o,p,,v,d
e,x,f,e,t,n,f,c,b,p,,b,s,s,w,,,,,p,k,v,
e,f,y,g,t,n,,c,b,p,t,,,s,w,p,p,w,,p,n,,d
p,f,y,e,f,f,f,c,,,t,,s,k,,,p,w,o,e,,,l
p,x,y,,,f,f,c,,p,e,,k,k,,b,,w,o,l,,v,g
e,x,s,,f,n,,w,b,n,,e,,s,,w,p,,o,e,k,s,g
p,x,s,,t,p,f,c,,w,,e,s,s,,,p,,o,,n,s,g
e,f,f,,,n,f,,b,p,t,,s,s,g,w,p,w,o,,n,y,d
p,x,,g,t,f,f,,b,,t,b,s,s,w,,,w,o,p,h,,g
e,x,y,e,,n,,c,b,,,,,s,g,,p,,o,p,k,,
e,x,f,g,t,,f,c,b,u,,,s,s,p,w,p,w,,p,,v,d
p,,s,e,,s,f,,n,b,t,?,k,s,w,,p,,o,e,w,v,d
e,,s,w,,n,,w,,,t,e,f,f,,w,p,w,o,e,,s,g
e,x,f,e,t,,f,c,,w,t,b,s,s,,w,p,w,,p,,y,
p,,s,n,f,y,,,n,b,,?,,,w,,,,o,e,w,v,
p,x,y,g,f,f,f,c,b,,,b,k,k,n,n,p,,o,,h,y,p
p,f,s,w,t,f,f,c,,w,,b,s,,w,w,p,w,o,p,h,s,u
e,f,,e,t,,,,b,u,t,,s,s,g,p,p,,o,p,n,,
e,x,s,n,f,n,f,w,b,,t,e,s,s,w,w,p,w,,,,,g
p,f,,p,t,n,,c,b,,e,b,s,,,w,p,w,t,,r,v,g
e,x,,g,f,n,f,,b,,t,e,s,f,w,,p,w,o,e,n,s,g
p,x,s,,f,f,f,,n,b,t,?,,,w,w,p,,o,e,w,v,l
p,,y,b,t,n,f,c,b,w,,,s,,,w,p,,t,,,,
p,f,s,n,f,,f,c,,,t,,k,k,p,w,p,,,e,,v,l
p,x,,,,c,,c,,u,e,b,s,s,,w,p,w,o,,k,v,d
e,f,f,g,f,n,f,,,n,,e,,f,w,,p,w,,e,n,s,
p,x,f,g,f,,f,c,b,h,e,b,k,,b,p,p,w,,l,,y,g
e,,y,w,t,l,f,c,,,e,c,,s,,w,,w,o,,k,s,g
e,,f,w,f,n,f,w,b,h,,e,f,f,w,w,,w,o,,,,
p,x,s,g,,c,f,w,n,p,e,,s,s,w,w,p,,o,p,k,s,d
e,x,f,n,t,n,f,c,b,,t,,,s,w,w,p,w,,,,v,d
p,f,,e,,y,,c,,,t,,k,k,p,,p,w,o,e,w,v,
p,f,,,f,f,f,,b,h,e,,,,n,p,p,w,o,l,h,y,p
p,f,,n,f,f,,c,n,b,,,s,k,w,p,p,w,o,e,w,v,
e,x,,y,,a,f,c,,w,e,c,s,s,w,w,p,,,p,,n,m
e,x,y,e,t,n,f,c,b,u,,b,s,s,p,w,,w,,p,,v,
e,x,,,,n,f,c,b,w,,b,s,s,w,w,p,,o,p,n,y,
e,b,s,g,f,,f,w,,,e,?,,s,w,,p,,,p,w,s,g
p,x,f,y,f,f,,c,b,p,,,k,k,n,,,w,,,h,,p
e,x,y,,,n,f,c,b,e,,,s,,w,w,p,w,t,e,w,,w
e,,f,e,,n,f,,b,u,t,b,s,,g,p,p,w,o,,,v,
p,f,,w,t,p,f,,,,e,e,,s,w,w,,w,o,p,k,v,g
p,,,e,f,,f,c,n,b,t,?,,,p,,p,w,o,e,w,v,
e,x,y,n,t,n,,c,b,,t,b,s,,,,p,w,o,,,y,d
p,,s,e,f,,f,c,,b,t,?,s,k,p,p,p,w,o,e,w,v,
e,b,y,y,,,f,c,b,g,e,,s,s,w,w,p,w,o,p,n,n,m
p,f,y,,f,y,,c,n,b,,?,k,s,p,p,,w,,e,w,v,d
p,,s,n,,,f,c,n,b,,?,,,w,p,p,,o,e,w,,
p,x,,y,,f,f,c,b,,e,b,,k,p,b,,w,o,l,h,v,p
e,x,s,y,t,a,,,b,,e,,s,s,w,,,w,o,p,n,,g
e,x,,e,t,,,c,b,n,t,b,s,s,w,g,,,,,,v,
p,f,y,y,f,f,,c,b,h,e,b,,k,p,,,w,o,l,h,v,
p,f,y,n,,y,f,,n,,,,,s,,w,p,w,o,,,v,
e,f,y,n,t,n,f,c,b,n,,b,,,g,p,p,w,o,p,,v,d
e,,f,w,f,,,w,,k,,,,f,w,w,p,,o,e,k,s,g
e,f,y,,,,,c,,,t,b,s,,,,,w,o,p,k,v,
p,x,s,,f,,f,w,,u,,,s,s,w,w,p,,,p,n,s,d
e,x,f,,,n,f,c,b,w,t,b,s,s,p,p,p,,o,p,n,y,d
p,,f,,f,,f,c,,p,e,b,k,,b,,p,,,l,h,v,g
e,,,b,t,,f,c,b,w,e,?,s,s,w,,p,w,t,e,w,c,
e,,,e,t,,f,,b,n,,b,s,s,,p,p,w,,p,n,,d
p,f,s,g,t,,,c,b,,t,b,,f,,w,p,w,,p,h,v,u
e,x,f,e,t,,f,c,b,u,,b,,s,g,g,p,,o,p,n,,d
p,x,f,y,f,f,f,c,,,e,b,k,k,b,p,,w,o,l,h,,
p,,y,b,t,n,f,c,b,w,,,s,s,w,w,p,,t,p,r,,g
p,,y,e,,y,f,c,n,,,?,,k,w,w,p,w,o,,w,v,d
e,x,f,e,,n,f,c,,w,t,,,s,w,w,,w,o,p,,y,d
e,,f,,,n,f,c,n,g,,,s,s,w,,p,w,o,p,,v,u
e,f,f,g,t,n,f,c,,p,t,b,s,s,g,p,p,,o,,n,y,d
p,f,,,f,f,f,,b,p,e,b,k,,n,p,p,,,l,h,y,
e,x,,w,f,n,f,w,b,n,t,e,f,s,w,,p,w,o,,k,s,
e,,y,,,,f,c,b,w,,?,s,s,,,p,,t,e,w,,w
e,,,w,t,a,f,c,b,n,e,c,,s,w,w,p,w,o,p,,n,m
p,f,y,,,f,f,c,,p,,,k,k,b,n,p,w,o,l,,,p
p,f,s,e,f,,f,c,n,b,t,,,k,p,p,p,w,o,e,w,v,d
p,x,,y,f,f,,c,,g,,b,k,,,n,,w,o,,,,p
e,f,f,n,f,,,,b,,,e,s,f,w,w,,w,o,e,n,,g
e,,y,g,t,n,f,,,,t,b,s,s,,,p,,o,,,v,d
p,x,,n,,y,f,,n,b,t,?,s,k,p,p,p,,o,,,v,p
p,x,s,e,f,,f,c,n,,t,?,s,k,w,,p,w,,e,w,v,l
p,x,,g,f,f,,c,b,,,b,k,,,n,,,o,l,h,,
p,f,s,b,,f,f,c,b,w,t,,,,w,w,p,w,o,,,v,
p,x,,y,f,f,,c,b,h,,b,k,k,,b,p,w,o,,h,y,d
e,f,s,,t,l,f,,n,p,t,b,s,s,,,p,w,o,p,n,v,d
p,f,s,b,t,f,f,c,b,,,b,f,s,,w,p,w,o,p,,s,
e,x,y,w,t,,f,c,b,,e,c,s,,w,w,p,w,o,p,n,s,g
e,f,y,,,n,f,c,,u,,,s,s,g,p,p,w,o,,k,,d
e,,,g,,n,,,b,w,t,b,s,,p,g,,,,p,,v,d
e,,f,,t,n,f,c,,w,,b,s,,g,g,p,w,,p,k,,d
p,,y,,,f,f,c,,p,e,b,k,k,b,b,p,w,o,l,h,y,g
e,x,f,,t,n,f,,b,n,,b,s,s,g,,p,w,o,,,v,d
p,f,y,g,,f,f,c,b,p,,b,k,,,b,,,o,l,h,,g
p,x,s,e,f,,f,,n,b,,?,,s,p,p,p,w,o,,,,
e,x,y,,t,n,f,c,b,e,,,,s,w,e,p,,t,e,w,,w
p,,,g,f,f,,,b,g,e,b,k,k,b,b,p,w,o,l,h,,
