LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
,,1.0,1.0,33.0,,0.0,,,0.0,,204205.0,,,,180715.0,171449.0,,,,8000.0,7000.0,,0
,,,2.0,33.0,0.0,,,,0.0,,181542.0,,,119730.0,122537.0,109504.0,,5354.0,4363.0,4816.0,4381.0,3330.0,0
,,,1.0,,,,0.0,,,0.0,,,,,28959.0,29547.0,2000.0,2019.0,1200.0,1100.0,1069.0,1000.0,0
300000.0,,1.0,1.0,39.0,-1.0,-1.0,,,,-1.0,,,,,18147.0,,21169.0,26171.0,18249.0,,,,0
250000.0,2.0,,2.0,,0.0,0.0,0.0,,,,,30090.0,,10875.0,3328.0,,2038.0,2065.0,52.0,3336.0,1460.0,,0
170000.0,1.0,1.0,2.0,48.0,,,,-1.0,0.0,0.0,6203.0,9932.0,-157264.0,,164040.0,166416.0,,,,,6000.0,,0
,,,,30.0,0.0,,,0.0,,0.0,87292.0,89534.0,89173.0,91489.0,93463.0,,,3789.0,,3465.0,3186.0,,0
80000.0,,,2.0,22.0,,,,,0.0,0.0,,,,,27712.0,,,10092.0,966.0,2000.0,2000.0,1037.0,0
140000.0,2.0,,2.0,,,0.0,0.0,0.0,,,,35806.0,,,36683.0,,1887.0,,1580.0,1294.0,,5000.0,0
,,2.0,1.0,,0.0,0.0,-2.0,-2.0,-1.0,,51400.0,,,,50108.0,50765.0,0.0,0.0,0.0,,2363.0,390.0,0
80000.0,,3.0,,50.0,0.0,,,,0.0,0.0,,,47918.0,47620.0,,,,,,,1600.0,1600.0,0
20000.0,,2.0,1.0,43.0,,,2.0,,,,14301.0,17069.0,17818.0,,19657.0,19072.0,,1300.0,,0.0,0.0,0.0,1
260000.0,,1.0,,30.0,0.0,,0.0,0.0,-1.0,,83138.0,,,,,13603.0,14038.0,,,,,9189.0,0
,,1.0,,28.0,,-1.0,2.0,-1.0,-1.0,-1.0,,62793.0,1286.0,,,,26286.0,,,1117.0,,1128.0,0
,,1.0,2.0,38.0,,,0.0,,0.0,,212795.0,,,,,,8909.0,7500.0,9000.0,,6000.0,7009.0,1
30000.0,,1.0,2.0,,1.0,-1.0,-1.0,-2.0,-2.0,,0.0,,,,0.0,0.0,,,,,0.0,,0
,2.0,,,35.0,-1.0,,,,,-1.0,,,,,,,971.0,,5087.0,0.0,,4000.0,1
350000.0,,,,38.0,,-2.0,,,,0.0,,792.0,,,,7532.0,,,,,284.0,1000.0,0
,2.0,,1.0,58.0,0.0,0.0,,,0.0,0.0,,7987.0,8582.0,,,9663.0,,,1300.0,500.0,,,0
,1.0,2.0,,24.0,0.0,0.0,0.0,,0.0,,,47597.0,48799.0,,16764.0,16960.0,2150.0,2352.0,1239.0,,,589.0,0
70000.0,1.0,,,,0.0,,,-2.0,,-2.0,45450.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0
240000.0,,1.0,2.0,29.0,-1.0,,,-1.0,,-1.0,,176.0,0.0,540.0,,,,0.0,,,2600.0,,0
150000.0,2.0,2.0,1.0,50.0,3.0,,0.0,0.0,-2.0,-1.0,3227.0,,3964.0,,0.0,,0.0,1000.0,0.0,0.0,,,0
,1.0,1.0,1.0,47.0,-2.0,,-2.0,,,-2.0,,18019.0,4516.0,8140.0,59512.0,,18035.0,4516.0,,59512.0,,3516.0,0
30000.0,,2.0,,39.0,,-1.0,-1.0,,,0.0,,,29013.0,,,,,11500.0,,,3000.0,0.0,0
,2.0,3.0,1.0,,1.0,,,-1.0,3.0,,0.0,,0.0,300.0,300.0,,0.0,0.0,,,,645.0,0
340000.0,1.0,2.0,,,0.0,0.0,0.0,,,,39229.0,40747.0,41930.0,,44710.0,,2000.0,,,2000.0,2000.0,,0
,2.0,,2.0,,0.0,,0.0,0.0,,0.0,46738.0,,,,40505.0,,,,3000.0,,,,0
,2.0,1.0,,41.0,0.0,0.0,0.0,,,,96590.0,99755.0,81244.0,81193.0,,49630.0,,3000.0,3007.0,5000.0,2000.0,1700.0,0
200000.0,,1.0,2.0,,-2.0,-2.0,,,-2.0,,778.0,,,,8963.0,482.0,506.0,,447.0,,,,0
,,1.0,1.0,30.0,0.0,0.0,,,,,,5142.0,5305.0,5661.0,,4460.0,,,1000.0,2000.0,,,0
,2.0,3.0,,40.0,2.0,,,0.0,,,81428.0,,75945.0,61740.0,,,,3716.0,,,1000.0,2000.0,1
,1.0,1.0,,33.0,,,,2.0,,,,,,39526.0,,,,6000.0,,3000.0,,1100.0,0
,1.0,,2.0,43.0,0.0,,-2.0,-2.0,-2.0,,8460.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0
,2.0,,,,,,,,2.0,2.0,,5448.0,7347.0,8024.0,,,,,,0.0,,0.0,1
300000.0,2.0,1.0,,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,0.0,,0.0,,0.0,,0.0,,,,1
,,,,44.0,0.0,,0.0,,-1.0,,110819.0,115058.0,76156.0,,,,6000.0,,,,500.0,,0
500000.0,,,1.0,36.0,0.0,,,,,-1.0,64266.0,47971.0,25581.0,15406.0,6196.0,,26000.0,11725.0,15406.0,6903.0,45045.0,10000.0,0
50000.0,1.0,,2.0,30.0,,,0.0,0.0,,,49233.0,,50029.0,50921.0,,49639.0,0.0,3000.0,,,,2000.0,1
,,2.0,,28.0,,0.0,0.0,,0.0,,54228.0,21092.0,18481.0,15609.0,,72049.0,1500.0,1139.0,,800.0,70196.0,3000.0,0
140000.0,1.0,1.0,,43.0,,,,,,,,,1249.0,,,,,1249.0,,1453.0,1453.0,1034.0,0
220000.0,2.0,2.0,,,0.0,0.0,0.0,0.0,,0.0,,29052.0,,,7438.0,,2004.0,2009.0,,1000.0,1000.0,3000.0,1
80000.0,1.0,3.0,2.0,34.0,,,,0.0,,,,77862.0,,69750.0,48707.0,,,3000.0,3000.0,3600.0,0.0,,1
,1.0,,1.0,,,,2.0,,,2.0,71104.0,72737.0,73987.0,,76621.0,,,,,5637.0,3200.0,0.0,1
310000.0,,1.0,,,0.0,,,,0.0,0.0,29906.0,14780.0,18261.0,,,59927.0,14750.0,,,10000.0,,,0
330000.0,,2.0,,,,0.0,0.0,0.0,0.0,,,37207.0,,41978.0,46728.0,,,,,,,2000.0,0
500000.0,1.0,,1.0,,0.0,0.0,0.0,,0.0,,315201.0,,375070.0,354839.0,369532.0,367399.0,,50000.0,20000.0,,14122.0,12022.0,0
,1.0,1.0,,31.0,,,,,,2.0,,14779.0,14252.0,16205.0,15647.0,17091.0,1200.0,,,,,0.0,1
,1.0,,2.0,28.0,-1.0,,-1.0,2.0,,2.0,619.0,,8642.0,,8023.0,,0.0,8642.0,,,,,1
,1.0,3.0,,,,0.0,,,,2.0,,4460.0,,6574.0,,2246.0,1230.0,1096.0,,,,,0
310000.0,,1.0,2.0,32.0,,,-2.0,,-2.0,,,,5649.0,,5122.0,,,5649.0,9141.0,5122.0,380.0,2475.0,0
280000.0,,2.0,2.0,,0.0,0.0,0.0,,,0.0,,,,40545.0,42995.0,46278.0,2000.0,3000.0,2000.0,,,7200.0,0
80000.0,,,,,-2.0,,-1.0,-1.0,,0.0,,,,55541.0,56703.0,57833.0,,,56000.0,2055.0,,,0
50000.0,1.0,,1.0,,,-2.0,-2.0,-2.0,,-1.0,0.0,,,0.0,0.0,,0.0,0.0,,,2322.0,,0
,,2.0,,,1.0,2.0,0.0,,0.0,0.0,,,11940.0,12241.0,,,,,500.0,,,500.0,1
80000.0,2.0,,,25.0,0.0,,0.0,,,,40764.0,,42251.0,46475.0,48156.0,50419.0,,1776.0,5000.0,,5000.0,,0
,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,,15837.0,16852.0,,17546.0,,1264.0,,615.0,,,664.0,0
50000.0,,,,39.0,,0.0,,0.0,,0.0,47378.0,48333.0,48638.0,,49599.0,,,,1735.0,,1960.0,2000.0,0
,1.0,,,33.0,,,,2.0,2.0,2.0,40159.0,41323.0,40364.0,42781.0,,48865.0,2100.0,,,,,0.0,1
,,3.0,,44.0,1.0,,-1.0,-1.0,-1.0,,-9.0,,311.0,,1031.0,,,311.0,,1031.0,1117.0,0.0,0
,,,2.0,,-1.0,,-1.0,-1.0,-1.0,,5564.0,7443.0,,5572.0,,,7479.0,5600.0,5600.0,5600.0,,,0
20000.0,2.0,,2.0,,,,2.0,0.0,,0.0,,,8279.0,8444.0,,8868.0,,0.0,284.0,,371.0,,0
20000.0,1.0,2.0,2.0,,1.0,,0.0,,,,,14498.0,15064.0,,,10152.0,,1157.0,574.0,423.0,,648.0,0
,1.0,2.0,2.0,22.0,,2.0,,,0.0,,,,,14174.0,14472.0,,,2040.0,,526.0,532.0,1585.0,0
,,2.0,2.0,33.0,1.0,-2.0,,,0.0,0.0,-271.0,,-2437.0,,,46470.0,0.0,0.0,102680.0,1728.0,1695.0,2000.0,0
80000.0,,2.0,,45.0,,0.0,0.0,0.0,,,,,80896.0,53052.0,,47160.0,3045.0,,,1700.0,3374.0,,0
,1.0,2.0,2.0,,0.0,0.0,,,,,,175494.0,,153130.0,153859.0,,8000.0,6018.0,6887.0,6000.0,4001.0,12000.0,0
,,2.0,,42.0,,,,0.0,0.0,0.0,187558.0,187333.0,163332.0,,170739.0,,6700.0,,,6000.0,6000.0,6000.0,1
,2.0,2.0,,30.0,0.0,0.0,0.0,,,0.0,,,75004.0,,78168.0,,,,5400.0,,,3200.0,0
,,,,40.0,2.0,2.0,2.0,,,0.0,,,,80838.0,49575.0,,3900.0,,0.0,1920.0,,,1
170000.0,2.0,,2.0,,,-1.0,2.0,,,,356.0,,736.0,736.0,736.0,,,,,736.0,,736.0,0
,1.0,1.0,,,,,,2.0,,2.0,60762.0,,,55405.0,,52160.0,,4400.0,,4000.0,,,1
,2.0,,1.0,30.0,,,0.0,0.0,0.0,,,28901.0,,,24602.0,,2000.0,,1513.0,,688.0,,0
,,,,,1.0,2.0,2.0,0.0,,0.0,80906.0,82789.0,80903.0,,63296.0,49854.0,,,,,2000.0,1830.0,0
210000.0,1.0,,2.0,26.0,,0.0,,,-1.0,2.0,,-27.0,,,,2878.0,0.0,0.0,0.0,,0.0,,0
50000.0,,,2.0,,0.0,,0.0,,,,,,,30000.0,0.0,,2100.0,,1000.0,0.0,0.0,,0
,,2.0,,34.0,,,,,0.0,,144774.0,,134810.0,,141062.0,135358.0,20053.0,,,,15000.0,20000.0,0
,2.0,2.0,,27.0,,,-1.0,,,,,,0.0,0.0,0.0,2755.0,1519.0,0.0,0.0,,,,1
,,2.0,,,,0.0,,-2.0,,-2.0,,30900.0,0.0,,0.0,,,0.0,0.0,,,,0
180000.0,,,,28.0,,,0.0,,,,117328.0,115140.0,73730.0,64600.0,2500.0,,,3504.0,,0.0,,,0
140000.0,1.0,,,,,,,,-2.0,-2.0,,55185.0,,,,0.0,5000.0,,0.0,0.0,,0.0,0
,,1.0,1.0,38.0,,3.0,,0.0,0.0,,,,,54280.0,,,,0.0,1200.0,15000.0,2000.0,,0
,1.0,3.0,2.0,,0.0,,,0.0,,,,,15417.0,16944.0,,15888.0,1300.0,1500.0,,2048.0,,4500.0,1
,,,,,,,,0.0,0.0,0.0,18516.0,,18578.0,,19533.0,20039.0,1700.0,2000.0,2000.0,2000.0,831.0,400.0,0
,,,,,,,,2.0,,,,,,54984.0,57437.0,,6600.0,0.0,,,3500.0,,1
,2.0,,,36.0,0.0,,0.0,,,,,,57094.0,,54738.0,,2514.0,3007.0,,2101.0,2503.0,,0
90000.0,,,2.0,28.0,0.0,,,,0.0,0.0,,,,37612.0,36174.0,33769.0,,,1347.0,1065.0,1041.0,1500.0,0
,2.0,2.0,2.0,43.0,0.0,,0.0,,,0.0,,280598.0,,131471.0,,139471.0,12000.0,7300.0,,6000.0,,,0
,,2.0,,,1.0,2.0,,,0.0,0.0,106932.0,,,76947.0,79105.0,,27.0,,,3000.0,,,0
,,,1.0,50.0,,0.0,,,0.0,,,,168430.0,100175.0,,,,,4200.0,3000.0,,,0
,1.0,,,,0.0,-1.0,,,-2.0,-2.0,51900.0,1000.0,0.0,,,0.0,,,,,0.0,,0
50000.0,,2.0,2.0,22.0,2.0,2.0,,,0.0,0.0,,,,28927.0,,19475.0,5991.0,41.0,,816.0,1003.0,,0
,,1.0,2.0,29.0,,-1.0,,-1.0,0.0,,21289.0,,216.0,,5178.0,,3000.0,,2500.0,3500.0,4000.0,,0
120000.0,,,1.0,,,-1.0,,,,,,,326.0,,652.0,,,326.0,326.0,,,,0
370000.0,2.0,,,27.0,0.0,,0.0,0.0,0.0,0.0,,,160885.0,,,121614.0,,,6000.0,8000.0,,,0
,1.0,3.0,,,2.0,,,,,0.0,,14078.0,,15304.0,16056.0,20196.0,1000.0,1000.0,1000.0,1000.0,,,1
200000.0,2.0,,,,1.0,-1.0,-1.0,,0.0,0.0,,9814.0,,,,0.0,,,4379.0,,,0.0,1
50000.0,1.0,,,,,,0.0,,,0.0,,,22265.0,23896.0,26514.0,,3000.0,0.0,2000.0,,,,0
,2.0,,1.0,26.0,,2.0,2.0,,,2.0,8893.0,8601.0,10862.0,,,12270.0,0.0,2405.0,1100.0,,,,1
,1.0,1.0,,40.0,-1.0,-1.0,,-1.0,-1.0,,,,650.0,4770.0,2515.0,37405.0,8000.0,,5000.0,,40000.0,,0
,,,1.0,,1.0,,,,2.0,,,20250.0,19637.0,21705.0,,23716.0,2500.0,0.0,,0.0,3000.0,,1
500000.0,,,,,,-2.0,-2.0,,-2.0,,51132.0,,,1576.0,,,,7570.0,,0.0,13295.0,38090.0,0
170000.0,2.0,,,23.0,,,0.0,,0.0,,160189.0,150377.0,,,,,5936.0,4584.0,4002.0,,4187.0,,0
,1.0,1.0,,50.0,-1.0,,-1.0,-1.0,-1.0,,829.0,,3023.0,,,2989.0,18400.0,3500.0,3025.0,3600.0,0.0,1600.0,0
,,1.0,2.0,43.0,0.0,,,,,0.0,,,,,137747.0,138593.0,,4779.0,6000.0,6000.0,,5200.0,1
50000.0,,1.0,,28.0,,0.0,-2.0,-2.0,,,,,,,0.0,0.0,,,,0.0,,0.0,1
,2.0,2.0,,42.0,0.0,,,,0.0,,27276.0,30470.0,,28257.0,30695.0,,3671.0,,1018.0,2900.0,0.0,,0
30000.0,2.0,,2.0,,,,,,,,12775.0,,14927.0,15378.0,,,1600.0,,1000.0,1000.0,,,0
,,2.0,1.0,,-1.0,-1.0,,-1.0,-1.0,-1.0,390.0,3505.0,,3480.0,2949.0,477.0,3505.0,2695.0,,,477.0,1753.0,0
50000.0,,,2.0,24.0,,,0.0,0.0,,,,41679.0,41688.0,,,19793.0,2128.0,,,1000.0,,705.0,0
,2.0,2.0,,,1.0,2.0,0.0,0.0,0.0,2.0,57982.0,,54742.0,54401.0,,,,,,,,4600.0,0
20000.0,2.0,,2.0,,0.0,,,0.0,0.0,0.0,21302.0,18842.0,,19355.0,,,,1800.0,,,1599.0,1000.0,0
50000.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,,8034.0,9044.0,9225.0,9417.0,,1140.0,1150.0,,,356.0,330.0,0
,,2.0,1.0,,0.0,,-1.0,-1.0,,0.0,5527.0,,12515.0,,,5749.0,1000.0,13000.0,12006.0,7000.0,,,0
200000.0,1.0,3.0,,36.0,,-2.0,,-2.0,,-2.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,1
500000.0,,,,32.0,0.0,0.0,2.0,0.0,,,,183713.0,158759.0,,,,10070.0,,13366.0,20898.0,20155.0,16101.0,0
50000.0,,2.0,,52.0,0.0,0.0,,0.0,0.0,,,,,,17966.0,19659.0,,,,757.0,2601.0,,1
,,2.0,,37.0,,,-2.0,-2.0,,-2.0,,1087.0,,,1280.0,1243.0,1087.0,0.0,,1280.0,,1216.0,0
30000.0,,2.0,,26.0,,,,0.0,,,26990.0,24706.0,25022.0,26405.0,,,,2000.0,,,,1840.0,0
,,3.0,,25.0,,,0.0,,-1.0,,,26504.0,20010.0,0.0,104160.0,,,1067.0,,104160.0,0.0,0.0,0
180000.0,1.0,1.0,,32.0,-2.0,,,,,-2.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0
230000.0,,1.0,2.0,28.0,0.0,,,0.0,,0.0,51545.0,42151.0,,,,,,3000.0,2000.0,2000.0,,2759.0,1
,2.0,2.0,2.0,,1.0,3.0,,2.0,2.0,,47629.0,46592.0,47517.0,48439.0,49418.0,50326.0,,,,1900.0,,,1
30000.0,,,2.0,,0.0,0.0,,0.0,,,,30496.0,29702.0,28839.0,,32729.0,,,1500.0,,4000.0,,0
,1.0,2.0,,29.0,,,,2.0,2.0,,47631.0,,49476.0,50360.0,,52522.0,,2000.0,,1100.0,,0.0,0
50000.0,,,1.0,,1.0,-2.0,,,-1.0,-1.0,0.0,,,,,390.0,0.0,0.0,2219.0,,390.0,,0
90000.0,,2.0,1.0,42.0,-1.0,,-1.0,-1.0,,,1367.0,,,5850.0,,4541.0,,2987.0,,2720.0,4541.0,,0
,,,1.0,49.0,-2.0,,-2.0,,-2.0,,-173.0,-173.0,,,-173.0,,0.0,0.0,0.0,,0.0,0.0,0
300000.0,,2.0,,46.0,,-2.0,,,,-1.0,,0.0,,,,1672.0,,194.0,1181.0,14039.0,1679.0,,0
,2.0,,1.0,64.0,,0.0,0.0,,0.0,0.0,120070.0,123963.0,125022.0,,,,5876.0,4525.0,,,5688.0,,0
,,,1.0,36.0,,,,,,0.0,,6688.0,,,10030.0,10836.0,,,,,,0.0,0
,,2.0,,47.0,2.0,,0.0,2.0,2.0,2.0,,,,15410.0,,15514.0,1540.0,,,,,,1
,2.0,3.0,,38.0,2.0,,2.0,0.0,0.0,,,122283.0,118913.0,120435.0,139795.0,142950.0,,,5000.0,21500.0,,,0
200000.0,,,1.0,,2.0,,3.0,2.0,2.0,2.0,,162697.0,,161906.0,165807.0,169599.0,9159.0,,,,,,0
80000.0,,2.0,,,,,-1.0,,,,1195.0,553.0,1074.0,,,,700.0,1074.0,,1300.0,,1300.0,0
160000.0,,,2.0,33.0,0.0,,0.0,0.0,0.0,0.0,,140745.0,139923.0,140815.0,,,,,5000.0,,5000.0,6000.0,0
220000.0,1.0,1.0,,25.0,0.0,,,0.0,,2.0,29664.0,5995.0,,,508.0,,,8424.0,,878.0,1.0,3046.0,0
180000.0,,,,,-2.0,-2.0,,-2.0,-2.0,-2.0,0.0,,,1430.0,0.0,0.0,0.0,,,,0.0,,0
330000.0,2.0,1.0,,30.0,-1.0,-1.0,,-2.0,-2.0,,,59970.0,,,45476.0,25125.0,,,13835.0,,,,0
,,1.0,,,,,2.0,,0.0,0.0,1130.0,,7.0,11965.0,11958.0,,7.0,,11958.0,0.0,611.0,0.0,0
130000.0,1.0,,2.0,,0.0,,,,0.0,,,128768.0,130112.0,,,,6500.0,5000.0,5000.0,,,5000.0,0
,2.0,,,,,,,-1.0,,0.0,,49917.0,0.0,24415.0,25305.0,,1000.0,0.0,,,1275.0,0.0,0
,,1.0,,,4.0,,2.0,2.0,2.0,,,,6247.0,7975.0,7701.0,,,0.0,2000.0,,,,0
,2.0,3.0,,33.0,-1.0,,0.0,0.0,0.0,0.0,,,175378.0,,,180346.0,,6921.0,6858.0,,6409.0,6659.0,0
,2.0,1.0,2.0,,,,,,0.0,0.0,,67516.0,,70089.0,71994.0,57805.0,,,3000.0,15000.0,,5000.0,0
200000.0,1.0,2.0,2.0,39.0,0.0,,0.0,0.0,,0.0,,16396.0,6989.0,,,,,1106.0,,,1513.0,413.0,0
,,,,29.0,-1.0,-1.0,,0.0,,,3489.0,14926.0,9937.0,8027.0,,,,9942.0,10.0,10022.0,384.0,0.0,0
30000.0,,2.0,2.0,,,,,0.0,0.0,,31319.0,31181.0,31540.0,,30531.0,,,1800.0,,1500.0,1500.0,3000.0,0
,1.0,,2.0,31.0,,,,,0.0,,,,2613.0,22315.0,,35239.0,,4171.0,22137.0,,12198.0,0.0,0
50000.0,1.0,3.0,,,,0.0,,,,,,43257.0,31473.0,,1473.0,3873.0,4000.0,5300.0,1473.0,1473.0,,390.0,0
430000.0,1.0,,,39.0,-1.0,,0.0,0.0,,-1.0,,,,325463.0,,21800.0,50942.0,325470.0,20003.0,,,351282.0,0
50000.0,2.0,,2.0,25.0,0.0,0.0,0.0,,,,50380.0,,0.0,0.0,,,4000.0,0.0,0.0,,,,0
260000.0,,3.0,1.0,52.0,,0.0,0.0,0.0,,,187581.0,184144.0,,117445.0,114581.0,111726.0,7299.0,5375.0,4227.0,4052.0,3941.0,3626.0,1
50000.0,,1.0,2.0,,0.0,,,,,0.0,,19077.0,20094.0,,,17233.0,,1641.0,1600.0,600.0,1000.0,1300.0,0
,,1.0,2.0,30.0,,,,2.0,0.0,,25628.0,27880.0,,,36630.0,,,,,3000.0,3000.0,2000.0,0
,2.0,,1.0,37.0,0.0,0.0,,0.0,,0.0,,,48102.0,91452.0,,9746.0,,,,382.0,195.0,199.0,0
50000.0,,,,29.0,1.0,-2.0,,-2.0,-2.0,-2.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0
,,3.0,2.0,27.0,0.0,0.0,0.0,0.0,,-1.0,,20252.0,22419.0,,,28911.0,2000.0,3008.0,,29572.0,1911.0,,0
210000.0,,2.0,1.0,,1.0,2.0,,,0.0,0.0,167970.0,,,162303.0,,,,,,,6000.0,6000.0,1
210000.0,1.0,,1.0,43.0,,,0.0,,0.0,,,,,211925.0,,,,,,1744.0,,1816.0,0
50000.0,,,2.0,,,0.0,0.0,0.0,0.0,,50114.0,,,29742.0,,29739.0,1991.0,,1044.0,1060.0,,1179.0,0
30000.0,2.0,,1.0,,,0.0,2.0,0.0,0.0,2.0,2433.0,4772.0,2897.0,,,1764.0,,0.0,2000.0,,0.0,,1
,2.0,3.0,,,,0.0,,,2.0,2.0,,,,37698.0,38074.0,40295.0,,,,1300.0,3000.0,1700.0,0
,2.0,3.0,1.0,35.0,,0.0,0.0,0.0,,,79277.0,80928.0,,71748.0,,,,,,2400.0,2500.0,2523.0,0
320000.0,,3.0,,,,0.0,,0.0,0.0,0.0,,,186223.0,,117159.0,,,9334.0,,,4678.0,4527.0,0
,,,,26.0,0.0,,0.0,,0.0,0.0,,28219.0,,17509.0,,,,2670.0,,,113.0,245.0,0
,,,,28.0,1.0,,,,-1.0,,0.0,14051.0,,,1039.0,164.0,14051.0,,1358.0,1039.0,,,0
,2.0,2.0,2.0,26.0,0.0,0.0,,,0.0,,27041.0,,5958.0,,,4278.0,,,,486.0,,0.0,0
,2.0,,,,0.0,,,0.0,,,4221.0,,8361.0,,11038.0,11848.0,2500.0,2000.0,,,,,1
,,,1.0,,,,-1.0,,,-2.0,,,,,-204.0,-204.0,,0.0,,,,0.0,0
,1.0,2.0,,,0.0,,0.0,-1.0,0.0,,281017.0,,,,,,,,,10000.0,,1770.0,0
120000.0,1.0,1.0,,33.0,0.0,,0.0,,0.0,,,,,,117945.0,,5000.0,,5000.0,,,,0
,,,,,,2.0,2.0,,2.0,,,,63586.0,64440.0,,,,2500.0,,,2600.0,1000.0,0
70000.0,,,1.0,,2.0,,,,0.0,,,,,69131.0,,29898.0,0.0,,,1185.0,,,1
70000.0,2.0,1.0,,23.0,,,,,0.0,0.0,45707.0,40238.0,36620.0,32163.0,29620.0,23384.0,,1626.0,1760.0,841.0,,,0
,2.0,,2.0,,-1.0,,-1.0,-1.0,0.0,0.0,,9398.0,26510.0,50810.0,,,9398.0,26510.0,,2080.0,,,0
,,,,,0.0,,0.0,0.0,0.0,0.0,,72419.0,,,59038.0,,,3022.0,,,,,0
80000.0,,1.0,,,,,,-1.0,,,,,390.0,,,,0.0,,,,390.0,,0
,,,,36.0,0.0,0.0,0.0,,0.0,0.0,,90341.0,92244.0,93316.0,95158.0,,5000.0,,,,,4500.0,0
90000.0,,1.0,,,,,0.0,0.0,0.0,,18418.0,,,25692.0,27364.0,,5000.0,,2000.0,2000.0,,680.0,0
80000.0,2.0,1.0,2.0,,2.0,2.0,2.0,0.0,,0.0,,84787.0,77572.0,77123.0,,,,0.0,3500.0,2500.0,,,1
,,,2.0,47.0,2.0,,,2.0,2.0,,,17080.0,17302.0,17521.0,17893.0,,1600.0,,,800.0,800.0,0.0,1
,,2.0,,42.0,0.0,0.0,,0.0,0.0,0.0,23931.0,,22275.0,21631.0,,19269.0,,,,3000.0,,,1
,2.0,2.0,,,0.0,0.0,,,,,,36619.0,38026.0,40332.0,,43052.0,,2000.0,3000.0,2000.0,2000.0,2000.0,1
,,,2.0,,-1.0,-1.0,-1.0,-2.0,,-2.0,44461.0,8635.0,-2550.0,,-3300.0,-3300.0,1000.0,,0.0,0.0,0.0,,1
360000.0,1.0,1.0,2.0,,,-1.0,,-1.0,,,,,,18860.0,-40.0,-40.0,29794.0,,18954.0,,,0.0,0
,2.0,2.0,1.0,,0.0,-1.0,,,-2.0,,11712.0,523.0,,,0.0,,,,0.0,0.0,,0.0,0
,2.0,2.0,1.0,39.0,,2.0,2.0,2.0,0.0,,23912.0,23242.0,25451.0,,25263.0,,0.0,,,918.0,921.0,1127.0,0
,,3.0,1.0,39.0,-1.0,-1.0,,,-1.0,,2921.0,,6837.0,,,2199.0,,6837.0,,2568.0,,,1
,1.0,,,27.0,,,2.0,,,0.0,,,,,33128.0,33923.0,5700.0,1000.0,,1500.0,1500.0,1900.0,1
80000.0,,2.0,2.0,24.0,0.0,,,0.0,,,,,80672.0,,,79817.0,,,2828.0,2790.0,,,0
,,3.0,1.0,,2.0,2.0,2.0,,,2.0,19954.0,,21790.0,21142.0,23772.0,24930.0,,,0.0,3000.0,,1340.0,1
,2.0,2.0,1.0,31.0,,2.0,-1.0,,2.0,,,,206.0,,56.0,440.0,0.0,206.0,0.0,,,440.0,0
,,,,31.0,-1.0,,,-1.0,,2.0,,4374.0,15020.0,4233.0,5934.0,,,,,,,13391.0,0
20000.0,2.0,,,21.0,,,,0.0,0.0,,,14129.0,13937.0,,,,1400.0,3500.0,1567.0,,2055.0,0.0,0
500000.0,,1.0,,46.0,-2.0,,,-1.0,-1.0,-1.0,,163500.0,60560.0,,,,,70160.0,,,6258.0,,0
70000.0,1.0,2.0,,,0.0,,0.0,,,,,65750.0,,69161.0,68264.0,61757.0,,3182.0,,,2360.0,,0
,1.0,,,,0.0,-1.0,-1.0,,,0.0,,,,,780.0,390.0,,390.0,0.0,,0.0,,0
,,,,,,,,-2.0,-2.0,-2.0,4439.0,,7491.0,2310.0,12000.0,0.0,3913.0,,,12000.0,0.0,,0
310000.0,,,,45.0,0.0,,,,0.0,0.0,311401.0,218298.0,,220058.0,199376.0,189840.0,,,,15000.0,,15000.0,0
,,1.0,2.0,,2.0,2.0,2.0,2.0,,0.0,,,50614.0,49009.0,45856.0,,,,,1800.0,3600.0,,1
,,,2.0,22.0,,0.0,2.0,,0.0,0.0,38340.0,,,35004.0,,2582.0,,0.0,,710.0,,,0
240000.0,,2.0,,,,,,,2.0,,60511.0,41296.0,2181.0,,,,2300.0,,,0.0,,0.0,1
,1.0,3.0,,55.0,,0.0,0.0,,0.0,0.0,,27047.0,,28065.0,,,2500.0,2000.0,,2000.0,3000.0,2000.0,0
60000.0,,3.0,1.0,,,,,,0.0,0.0,,,,,37863.0,,,,,,1700.0,1010.0,0
,2.0,3.0,,63.0,,,2.0,,0.0,,51432.0,50316.0,50866.0,,47233.0,,0.0,,0.0,,5001.0,2000.0,0
,2.0,,,47.0,,-2.0,-1.0,-1.0,,,,,3300.0,0.0,,0.0,,3312.0,,,,,1
