cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
,,n,,,f,,n,,,,,k,,w,,w,o,,,,,p
,,,,n,,,b,,,,f,s,w,,p,,,,,s,g,e
x,f,,,,,,,,,,s,,,,,w,,,,,,p
,,,t,,,c,,,t,b,s,s,p,g,p,,,p,k,,,e
f,,y,,,,,,,e,,s,,,w,,w,,,,,p,e
f,,w,,,f,w,,,t,,,,w,w,,,o,,,,,e
k,,e,,,f,,n,b,,,,,w,,p,,o,,,v,,p
,,g,,,f,,,,,,,s,w,,p,,,,k,y,,e
,,,t,,,,,,,,s,s,e,,,,,,,c,,e
k,,g,,,,,,p,,,,,,,,,,,,s,,e
f,,,,,,,,h,,,,,,,,,,,,y,,p
,y,,,,,c,n,,,,s,,,,,,,p,k,,,p
,,y,,,,,b,,e,,k,,,n,,,,,,,,p
x,,,,f,,c,b,,e,b,,,,,p,w,,,,,d,p
,,,t,n,,,,u,,,,,,g,,,,,,,,e
,,,,,,,,w,e,,,,,w,,w,,,,,,e
x,s,,,,,c,n,,t,?,,k,p,w,,,o,,,v,,p
,,,,,,,,,t,,,,,p,,,o,,,,,p
,y,,f,f,f,,,g,e,,,k,n,,,,,,h,,,p
,,,,n,,w,,,,,,,w,,,,,e,n,a,,e
,,,,,,w,,,,,,k,,,p,,t,p,,n,,e
f,,g,,,,,,,e,b,,,,,p,,o,,,,,p
,y,,,,,,b,,,c,s,s,,w,,w,,,,n,,e
,,,t,,f,,,w,,,,,,,,,t,,,,w,e
x,,,f,,,c,,h,,,k,,,n,p,,,,,,g,p
,,,t,n,,,,,,b,,s,,,p,,o,,n,,,e
,,,,f,,,,,,,s,,,w,,w,,,,,,p
,,,,,f,c,,,,,,k,,,,,,l,h,v,,p
,,,f,,,,,,e,b,k,k,,b,,,o,l,h,y,,p
f,,n,,,,,n,,t,?,,,p,p,,,,,,,,p
f,,y,f,,f,,,,,,,,,,,,,l,,,g,p
,,,,n,,,,,,,,,,,p,w,,,,v,d,e
,,y,t,,f,c,,w,,,,,,w,,,o,,,s,m,e
,y,,,,f,,n,b,t,,,,,p,p,w,o,,,,,p
,y,,f,,,,,b,,?,,k,,,,,,,w,,,p
,y,,,,,,,,,b,,s,,,p,w,,,n,y,,e
,,,,,,,,b,,?,,s,p,,,w,o,,,,,p
,y,n,t,l,,,,,,,,y,w,,,,,,,y,g,e
,,,f,,,,b,,e,,,,,,,o,,,,,,e
,y,,t,,,,,,,b,,s,,,,,o,p,,y,,e
,,,,s,,c,,b,t,,k,,,w,p,,,,,,,p
,,,f,,f,,,b,t,,s,,,,p,w,,,w,v,p,p
f,,n,,,,c,,,,,s,k,,p,,,,,w,v,,p
,,,f,,,c,b,g,,,,,p,,p,,,,,,,p
,,,,,,,,,,,s,,p,,,,,,,,d,p
,,n,,,,w,b,p,,,,,,,p,,,e,,,g,e
,,,,,,,b,,,,f,,,w,,,,,k,a,g,e
,,n,,s,,,n,b,t,?,,s,,w,,w,o,,,v,d,p
f,s,,t,n,,,b,g,e,,s,s,,w,,,,,r,v,,p
,,y,f,,,,,h,e,,,k,b,,,,,,,v,,p
,,,,n,,,b,,,,s,,,,,,,,,,l,e
,,,,,,,b,,,,,,w,,p,,o,,,,,e
f,f,g,f,,f,,,,,,,,,,,,,,,,,e
,,,,,,c,n,p,,,,,w,,,,,,,,,p
,y,,t,,,,,,,,s,,,,,,,,,,,e
x,,n,,,,c,,n,,e,,,,w,p,,,,k,,,p
,,,f,y,,,,b,t,,k,s,,,p,w,,e,,,,p
,,,,n,f,,,,,,s,,,,,,,,,,,e
,y,n,f,s,,c,,,t,?,s,,,w,p,,,e,,,,p
,f,g,f,,,c,,g,e,,,,,n,,,,,,,g,p
,,,,,,,,,,,,,w,w,p,,,,,,p,e
,f,,,n,,,,,,,,,w,w,,,o,,,s,,e
f,,,f,,,,,n,t,,,,w,,,w,o,,n,,,e
,,,f,f,,,,,,b,,k,,,,,,,h,,d,p
,y,,,,,c,b,,,b,,,,,,,,,n,y,d,e
,,w,f,,,,b,k,t,,,,,,,w,,,,,,e
k,,e,f,,,,,,,,s,,,w,p,w,,,,v,,p
,,,,n,f,,,,e,,,s,,w,,,,p,k,v,u,e
f,,,,,f,,b,,,,,s,,,,w,,e,,c,w,e
,,,,,,c,b,,t,b,s,,,,,,o,,,y,,e
,,n,,,,,,u,t,,s,,w,,,,,p,,,,e
,,n,,,f,c,,,t,,s,,,,p,,,e,,,,p
,,,,f,,c,,,,,,,,,,w,,,,,p,p
,,y,t,,,,,,e,,s,,,,,,,p,,,m,e
,,,,,,,b,,,b,k,k,n,b,p,,,,h,,d,p
,y,y,,,,,,,,,,,,,p,,,,,y,,p
,s,,,,,,b,k,t,,,s,,w,,,,,,s,g,e
,,,,n,f,c,,,t,b,s,s,,,,,,,n,,,e
f,s,,,n,,w,,n,t,,s,,,,,,,,,a,,e
f,,g,,n,,,b,p,,,,s,,,,,,,,,,e
,,,,,,,,,,,,,,,,,,,,,,e
,,g,,n,,,,,t,b,,s,,,p,,,p,k,v,,e
,,,,f,,,,b,,,s,k,,p,,w,o,,,,d,p
x,,,t,,,,b,,,b,,,w,,,,,p,,,d,e
x,,,,,f,,,n,,c,s,s,w,,,,o,p,,,,e
,,n,,,,,,p,,,,y,,w,,,,,,y,,e
,,y,t,,f,,,w,,,,s,,,,,o,,,,,e
,y,,,s,,,,b,,,,,,,,,o,e,,,,p
,f,,f,,f,,,,,,,,n,,,w,o,l,,,,p
,,,f,,f,,,,,b,k,,,p,p,,o,l,,,d,p
,,,,f,,,,,,b,,f,w,,p,,,,,,,p
,,,t,,f,c,b,,,,,,,,,w,,,,,,e
f,,,f,,,c,,,,b,,k,n,,p,w,,,h,,d,p
,,,,n,f,c,,,t,,,,,,,w,,,k,v,,e
,,,,f,,,,,,b,f,,,,,w,o,,,,,p
f,,,t,n,,,,n,t,,s,,,,p,,,,,v,d,e
,,n,f,,,,,b,,,s,k,,,p,w,,e,,,,p
x,,,,,,c,,,,?,k,,,w,,,,,w,v,,p
x,,,,,,c,,,e,b,k,k,,b,,,,,,,,p
,,n,,s,,c,,b,t,,,,,,p,,,,,,,p
f,,,,,,,b,,,r,s,,,,,,,,,,p,e
,,,,c,,w,,n,,b,,s,,,,,,,,s,,p
,,g,t,n,,,b,,,,,s,,g,,,o,,,y,,e
x,,,,l,,c,,n,,,s,,,w,p,,,,,,,e
,,w,,,f,,n,,,,s,,w,,p,w,,,,,,e
,s,,,,f,,,,,,,s,,,p,,o,,k,,g,e
,f,,f,,f,w,b,,,,,k,,,,,,,,,,e
,,,,,,,b,,e,,k,,p,,,,o,,,y,,p
,,n,,,,,b,u,,,s,,,,,,,,k,v,,e
,,,,n,f,,b,,,e,f,,,w,,w,o,e,,a,g,e
x,y,,t,,f,c,,w,,b,s,,,g,,w,,,k,v,,e
x,,,,,,,,,t,,,,,,p,,,e,,,,e
x,y,,t,,f,,,,,c,s,,,,,,o,,,n,m,e
,y,,,s,,,,b,,?,k,k,,w,,,,,w,,,p
,,,f,n,,w,,h,,,s,s,,w,,,,,n,,g,e
f,,,,,,c,,b,,,,,p,w,,w,,,w,,l,p
,,,,f,,,b,,,,k,,p,,,,o,,,,,p
,,,f,,f,,,,,e,,,,,,w,o,,,,,e
x,,,,,,,b,,e,,,,,,,,,,,,,e
,s,,f,,,,,,,,s,,,,,w,,p,,,,p
f,,,,,f,,,,,,,,w,,,w,,,w,,,p
,,,,y,f,,,b,t,,,,,,,w,o,,,,,p
x,y,,,,,,b,,e,,k,,,,p,w,,l,,,,p
,,n,,y,f,c,,,,,s,k,w,,,,,,,,p,p
,s,,,,,c,,,t,,,s,,p,p,,,,w,v,,p
,,,f,y,,c,,b,t,?,,k,,,,w,o,e,,,l,p
,,e,,n,f,c,,u,,,,s,,g,p,w,o,,n,,d,e
,,,,l,,,,,e,c,s,,,,,,,,,,,e
,f,,,n,f,,,,,,,,,,,,,,,s,g,e
x,,,,n,f,,b,p,,e,,,w,,,,o,e,,,g,e
,,g,f,,,w,b,,,,f,f,,w,p,,,,n,,,e
,,,f,,,w,n,,,b,s,,,,,,,,,,d,p
,s,,,,,c,,,e,e,s,,,,p,,,,k,s,,p
,,,f,,,,n,b,,,k,s,w,,,,o,,,,,p
,,,,,f,,,g,,b,,,n,,,,,l,h,,,p
,,,f,,f,,,,,,,,,n,,,,,,,,p
,,,f,,,,n,b,,?,,,,,,,o,e,,,d,p
,,n,t,,,,,,,,,s,,,,w,,,n,,,e
,s,g,f,,f,,b,,,,,s,,w,,,o,e,,,g,e
,,,,s,,,,,t,,,,,p,,w,o,e,w,v,,p
,,,,n,,,n,,,e,s,,,,,,,,,,,e
k,,g,,,,,,p,e,?,,,,,,,,p,w,,g,e
,s,,,,,,,,,,,,p,,p,,,e,,,,p
,,,,,,,,,,,,,,p,,,,e,w,,,p
,,g,,n,f,w,,,,e,,s,,w,,,,,,,,e
,,,t,,,,b,u,,b,,s,,g,p,,,,,,,e
,,,,n,,,,p,,,,,,w,p,,,,k,y,,e
,,,f,,,,,,,,k,,,,p,,,,w,v,,p
f,y,,,f,f,,b,,,b,k,k,,,,,,,h,,,p
,,,f,,f,c,,,,b,,,b,,,,,,h,y,,p
,,g,,,,c,,,t,b,s,,,g,,,,p,,,,e
f,,,,,,w,,,,,,s,w,w,,,,,k,,,e
,,y,,,,,,,,,,,,,,,,,k,y,g,e
,,g,t,,,,b,,t,,s,s,,,p,,,p,,v,,e
,f,,,,f,c,,,,,,s,w,,,,,p,,,,e
,y,,,,f,c,b,p,t,,,s,w,,,,,p,n,,d,e
,,,,,,,,,,,,,,,,w,o,e,w,,l,p
x,,y,,,,c,,p,,b,,,,b,,,,,,,,p
x,s,,,n,,,,,,,f,,,,,w,,,k,s,,e
x,,,,p,,,,,e,,,s,,w,,,o,,,,,p
f,f,n,t,n,,,,,,b,,,,,p,,,p,n,,,e
x,s,,,,,c,,,,,s,s,w,,p,w,,p,h,v,g,p
,,,,n,,c,,,,b,s,,,w,p,,,p,k,,,e
,,,,n,,,,,,b,,,,,,,o,,,,d,e
x,s,,,,,,,,t,?,,,,p,,,,,w,,d,p
x,,w,,,,,b,,t,,,f,,w,p,,,,k,,,e
,,,,,f,c,,,,,,s,p,,,w,,,,,d,e
f,s,n,f,y,,c,,b,,,,,,w,,,o,,,,l,p
,,,f,,f,c,b,g,e,,k,,,,p,,,,,y,,p
,,,,,,,b,,,b,,,,w,,,o,,,,,p
,,,,,f,,b,,,,,,,,,,o,,n,y,,e
,,,,n,,w,,,t,,s,s,,,p,,o,e,,,,e
,,p,,,,,,,,b,,,,,,,,,r,,,p
,f,,,,f,w,b,p,,,,f,,,,w,o,e,n,s,,e
x,,,f,,,,,,t,?,,,,w,,w,,,,,,p
,,b,t,n,f,,,,e,,s,s,,,,,,,,,,p
,,,,,,c,,,,,,,,,p,,,,,,,p
,,,,,f,,,u,,,,,w,,,,,,,v,d,p
,,g,,,,,,,,,s,f,w,w,,,,,n,s,,e
,,,,f,,,,,,b,k,k,,p,,,,,h,,,p
,,,t,,,c,,,e,,,s,,,p,,o,,,,,e
x,,w,,,f,w,,,,e,f,,,,,w,,,,,g,e
,s,,,,,,,,,,,,,,p,w,,,,,,p
x,,n,,,,,,,,,s,s,,,,,,,,,d,e
,,e,,,f,,n,,t,,,k,,,,,o,,,,,p
f,,g,,,f,,b,,,,k,,,,,w,o,l,,,,p
,s,,,f,f,,n,,,,,,,p,,,,,,,,p
,,,t,,,,b,w,,,,,,w,,,,,k,,m,e
x,,,t,n,,,,u,,,,s,,,,,o,p,,,d,e
,,,t,n,,,b,,t,b,,s,,,,,o,p,,,,e
,,,,,f,,b,w,,,,,,,,,,,,,,e
,f,,f,f,,,,,e,,k,,,,,,,,,v,,p
,y,n,t,,f,,b,,,,,s,w,,,w,,e,w,,,e
f,,,,,,c,,u,t,,,,,,,w,,p,k,v,,e
f,,,,,,c,n,,e,e,,,,w,p,,o,,,,,p
k,y,e,,f,,,n,,,,,s,,,,,,,,,,p
,,,,,,c,b,w,,,s,,,w,p,w,,,,y,,e
x,,,,,f,,,,,,,,p,,,w,,e,w,,,p
,,,,,f,,,g,,,s,,w,w,,,,,,,,e
,,,,,f,,,b,,,k,,,p,,w,,,,v,,p
,,,,f,,c,,b,,?,,,,p,,,,e,,,,p
x,,,,,,,,,,,k,,,,p,w,,,,,,p
x,,y,,,f,,b,,,,s,,,,,,,,,,g,e
,,,t,,,,,,t,,,,,,,,,,,,,e
f,y,y,,f,,,,,,,,,,n,,w,,,h,v,,p
,,,,,,,,,t,,,s,,w,,w,,,w,,,p
,,n,t,,f,,,,,b,,,g,p,,,,,,,,e
x,f,,,n,,,b,k,t,e,,,,,p,,,,,,,e
,y,,,n,f,,,,,,,,p,,,w,o,,,,d,e
,s,,,,,,,,,,,,,,,,,,n,,,p
x,,,t,,,c,b,,,,,,,,,w,,,n,,,e
f,,,f,,,,,,,b,k,k,,,p,,,,,,g,p
,y,b,,,,,b,,,,,,,,,,t,e,,,,e
,,,,,,,,,,,,,,,,,,,n,,,e
,,g,t,,,,,,,,s,,,,,,o,p,,v,,p
x,,,t,n,f,,,,,,s,,,g,p,w,,p,n,y,,e
,,,,f,,,,,,,k,,,,,,,,,v,,p
,y,b,,,,,,w,e,,,,,,,,,,,,g,p
x,,e,,,f,,,,,?,,,w,w,,,,,,,,p
,,,,,,,b,,,b,,,,w,,,o,,,,,e
,,,,n,f,c,,g,e,,,,w,,,,,,n,,,e
,,,t,n,,c,b,,,,s,,g,,,,,,,y,d,e
,y,,,,,,b,,,b,,,,,,,o,,h,y,,p
,,,f,n,f,,,,,,f,,,w,,,,,,,,e
f,,,,n,,,,w,,,,,w,,,w,t,e,,c,,e
,s,,,,f,,,,e,,,s,,w,,w,,,k,,,e
,,,f,f,,,,,e,,k,,b,,p,w,o,l,,,,p
,s,,,,,,,,t,?,,k,p,,,,o,,w,,d,p
,,,,f,,,b,,,b,k,,b,,,,o,l,,y,p,p
f,,,,,,,,,t,,,,,w,,,,,,,g,e
x,,,,,,c,b,,,b,,,,,,,,,,v,d,e
,,n,,,f,,,,,,,k,,,,,,e,,,,p
,,e,,y,,,,b,,,,k,,,,,,e,w,v,,p
,,,f,f,,,,p,,,,,b,,,,o,l,h,y,,p
,,,,,f,,,,,,f,,,,,,o,,,,g,p
x,,,f,f,f,c,,h,,,,k,,,p,,,,,,,p
,,,,,,,,,,b,,,,w,,,,,,,,e
,s,,,f,,,,w,,,,,,w,p,,,,,,,p
,,,t,,,c,,,e,,,,w,,,w,o,,,,g,e
,,n,,,,c,b,,,,s,s,,,,,o,,,y,d,e
,f,,t,,,c,,,,,s,,,,p,,o,,,,,e
f,,,,n,,c,b,,t,b,s,,,,p,,,,,,,e
,,,,,,c,,p,,b,k,,b,,,w,,l,,,g,p
,,e,,,,,,,,,,,,,,,,,,v,,e
f,y,,,f,,,,,e,,,,b,,p,w,,,,,,p
x,,,,f,,,,,,?,s,,,,,,o,e,,,p,p
,,,,n,,,,e,,?,,s,w,,,w,,e,w,,,e
,,,,f,,,b,,,,k,,,,p,,,,,v,d,p
b,,,,n,,,,,e,?,,k,w,w,,,t,,,s,,e
,,y,,,,,,,,r,,,w,,,,,,,,,e
,,,,l,,,b,,e,,s,,,,,,,,,,,e
,,n,,n,,,,,,,,,,,,,o,e,k,a,,e
x,,,,,,c,,,,,s,,,,,,,p,,,,e
x,,,t,,,,,,t,,,,,,,,,,,y,d,e
,,,t,,,,,p,t,,s,,w,w,,,,p,n,,,e
,,,,,,,,n,t,b,,,g,,,w,o,,,,d,e
f,,b,,f,,,b,,,,,f,,w,,,,p,,,,p
x,,,,,,,,w,,,,y,,w,p,w,,,,s,,e
x,,,,,,,,,,,,,,,,,o,p,k,,,e
,,,,,f,c,,,t,,,,p,,,,,e,,v,,p
,,,,n,,,,h,,,,,w,,p,,o,,,,,e
,,,,f,,,b,,,b,,k,b,,,w,,,,,,p
x,f,,f,,,,,,,,s,s,,,p,,,,k,,,e
,s,w,,f,,,b,p,,b,f,s,,,p,,,,,,,p
x,,,,,f,,,,t,e,s,f,,,,,,,,,,e
,,,,,,c,,,,,,s,g,,,,,,k,y,,e
,,y,,f,f,c,,,,,k,k,b,,,,o,,h,y,p,p
,,w,,,,,,,,,,,,,,w,,,,a,,e
f,y,y,f,,,,,,,,k,k,,,,,,,h,v,d,p
,,,,,,c,,,,,,,,w,,,o,,,,,p
,f,g,f,,f,,,n,,,,,,w,,,o,p,,,,p
,y,c,,n,,,,,,b,,,,,p,,,,w,v,,e
x,,,f,f,,,,,,,,k,,w,p,,,e,,v,,p
,,,,,f,,b,w,,,,,,,,,,,k,v,d,e
f,,,t,,,c,,,,,,,,,,,,p,n,v,,e
k,y,n,f,,,,n,,,,k,,p,,p,,o,e,w,,d,p
,,y,,f,,,b,,e,b,,k,,,,,,l,h,,d,p
f,,,,,,,,,,?,,,,p,p,w,o,e,,v,l,p
,,,,n,,,,,,b,s,,,w,p,,,p,,,,e
,s,y,,,f,w,,,,b,s,,,w,p,,,,,v,,e
,,y,,,,,b,,,,k,,,n,,,,l,h,,,p
,,,,f,,c,n,b,t,?,,,p,,,,,,,,,p
,,,,,,w,,n,,,,f,,w,,,,,n,a,,e
,s,,,l,f,c,b,,e,,,s,w,,p,w,,,,,,e
,,,,f,,,,,,,,,,,,w,,,,,d,p
,,y,f,n,,,n,,e,?,,,,,p,,o,e,,,,p
,,e,t,,,c,,u,t,,,,p,,,,o,,k,,d,e
,y,,,,,,,h,,,,,,,,,,,,v,,p
,f,n,,n,,c,,w,t,,,,,p,,,,p,,y,d,e
f,,e,,,,,,b,,,,,p,w,p,,,,,,p,p
,,,f,n,,w,,n,t,,f,,,,,,o,e,,,g,e
,,,,,,,,,,,,s,p,,,,,e,,,,p
x,y,,,,,c,n,,,,,s,,,,w,,,,,,p
,,w,,,f,w,,,,,k,,w,,,,,,,,,e
,y,,,,f,c,,,e,c,s,,,,,,o,,,,,e
,,,,f,,,,,,,,s,w,w,,,,p,,,,p
,y,n,,,,c,n,,,,,,p,,p,,,,,,,p
,y,,,,,,n,,e,,,,,,,,,,w,,,p
,,,,c,,,n,,,b,,,,,p,w,,p,k,,,p
,,g,,n,f,c,,,t,,,s,w,p,,,o,,,y,d,e
,,,f,f,,c,,h,e,,,k,p,,,,,,,v,,p
,,,,,f,w,,p,,,,,,,,,,,n,v,,p
,,,t,n,f,,,,,,,s,,,,,,p,,v,,e
b,,,,l,,,b,,,,,,,w,,,,p,,,,e
x,y,,,,,c,,,,?,s,,,,p,,,e,w,v,p,p
f,,,,,,,,,,,,,,w,,w,,,u,,d,e
x,,,f,,,,,,,,k,k,n,,,,,l,,,g,p
,,,,,,,b,,,,,,w,,,,,p,,v,d,e
,,y,,,,,,,e,,,,w,,,,,p,,,,e
,,,,l,,,,p,e,r,,,,,,,,p,,y,p,e
,,e,,,,,,b,,,s,,,,,w,,,,,l,p
,y,n,t,,,,b,,,,s,s,,,,,,p,,,,e
,,g,f,,,,,,,,,,,,,,o,e,,,g,e
,,w,,,f,w,,k,,,,,,,,w,,e,,,,e
,,,t,n,,c,b,,,,s,s,,,p,w,,e,,,w,e
,,,,,,,,,,,s,s,,w,,,,,r,v,,p
,,n,,,,c,n,b,,,,k,,,p,,,,,,,p
,s,,t,,f,,,r,,,s,,w,,,,,,,v,,p
,f,e,,,,,b,,,,,,,,p,,,,n,,,e
k,,,f,,,c,,,t,?,,k,,,,,,,,,,p
,,,t,n,f,,,,,,,,,,p,,,,,,,e
,,,,y,f,,,,,,,,w,p,,,,,,v,,p
f,,,,,,,b,p,t,,,,,,,w,,,,,g,e
,y,,,,,,,b,,,k,,,,,,,,w,,p,p
,,,,y,,,n,,t,?,,,w,p,,,,e,w,v,,p
,,,,,,c,,,,,,,,,,,,,,,,e
,,,,f,f,,,b,t,?,,,,w,p,w,,,w,,,p
,f,,,,,c,b,,,b,,s,w,w,,,o,p,n,,d,e
x,,,,p,,c,,,,,,,,,p,,,p,n,,u,p
x,,,t,,f,c,,,,,s,,w,,,,o,,,,,e
f,,,,n,f,,b,,,,,,w,,,,,,,,,e
f,f,,,f,f,c,b,,,b,k,,,n,,,,,,,g,p
,,,,,f,,b,,,,,,,,,,,,,n,,e
,,,,,,,,,e,b,,,,,,,o,,,v,,p
f,y,,,,f,c,,,,,s,,,,,w,o,p,n,s,g,e
,,,f,,f,,,,,,,,p,,p,,,,,,,p
x,,,f,,,,,,,b,k,,p,,,w,o,l,h,,d,p
,,,f,,,w,,,,,s,,,w,,,,e,,a,g,e
,,e,t,,,c,b,w,,b,,s,,,,w,o,,,y,d,e
,,e,t,,,c,b,,,,,,g,,,w,,p,,,,e
,,,,,,,,,e,,,,,,,w,,,,,,e
,s,,,,,,,b,,,s,,p,,,w,o,,,v,l,p
x,,,,,,,,,e,,,s,,,,w,,,,v,u,p
k,,,,,,,,,,,,,,,,,,e,w,,l,p
x,,g,,f,f,,b,g,,b,k,,b,,,,,l,,,g,p
,f,w,,,f,,b,,,,,,,,,,,,,,g,e
,,,,,,,,,e,,k,,w,,p,w,t,p,,,g,e
x,,,,,f,,b,,,b,,s,w,p,,,o,,k,,,e
,s,n,,,f,c,n,,,,,,w,,,w,,,,v,l,p
x,s,,,n,,w,,,e,?,k,,,w,,,t,,w,,g,e
f,,,,s,,,,,,,,k,p,,,w,,e,,,,p
,s,,f,n,,,,n,,,,,,o,,o,,p,,,l,e
,,,f,,,,,,t,,,f,w,,,,,e,n,,,e
f,f,,,,f,c,,,t,,s,s,,,,,,,n,,,e
f,,,,,f,,,n,,,,,,g,,,o,,,v,,e
,s,n,,s,,,,,t,,k,,,w,,w,,,,,,p
,y,,,,,c,,,,,,,w,,,w,,,,,,e
,,,,,,,,,,,s,y,,,p,,o,,n,,,e
,,,t,,f,,,,,b,s,,,,p,,,,,,,e
,,,,,,,b,,e,c,,s,,,,,,,,s,g,e
x,,,f,,,w,,,t,,,,,w,,w,,,,s,g,e
x,,,,,,,b,h,e,b,,k,,,p,,,,h,v,,p
x,,,t,,,c,,w,e,r,,,,,p,,o,,,s,,e
,f,g,,,,,,,t,,,,,,,w,,,,v,,e
x,,b,,,,,,h,,,,,,w,p,,,p,h,,u,p
x,f,,,,,c,,,,,,s,,w,p,,,,,y,,e
,,,,,,c,b,,e,,k,,n,,,w,,,,v,d,p
,,y,,,,c,,,,,,s,,,,,,,k,n,,e
x,y,n,,y,,c,,,,?,k,k,,,p,,o,,w,,,p
x,s,,f,n,,,,,,,,,w,w,,,,e,,a,,e
,y,,,f,f,c,b,p,,,k,,n,b,,,o,l,h,,,p
,,,,f,,,,,,b,s,s,,,,,,p,,v,u,p
x,,w,,,f,,,,,,,,,w,,,,e,,a,,e
x,,,,,f,,,,,,,s,,,p,,,,,v,l,p
f,,g,,,,,b,h,e,b,k,k,,,,w,,,,,,p
,,,,,,w,b,,,,,,,w,p,,,p,,,,e
k,,,,,f,c,n,b,,?,k,k,,,,,,,,v,,p
,,,,n,,,,,e,,s,,w,w,,,,,,,,p
,,g,,,,,,h,e,b,,,,,p,w,,,h,,,p
x,,w,,,f,c,n,w,e,,,,,,,,,,,,,p
x,,,,,f,,,,e,b,k,,,,,,,l,,,,p
f,,e,,n,,c,b,u,t,,,,,,p,,o,,,,d,e
,,,,,f,,b,,,,,,,,,,,,,,,e
,,e,f,,f,,,,t,,s,,,p,,,,,w,,l,p
f,,,,,,,,,t,,,s,,w,,,o,,,,p,p
,y,,,p,f,,,,,,,,,,p,,,p,,,,p
x,,,,,f,,,,t,,,s,,p,,,o,,,v,,p
,s,,,,,c,,,,e,,,w,w,,w,,p,,,,p
f,,,,,f,w,b,p,t,e,,,w,,,w,o,,k,s,g,e
,,,f,y,,c,,b,,,k,,,,p,w,o,,,,,p
,,,,n,,,,,,,s,,,w,,,,,,,,e
f,,g,,,,,,,t,,,,,w,p,w,o,,,,,e
,,n,f,f,f,c,,,,,,,,,,w,,e,,,,p
,,g,f,,f,w,b,,e,,,k,,,p,,t,,,n,,e
,,,,,f,,b,w,,,,,e,,,,t,e,w,,w,e
,,,,n,f,c,,n,t,,s,,,g,,w,,,,,,e
f,,n,,n,,,,w,e,,,,,n,,,o,,w,v,,e
,,,f,,f,,b,,,,k,,,,,w,,,,,,p
,,,,,f,c,,,,c,,,w,,p,w,o,,,s,m,e
x,,,,,,c,,b,t,,,,,,,,,,w,,,p
,,,,,,,,,,b,,s,,,p,,,,,,d,e
b,,g,f,,f,,b,g,,,k,,,w,,w,,p,,,g,e
,,,,n,,,b,,,,f,,,,,,,e,,,g,e
,,g,,,f,c,b,,,,,,,,,,,p,k,,,e
x,,,,,f,c,,,,,,,p,,p,,,,w,,,p
,s,,,,,,b,,,c,s,,,w,,,,,,,,e
,,w,,,,c,,w,,,,s,,,,w,,,,,,p
f,,,t,,,,b,,,,,,,,,,o,,,,,e
,,,t,n,f,,b,w,,,,s,,,p,w,,p,,y,p,e
f,f,,t,,f,,,,t,,,s,,w,,w,,,,,,e
x,,,f,f,,,b,,,,k,,,,,,,,h,,g,p
f,,,t,,,c,,,t,,,s,,,,,,p,,,,e
,y,w,t,a,f,,,,,,s,,w,,,,,,k,,,e
,,g,f,,f,,n,,,,,s,w,,,w,,p,n,,,p
x,,y,,,,,,p,,b,k,,p,p,,,,,,,,p
,s,g,,n,f,,,,e,,s,,w,,p,,,p,,,,e
,,,f,s,,c,,,,?,,k,p,p,,,,,,v,,p
,,,,,,,,,,?,,s,,,p,,,e,w,v,p,p
b,,,f,n,f,,,w,,,k,,,,p,,o,e,,,,p
,,,,,f,c,,,,,,,,,p,,,,k,,d,e
,,,,,f,,b,,,,s,,g,,,,o,,,y,,e
b,,,,,,c,,,e,,s,,o,,,,,p,,,,e
,f,,t,,,c,,,,,,,,,p,w,,p,k,,,e
,f,,f,n,,w,,g,e,,s,s,,w,,,t,,w,,,e
,,,,,f,,,,,r,,,w,,,w,,,,y,g,e
f,,,,,,c,,h,e,,,,,,p,,,,h,,d,p
,y,,f,,,c,n,,,?,,k,,,p,,,,,,,p
,,w,,c,,,,u,,,,,,,,,,,,,,p
,,,,,f,c,,,,,s,,,,p,,,,w,,,e
x,y,,,,,,,h,e,,,,n,,,,,l,,,,p
,,,,,f,c,,b,t,?,k,,,w,p,w,o,,w,v,d,p
,,,,,,c,,w,,b,s,,w,,,,,,,,,e
x,,g,,,,c,,h,,,k,k,,,,,,,,y,,p
f,,,,n,,,,,e,,s,,w,w,p,w,,,,,,e
,,,,,,,,,,,s,,w,w,,w,,f,,,d,e
k,f,g,,,,w,,,e,?,s,,,w,,,t,,w,,g,e
,,,,,f,,,g,,b,,k,p,,p,,o,,,,p,p
,f,g,,,,c,n,,,,,s,,w,,w,o,,,v,,p
,,,,n,,w,,,,,,f,w,,,,o,,,a,g,e
,,,,y,,c,n,,t,,,,,,,,,,,v,p,p
,,,,,f,w,b,g,,,k,s,,,,,,,w,s,,e
k,,,f,f,f,,,,,?,,,,,p,w,,e,w,,l,p
,,,f,,,c,,,e,,,k,,,,w,,l,,,,p
,,,,n,,,,,,,,,,,,,,,,,d,e
,,n,f,,,,,,e,?,,,o,,,,o,,,v,,e
,f,,f,c,f,w,n,,,,,s,,,p,,o,,n,,,p
,,,,,,,,n,,c,,s,w,,,,o,,,n,,e
,,,,,,,n,,,,,,,n,p,,,,w,v,,e
,y,n,,,,c,,,,b,,,g,,p,,,p,,,d,e
,,,,n,f,w,b,h,,,s,,,w,,w,,e,,,,e
,,,,,,,,w,e,,,,,,,,,p,,,,e
