cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
k,s,e,f,y,f,c,n,,t,?,s,k,w,w,,,,e,w,v,p,p
k,y,,,y,f,c,n,b,t,?,s,k,p,p,p,w,o,,,,d,p
x,s,g,f,n,,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
,s,y,t,a,f,c,b,g,e,c,s,s,w,w,,w,o,p,k,s,g,e
f,f,,f,,f,c,b,g,e,b,k,k,b,n,p,,o,l,h,,,p
,y,n,,y,f,c,n,b,t,,s,k,p,p,p,w,,,,v,l,p
b,,w,t,,f,c,b,w,,c,,s,w,w,p,w,o,,n,s,m,e
x,s,n,t,p,f,,,n,e,e,s,,w,w,p,w,o,p,n,,g,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,,g,p
f,,g,f,,f,c,b,h,e,b,k,k,p,,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,,h,y,p,p
x,s,g,f,c,f,c,n,n,,b,s,s,w,w,p,w,,p,k,s,d,p
x,f,g,,n,f,w,b,k,t,e,s,f,w,w,,w,o,,k,s,g,e
x,s,g,f,n,f,w,b,p,t,,s,,w,w,p,w,o,e,n,s,g,e
,y,n,t,,f,c,b,n,t,b,s,,g,g,p,,o,p,k,y,d,e
f,f,g,,f,f,c,b,g,e,b,k,k,n,,,w,o,l,h,v,p,p
x,y,b,,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,,w,e
x,f,g,f,f,f,c,b,p,,b,,k,n,p,,w,o,l,h,v,g,p
x,f,g,f,,f,c,n,n,e,b,s,s,w,w,,w,o,p,n,,d,p
k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
x,y,e,t,n,f,c,b,u,t,b,s,s,w,,p,w,o,p,n,y,d,e
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
k,y,b,,n,,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
x,f,,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p
x,y,b,,n,f,c,b,,e,?,s,s,w,w,p,w,t,e,w,c,w,e
,,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
x,s,g,t,f,f,c,b,h,,b,f,f,w,w,p,w,o,p,,s,u,p
f,g,w,t,n,,w,,,e,b,s,s,w,w,p,w,o,p,w,c,,p
x,s,y,t,a,f,,b,n,e,c,s,s,w,w,p,w,o,,n,,m,e
k,s,g,f,n,f,w,b,p,e,,s,k,w,,p,w,t,p,w,n,g,e
f,y,n,f,,f,c,n,b,t,?,k,k,w,w,p,w,o,e,,v,p,p
b,y,y,t,a,f,c,b,n,,c,s,,w,w,p,w,o,p,k,s,g,e
f,y,y,f,f,f,c,b,p,e,b,k,k,b,,p,w,o,l,h,v,p,p
f,s,n,t,n,f,c,b,w,e,?,,s,w,w,p,w,t,,w,c,w,e
f,y,n,f,s,f,c,n,b,t,?,s,k,,w,p,w,o,e,w,v,,p
f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,y,e,t,n,f,c,b,,t,b,s,s,g,w,p,w,o,p,k,v,d,e
f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,?,,,p,p,p,w,o,e,w,v,d,p
x,,,f,n,,w,b,p,e,?,k,,w,w,p,w,t,p,w,n,g,e
x,s,n,f,f,f,,n,b,t,?,s,,p,w,p,w,o,e,w,v,p,p
f,f,n,t,n,,c,b,,t,b,s,s,g,g,p,,o,p,k,v,d,e
,y,w,t,l,f,c,b,w,e,c,,s,w,w,p,,o,p,,s,g,e
x,f,n,t,n,f,c,b,p,t,b,s,s,,g,p,w,,p,n,,,e
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,y,n,,n,f,c,b,u,t,b,,s,w,g,p,w,o,p,n,y,d,e
f,,g,t,,,c,b,n,t,,s,s,p,p,p,w,o,p,n,y,d,e
k,s,e,f,f,f,c,n,b,t,?,s,,w,p,,w,o,e,w,v,d,p
f,f,n,t,n,,c,b,p,t,b,s,s,w,g,p,w,o,,k,v,d,e
,s,g,t,f,f,c,b,p,t,b,,f,w,w,p,w,o,p,h,v,u,p
f,f,y,f,f,f,c,b,p,e,b,k,k,,b,,w,o,l,h,v,p,p
f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
k,y,e,f,y,f,c,n,b,,?,s,s,,p,p,w,o,,,v,d,p
k,s,,f,n,f,w,b,w,e,?,s,,w,w,p,w,t,p,w,n,g,e
x,y,e,f,f,f,c,,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
f,y,e,f,s,f,c,n,b,t,?,s,k,,p,p,w,o,e,w,v,d,p
x,y,,f,f,f,c,n,b,t,?,,s,p,p,p,w,o,e,w,v,,p
,y,w,,a,,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
b,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
f,s,w,t,f,f,c,b,h,t,,s,f,,w,,w,o,p,,s,g,p
b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,,n,g,e
x,f,y,f,f,f,c,b,g,e,,k,k,b,p,,w,,l,h,y,,p
,f,g,f,,f,w,b,w,,?,k,,w,,,w,t,p,w,s,g,e
x,,n,t,p,f,c,n,,e,e,s,s,w,w,p,w,o,p,k,s,u,p
f,f,g,t,n,f,c,b,,t,b,s,s,g,w,p,w,o,p,k,v,d,e
,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,,d,e
x,y,e,,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e
f,f,n,t,n,,c,b,p,t,b,,s,w,g,p,w,o,p,n,y,d,e
x,s,n,t,p,,c,n,n,e,e,s,,w,w,p,w,o,p,k,s,u,p
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,,e
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
f,,n,t,,f,c,,p,e,e,,s,w,w,p,w,o,p,n,s,u,p
x,s,n,f,n,f,w,b,,t,e,f,f,w,w,p,w,o,e,,s,,e
x,f,n,t,n,f,,b,p,t,b,s,s,,g,,w,o,p,n,v,d,e
x,y,e,f,,f,c,n,b,,?,k,s,,w,p,,,e,,v,,p
f,s,b,,,,c,b,h,t,b,f,f,w,w,p,,o,p,h,s,u,p
f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
x,f,n,f,,f,w,b,n,t,e,s,s,w,,p,w,o,e,n,,g,e
x,y,n,,f,f,c,n,b,t,?,k,,w,w,p,,o,e,w,v,p,p
f,s,b,,f,f,c,,w,t,,f,,w,w,p,w,o,p,,v,u,p
x,,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,,p,k,v,d,e
f,y,,,n,f,c,,e,e,?,s,,e,e,,w,t,e,w,c,w,e
x,f,y,f,f,f,c,b,g,e,,k,k,p,n,p,w,o,,h,v,p,p
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,,,,v,p,p
x,y,e,f,f,f,c,n,b,t,?,,s,w,w,,w,o,e,w,v,d,p
b,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,,e
f,y,,f,s,,c,n,b,,?,k,,w,p,,w,o,e,w,v,p,p
x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,s,,t,f,f,c,b,p,t,,s,s,w,w,p,w,o,p,h,s,u,p
x,s,w,t,l,f,c,,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
b,,w,f,,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e
f,s,n,f,y,f,c,n,b,t,,s,k,w,w,p,w,o,e,,v,p,p
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
f,f,y,f,f,f,c,b,h,e,b,k,,n,b,p,w,o,,h,v,g,p
x,y,g,,n,f,c,b,n,t,b,s,s,p,,p,w,o,p,k,y,d,e
x,y,y,f,f,,,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p
f,y,n,f,f,f,c,n,b,,,s,k,w,,p,w,o,e,w,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,y,n,f,f,f,c,n,b,t,?,,,w,p,,w,o,,w,v,p,p
x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,,w,v,p,p
f,,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
x,s,w,,n,f,w,b,g,e,?,k,s,w,w,,,t,,,n,,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,e
f,y,n,t,,f,c,b,n,e,r,s,y,,w,p,w,o,p,n,y,p,e
x,s,w,t,p,f,c,n,w,,e,s,s,w,w,,,o,p,n,,g,p
f,y,y,t,l,f,c,b,w,e,r,s,,w,w,p,,o,p,k,,g,e
f,y,b,t,n,f,c,b,w,e,?,,s,e,e,p,w,t,e,w,c,,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,y,e,f,s,f,,n,b,t,?,s,s,w,w,p,w,o,e,,v,l,p
k,s,n,,s,f,c,n,b,t,?,k,s,,p,p,w,o,e,w,v,d,p
,y,y,f,f,f,,b,p,e,b,k,k,,n,,w,o,l,h,,g,p
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e
k,y,n,f,s,f,c,n,b,t,?,s,k,,p,p,w,o,e,w,v,,p
x,,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,,e
x,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
x,s,w,f,,,c,n,n,e,b,s,s,,w,p,w,o,,k,,d,p
,s,e,t,n,f,c,b,,e,?,s,s,e,e,p,w,t,e,w,c,w,e
f,s,w,,n,f,c,b,w,e,b,s,s,w,,p,w,t,p,r,v,m,p
x,f,g,f,n,f,w,b,k,t,e,f,f,w,,p,,o,e,k,a,,e
f,y,g,t,n,f,c,b,p,t,b,s,s,w,,p,w,o,p,k,y,d,e
x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
x,s,n,f,n,a,c,b,n,e,?,,s,o,o,p,n,o,p,y,v,l,e
x,s,n,,p,f,c,n,w,e,e,s,,w,w,p,w,o,p,k,,u,p
,f,g,,,f,w,b,,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
f,y,e,t,n,f,c,b,w,t,b,,,w,w,p,w,o,p,,y,,e
f,y,y,t,,f,c,b,,e,r,s,y,w,w,p,w,o,p,k,y,,e
x,f,,f,,f,c,n,,e,b,s,s,w,w,p,w,o,p,n,v,d,p
b,s,g,f,n,f,w,b,w,,?,s,s,w,w,p,,t,,w,n,g,e
f,y,n,t,p,,c,n,k,,e,s,s,w,w,p,w,o,p,k,v,g,p
f,,n,f,n,f,w,,,t,e,f,s,w,w,p,w,,e,k,s,g,e
b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
x,,y,f,f,f,c,b,,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,,o,e,k,a,g,e
x,s,n,f,s,f,c,n,b,t,?,s,k,w,,p,w,o,e,w,,l,p
f,f,g,f,n,f,w,b,n,t,,f,,w,,p,w,o,,n,s,g,e
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,,k,v,d,p
f,y,g,t,n,f,,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e
f,y,y,t,l,f,c,,p,e,,s,y,w,,p,w,o,p,k,y,p,e
f,f,w,f,n,f,,b,n,t,e,s,f,w,w,,w,o,e,k,,g,e
k,y,e,f,y,f,c,n,b,,,k,s,w,w,p,w,o,e,w,v,p,p
x,f,g,t,n,f,c,,p,t,b,s,s,w,g,p,w,o,p,k,,d,e
f,s,b,t,n,f,c,b,e,e,?,,s,e,e,,w,t,e,w,c,w,e
k,s,g,f,n,f,w,b,p,e,?,,s,w,w,p,w,t,p,w,s,g,e
f,y,,f,f,f,,b,h,e,b,k,k,p,p,p,w,o,l,h,y,,p
x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,,g,p
x,y,y,f,f,f,c,b,p,e,,k,k,b,n,p,,o,l,h,y,g,p
x,y,g,,f,f,c,b,p,e,b,k,k,p,p,p,w,,l,h,v,d,p
f,,e,t,n,f,c,b,u,t,b,,s,w,g,p,,o,p,n,v,d,e
b,y,y,t,l,f,c,,w,e,c,s,s,,w,p,w,o,p,,n,m,e
x,s,n,,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,,l,p
k,s,n,f,s,,c,n,b,,,s,k,w,p,,w,,e,w,v,,p
f,y,g,,f,f,c,b,g,e,b,k,k,,p,p,w,o,l,h,y,d,p
,s,,f,n,,w,b,h,,,f,f,w,w,p,,o,e,n,a,g,e
k,s,,f,n,,w,b,p,e,?,k,,w,w,p,w,t,p,w,n,g,e
f,,g,f,f,f,c,b,p,e,b,k,k,n,,p,w,,l,h,v,g,p
b,y,w,,l,f,c,b,,e,c,s,s,w,w,p,w,o,p,k,n,g,e
k,y,p,t,n,f,c,b,w,e,,s,s,w,w,p,w,t,,w,c,w,e
x,f,,f,f,f,c,b,h,e,b,,k,n,n,p,w,o,l,h,y,g,p
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
x,s,b,,f,,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,p
x,,g,f,f,f,c,b,p,e,b,k,k,b,,p,w,o,l,,v,,p
x,y,y,f,f,f,c,,p,e,,k,k,p,b,,w,o,l,h,y,p,p
f,s,n,f,,,c,n,b,t,?,s,s,p,p,,w,o,e,w,,p,p
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p
x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,,p,k,v,d,e
x,y,y,t,a,f,c,b,w,,,s,s,w,w,,w,o,p,,s,m,e
x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,,o,e,w,v,p,p
f,,,,y,f,c,n,b,t,?,k,k,,p,p,w,o,e,w,v,d,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,,p,n,y,d,e
k,s,e,,s,f,c,n,b,t,?,s,s,,,p,w,o,e,w,,l,p
f,y,n,t,l,,c,b,,e,r,s,y,w,w,p,w,,p,k,y,g,e
,,n,f,,a,c,b,,e,?,s,s,,o,p,o,o,p,o,c,l,e
x,y,e,t,n,,c,b,n,t,b,s,s,g,w,p,,o,p,,,d,e
f,s,,f,s,f,c,n,b,t,,k,s,w,w,p,w,o,,w,v,p,p
f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,n,f,f,,,n,b,t,?,s,k,,p,p,w,o,e,w,v,p,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,,p
f,y,n,f,f,f,c,,b,t,,s,k,p,w,p,w,o,e,w,v,d,p
f,,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
x,f,g,,n,f,,b,p,t,e,f,,w,w,p,w,o,e,k,a,g,e
k,s,n,f,s,f,c,n,b,t,?,k,s,,w,p,w,o,,w,,d,p
f,s,b,t,n,f,c,b,g,e,b,,s,w,w,p,,t,p,r,v,m,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
k,,n,f,n,a,c,b,o,e,?,,s,o,o,p,n,o,p,o,v,l,e
f,s,g,f,n,f,w,b,k,t,e,f,,w,w,,w,o,e,k,s,g,e
f,f,g,f,n,f,,b,n,,e,s,s,w,w,p,w,o,e,n,s,g,e
,,n,t,p,f,c,n,p,e,,s,s,w,w,p,w,o,p,k,v,g,p
,y,y,,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,,s,m,e
x,y,n,t,p,f,c,n,n,e,e,s,s,,w,p,w,o,p,k,s,g,p
k,s,n,f,y,f,,n,b,t,,k,s,w,p,p,w,o,,w,v,l,p
x,y,n,t,n,f,c,b,p,t,b,s,s,,p,p,w,o,p,n,v,d,e
k,y,n,f,s,f,c,n,b,t,?,s,k,w,,p,,o,e,,v,p,p
f,,g,f,f,f,,b,g,e,b,k,k,n,n,p,w,,l,,v,g,p
x,y,n,t,a,,c,b,p,e,r,s,y,w,w,p,w,o,,,y,p,e
f,f,n,f,n,f,,b,p,t,,s,f,,w,p,w,o,e,k,s,g,e
f,f,n,f,n,f,,b,n,t,e,f,,w,w,p,w,o,e,,s,g,e
x,,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,,p
x,y,n,t,,f,c,b,u,t,b,s,s,p,,p,w,o,p,n,,d,e
x,f,,f,n,f,w,b,k,,e,f,f,w,,p,w,o,e,n,a,,e
k,,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,,p
x,f,n,f,n,f,c,n,,e,e,s,,w,w,p,w,o,p,k,v,,e
f,y,e,t,n,f,,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
x,y,n,t,,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,b,,s,w,,p,w,o,p,k,v,d,e
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
f,f,g,f,f,f,,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
x,s,y,t,l,,c,b,k,e,c,s,s,w,,p,w,,p,,n,m,e
x,f,y,f,f,f,c,b,h,,b,k,k,n,b,p,,o,l,h,,d,p
x,y,y,f,f,f,c,b,h,e,b,,k,n,n,p,w,o,l,h,y,p,p
f,s,w,f,n,f,w,b,k,t,e,f,s,,w,,w,o,e,n,s,g,e
x,f,g,t,n,,c,b,,,b,s,s,p,g,p,w,o,p,n,v,d,e
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,,w,o,e,n,a,g,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,,p,w,o,p,n,y,d,e
x,y,e,t,,f,c,b,p,t,b,s,s,g,g,p,,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,,b,,s,p,w,p,w,o,p,k,v,d,e
f,y,,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
x,f,g,,n,f,c,b,p,,b,,s,w,g,p,w,o,p,,v,d,e
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,,p,n,s,g,e
x,,n,t,a,f,c,b,p,e,r,s,,w,w,p,w,o,p,,y,p,e
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,,,o,p,n,n,g,e
,y,e,f,s,,c,,b,t,?,s,k,p,,p,w,o,e,w,v,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,,l,h,v,d,p
f,f,y,f,f,f,c,,h,e,b,,k,n,p,p,w,o,l,h,,d,p
x,s,w,t,,f,c,b,,t,,f,f,,,p,w,o,p,h,s,u,p
f,y,n,t,n,f,c,b,,t,b,s,s,w,p,p,w,o,p,k,y,d,e
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
x,y,n,t,n,f,,b,n,t,b,s,s,g,g,p,w,o,,k,v,d,e
,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,,p,h,v,g,p
f,y,g,t,n,f,c,b,n,t,b,,s,g,g,,w,o,p,n,v,d,e
f,,n,f,f,,c,n,b,t,,s,k,w,p,p,w,,e,w,v,l,p
x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,,o,e,w,v,p,p
x,y,g,f,f,f,,b,h,e,b,k,,n,b,p,w,o,l,h,,g,p
k,y,n,f,s,f,c,n,b,t,?,,,w,w,p,,o,e,w,v,d,p
,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e
x,f,,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,,p
x,y,g,,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
,y,w,t,l,f,c,b,n,e,c,s,s,w,,p,,o,p,k,s,g,e
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,,w,o,p,n,,d,e
x,s,n,f,,f,,b,,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,f,w,f,n,f,w,b,p,e,?,,k,w,w,p,w,t,p,,n,g,e
f,f,g,f,f,f,c,b,,e,b,,k,p,n,p,w,o,l,h,y,p,p
x,y,n,,n,f,c,b,u,t,b,s,s,,p,p,w,o,p,k,v,d,e
x,s,g,f,n,f,w,b,,t,e,f,s,w,w,p,w,,e,,,g,e
x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,e
x,f,g,f,n,f,w,b,p,t,e,f,f,w,,p,w,o,e,k,s,g,e
,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,y,,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
x,s,g,f,n,f,w,b,h,,e,,s,w,w,p,w,o,e,,s,g,e
f,s,,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
f,y,g,f,,f,c,b,h,e,,k,k,p,n,p,w,o,l,h,v,p,p
f,f,g,f,n,f,w,b,p,t,e,,s,w,w,,w,o,e,n,a,g,e
x,s,y,t,l,f,c,,,e,c,,s,w,w,p,,o,p,n,,g,e
x,s,g,f,c,f,w,,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
f,s,e,f,y,f,c,n,b,t,?,s,k,,p,p,w,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
x,y,y,f,f,f,c,,p,e,b,,k,p,b,p,,o,l,h,v,g,p
,s,n,f,,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,,p,p
k,s,e,f,s,,c,n,,t,?,,s,w,p,p,w,o,,w,v,p,p
x,s,n,f,y,f,c,n,,t,?,k,k,w,p,p,w,o,e,w,v,l,p
x,y,,,,f,c,b,u,t,b,s,,g,g,p,w,o,p,n,v,d,e
x,s,w,t,l,f,c,b,w,,c,s,s,w,w,p,w,o,p,k,n,g,e
b,,w,f,,f,,b,,e,?,,,w,w,p,w,t,p,w,s,g,e
,s,n,f,n,f,w,,p,t,e,s,s,w,w,p,w,o,,k,s,g,e
x,f,g,f,n,f,w,,p,t,e,,f,w,w,p,w,o,e,n,,g,e
x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,,d,p
x,,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,,k,s,u,p
f,s,,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,,p,p
x,y,g,f,,f,c,b,g,e,b,k,,n,n,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,,n,p,w,o,l,h,y,d,p
x,s,e,f,y,,c,n,b,t,?,k,,w,p,,w,o,e,w,v,d,p
f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
x,s,e,,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,,d,p
s,f,,f,n,f,c,n,k,,e,s,s,w,w,p,w,o,p,n,y,u,e
k,s,g,f,n,f,,b,p,e,?,k,s,w,w,p,,t,p,w,s,g,e
x,s,n,,,f,c,n,b,t,?,k,s,p,p,,w,,,w,v,l,p
x,y,n,f,s,f,c,n,,t,?,s,k,p,p,,w,o,e,w,v,l,p
x,f,g,f,n,f,w,b,n,t,e,f,,w,w,p,w,o,e,k,s,g,e
f,f,e,t,n,f,c,,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
k,s,e,f,s,f,c,n,,t,?,k,k,w,w,p,w,o,,w,,l,p
f,y,,f,,f,c,b,g,,b,k,k,n,p,p,w,o,l,h,y,p,p
x,f,g,,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
x,f,g,t,n,,c,b,w,t,b,s,s,w,,p,w,o,p,k,v,d,e
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,,o,e,k,a,g,e
f,y,,t,,f,c,b,n,,r,s,y,w,w,p,w,o,p,k,y,g,e
x,y,g,t,n,f,c,,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,p,t,,s,s,w,g,p,w,o,p,,v,d,e
f,,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,,p,n,v,d,e
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
x,y,y,f,f,f,c,b,p,e,b,k,k,,b,p,w,o,l,h,v,g,p
x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e
x,,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,,n,s,g,p
f,f,n,t,n,f,c,b,p,t,b,s,,g,w,p,w,o,,n,y,d,e
x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,p
x,y,e,t,n,f,c,b,u,t,b,,s,g,w,p,,o,p,k,y,d,e
x,f,g,,n,f,c,,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,s,e,f,s,f,c,n,b,t,?,k,s,w,,p,w,o,e,w,,d,p
x,s,w,f,n,f,w,b,h,,e,f,f,w,w,p,w,o,e,k,s,g,e
x,f,e,t,n,,c,b,w,t,,,s,p,w,p,w,o,p,k,y,,e
f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,,o,e,w,v,l,p
x,y,g,f,f,f,c,b,g,e,b,k,,n,n,p,w,o,l,h,y,p,p
f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,,o,p,h,s,u,p
f,f,e,t,n,f,c,b,u,,b,s,,g,p,p,w,o,p,n,y,d,e
x,s,n,f,,f,,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
f,y,p,t,n,f,c,b,w,,b,s,s,,w,p,w,,p,r,v,g,p
x,,g,,n,f,w,b,,t,e,s,f,w,w,p,w,o,e,n,s,g,e
,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p
f,s,,f,s,f,c,n,b,t,?,k,k,p,w,p,,o,e,w,v,l,p
x,f,p,,c,f,c,n,,e,b,s,s,w,,,w,o,p,k,v,d,p
f,f,,f,n,f,,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e
