LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX,default payment next month
,,,74352.0,,76705.0,78168.0,,2800.0,,5400.0,,,,2.0,,,,,,,,,0
,40.0,78610.0,80666.0,,,,48354.0,,,0.0,1920.0,,,,1.0,,,,,,,,1
,,356.0,,,,,,,0.0,,,,,1.0,,-1.0,,,,,,,0
50000.0,,,,,,55904.0,,,,0.0,,0.0,,,,,,,,,,,1
30000.0,,,28901.0,28883.0,29411.0,24602.0,22760.0,2000.0,,1513.0,499.0,688.0,,,,,0.0,,,,,,0
,,,,,,,,,6.0,,,2000.0,,,,1.0,2.0,,,,0.0,,0
,26.0,,-27.0,,,,2878.0,,0.0,,,0.0,,,2.0,0.0,,,-2.0,,,,0
,,43796.0,44423.0,,30000.0,0.0,0.0,,1200.0,1000.0,,0.0,,,,0.0,,0.0,0.0,,,,0
500000.0,,,,,,,135358.0,,19000.0,,,,,,,0.0,0.0,,,,,,0
160000.0,27.0,,,,,,2755.0,,,,,,,,2.0,,-1.0,,,-2.0,-1.0,2.0,1
,,,30900.0,,,,,5000.0,,,,0.0,,,,,0.0,,,-2.0,,,0
,28.0,,,,,2500.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,,0
,,,,56000.0,,0.0,0.0,5000.0,,,,,,,2.0,0.0,,,0.0,,,,0
50000.0,38.0,,,,,,,2000.0,,,,,,,,,3.0,,,,0.0,,0
20000.0,,13384.0,,,,18992.0,,1300.0,,,,,4500.0,,,0.0,0.0,,,0.0,,,1
,,,,,,,20039.0,,,2000.0,,,400.0,,,,,,,,0.0,1.0,0
,34.0,53524.0,,,,57437.0,,,0.0,,,,,,1.0,,,,,,0.0,1.0,1
,,57721.0,,,,,,,3007.0,2004.0,,,,,,,,,,0.0,,,0
90000.0,,,,,37612.0,,,,,,,,,2.0,,,0.0,0.0,,,,2.0,0
,,273535.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,2.0,0
110000.0,,,103381.0,,,,,,,,3000.0,,3000.0,,1.0,1.0,,,,,0.0,,0
,50.0,,,,,95267.0,87086.0,,6900.0,,,,,,,,,,,0.0,,,0
,,,,,,,,,,0.0,0.0,0.0,,,2.0,0.0,-1.0,,-2.0,,,,0
50000.0,,45614.0,,,,19896.0,,,,,,1003.0,,2.0,,,2.0,2.0,0.0,,0.0,,0
,,,518.0,,,5178.0,5506.0,,,,3500.0,4000.0,,,,1.0,,,-1.0,,,,0
,,,,,326.0,652.0,,,,326.0,,,,,,,,-1.0,-1.0,-1.0,0.0,,0
,,,,,,165591.0,121614.0,100000.0,6000.0,,,,,,,0.0,,0.0,0.0,0.0,,2.0,0
30000.0,,,14078.0,14547.0,15304.0,,,,,1000.0,1000.0,,0.0,,1.0,,,,,,,,1
,,,,,,,,,,,,,,2.0,1.0,,-1.0,,,,,,1
,,,,,,,28073.0,,0.0,2000.0,,,1500.0,,2.0,,,0.0,,0.0,0.0,,0
,,,,,,,12270.0,,,,,1600.0,,3.0,,3.0,,2.0,,,,2.0,1
,,1643.0,,,,,,8000.0,,5000.0,,40000.0,22669.0,,,,-1.0,,,,,1.0,0
30000.0,,18361.0,,,21705.0,,23716.0,,,,0.0,,,,,,,,,2.0,,,1
500000.0,,,8830.0,,,,,8830.0,,,,,38090.0,,,,,-2.0,,,,,0
,23.0,,150377.0,138779.0,129548.0,,,,,4002.0,,,,,,,,,0.0,,,,0
150000.0,50.0,,,,2914.0,,,,,,,0.0,,,2.0,,,,-1.0,-1.0,,,0
,43.0,,,,136258.0,137747.0,138593.0,,,6000.0,6000.0,6000.0,5200.0,1.0,,,,,,0.0,0.0,,1
50000.0,,4545.0,,,,,,0.0,,,,0.0,0.0,1.0,,,,,,,,1.0,1
,,,,,28257.0,,,,,,2900.0,0.0,869.0,2.0,,,0.0,,,0.0,,,0
,,,13864.0,14927.0,,15978.0,16560.0,1600.0,1600.0,,,,1000.0,,2.0,,,,,,,,0
100000.0,,,,,,2949.0,477.0,,,3480.0,2949.0,477.0,,2.0,,-1.0,-1.0,,,-1.0,,,0
,24.0,40246.0,,41688.0,32806.0,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,0
200000.0,,,55005.0,,,42923.0,40365.0,,,,3000.0,,,,1.0,,,,,,,,0
,30.0,,18842.0,,19355.0,,,,,,,,1000.0,,2.0,,0.0,0.0,,,0.0,,0
50000.0,43.0,,,,,,9617.0,,,,,,330.0,2.0,,,,,,0.0,,,0
,,,,12515.0,,7549.0,,1000.0,13000.0,12006.0,7000.0,,,,,,-1.0,,,,,,0
,36.0,45810.0,,,,,0.0,,0.0,0.0,,,40714.0,,,-2.0,,,-2.0,-2.0,,1.0,1
,,,183713.0,,119566.0,,132355.0,10070.0,,,,20155.0,,,2.0,,,,,,0.0,1.0,0
,,,49214.0,50156.0,20186.0,,19659.0,,,,,,700.0,,2.0,,0.0,0.0,0.0,0.0,,,1
,,,,0.0,,,1243.0,1087.0,,,,,1216.0,,,,-2.0,,-2.0,-2.0,-2.0,,0
30000.0,,,,,,25861.0,,,,,0.0,,1840.0,,2.0,,0.0,0.0,,2.0,0.0,,0
,25.0,26214.0,,,,104160.0,,2000.0,,,104160.0,,0.0,,2.0,,,0.0,0.0,,,2.0,0
,,,,0.0,,0.0,,0.0,,,,,0.0,1.0,,,-2.0,,-2.0,,,,0
,28.0,,,44532.0,42517.0,,,2000.0,,,2000.0,1242.0,,1.0,,,0.0,0.0,,,,,1
50000.0,,,46592.0,,,,,0.0,,,,1900.0,,,2.0,1.0,,2.0,,,,,1
,32.0,,,,,29375.0,,,,,,,,,,,,,,,,,0
60000.0,29.0,,,49476.0,50360.0,,,,,,,3000.0,,,,2.0,,,,2.0,,1.0,0
50000.0,39.0,,,,,390.0,,,,2219.0,390.0,390.0,390.0,,1.0,,,,,-1.0,-1.0,2.0,0
,,,,,5850.0,2720.0,,2086.0,,,,4541.0,,2.0,1.0,,,,,-1.0,,,0
,,,,,-173.0,,-173.0,,,,0.0,0.0,,,1.0,,,-2.0,,-2.0,,,0
,,,,,1375.0,,1672.0,,,,,,,2.0,,,,,,,,,0
180000.0,,,,125022.0,,,,,4525.0,,,,5699.0,,,,,0.0,,,0.0,,0
180000.0,,,,,9977.0,10030.0,,2000.0,,,500.0,,0.0,,1.0,,,,,,,,0
,,,12047.0,,,,,1540.0,3750.0,,900.0,,,2.0,,2.0,0.0,,,,2.0,2.0,1
,,,,,120435.0,,142950.0,6000.0,,,,,,,,,,,,,,,0
,55.0,,,163143.0,161906.0,,,,4842.0,,8000.0,,,3.0,,,,,,,,,0
80000.0,27.0,,553.0,,,,,,,,,1400.0,1300.0,2.0,,,,,0.0,,,,0
,,140225.0,,139923.0,,,,5211.0,,5000.0,5000.0,,6000.0,2.0,2.0,,,,,0.0,0.0,2.0,0
,,,,8419.0,6523.0,508.0,370.0,1018.0,,,,,3046.0,,,0.0,,-1.0,,,,,0
180000.0,28.0,,,0.0,1430.0,0.0,,0.0,,1430.0,,,,,2.0,,-2.0,,-2.0,,,2.0,0
,,,59970.0,,13835.0,,25125.0,,18585.0,,,25125.0,,1.0,,,,,,,,,0
,27.0,,,,,11958.0,12069.0,,,,,,,,,-1.0,,,,,,2.0,0
,37.0,,,,,121609.0,,6500.0,5000.0,,5000.0,,5000.0,,,,,0.0,0.0,,,,0
,24.0,,,,24415.0,25305.0,25775.0,,,24415.0,,,,2.0,2.0,-2.0,,-2.0,-1.0,0.0,,,0
,42.0,,,,7975.0,7701.0,,0.0,,,0.0,359.0,,1.0,1.0,,,,,,0.0,,0
220000.0,,,,,,,,,,,,,,,,-1.0,,0.0,0.0,,0.0,,0
320000.0,,64232.0,,,,,,,4002.0,,,5000.0,,,,,,,,,0.0,,0
200000.0,,15138.0,,,,7362.0,,1513.0,,335.0,,,,,,,,0.0,,,0.0,1.0,0
,29.0,3489.0,14926.0,,,14709.0,7483.0,,,,,384.0,,,1.0,-1.0,-1.0,,,,0.0,,0
,24.0,,31181.0,,31016.0,30531.0,,,1800.0,,1500.0,,3000.0,,2.0,,,0.0,,,,2.0,0
,,,,,22315.0,,,,,,,,0.0,1.0,,,,-1.0,,,,,0
,,,43257.0,,,,,,5300.0,,,,390.0,,,,,,,,,,0
,,,46127.0,,,,21800.0,,,20003.0,39068.0,21800.0,,,,,,,,,,,0
,,,38712.0,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,-2.0,,,,0
,,187581.0,,,,,,,5375.0,,,,3626.0,,,0.0,0.0,,,,,,1
50000.0,,20472.0,19077.0,,,,,,,,,,,,,,,,,,,,0
270000.0,30.0,,27880.0,,,,,,8000.0,,,,,,,,,0.0,,,,,0
,37.0,48890.0,,,91452.0,,,1787.0,,,,,199.0,,,,0.0,,,,0.0,2.0,0
,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,2.0,,,,,-2.0,,,,0
,,,,,,,,,,,,,,,,,,0.0,,-1.0,,,0
210000.0,,,161852.0,163600.0,,,,,,,,,,,,,,,,,,,1
,,,,,,48724.0,,7500.0,10000.0,,,,,,1.0,0.0,,,,,,,0
50000.0,,,50893.0,49660.0,29742.0,,,,,,1060.0,,,3.0,,0.0,,0.0,,,,,0
30000.0,,2433.0,4772.0,,,3575.0,,,,,2000.0,,1900.0,2.0,,,,,,,,,1
,,,37211.0,,37698.0,38074.0,40295.0,5884.0,,,,3000.0,,,1.0,,,,,,2.0,,0
100000.0,,79277.0,,,,67577.0,,3580.0,,,2400.0,2500.0,,,,,0.0,0.0,,,,,0
320000.0,,300598.0,308931.0,186223.0,,,,,,,,,,3.0,2.0,,,,0.0,,0.0,2.0,0
360000.0,26.0,,28219.0,,,5486.0,5295.0,,,1062.0,514.0,,,,,,,,0.0,,,,0
,,,14051.0,0.0,,,,14051.0,,,,164.0,,,,1.0,,,,-1.0,,2.0,0
,26.0,27041.0,,,,,,,1000.0,,486.0,,0.0,,2.0,,,,-1.0,0.0,0.0,2.0,0
,44.0,4221.0,,8361.0,,11038.0,11848.0,,2000.0,,,,,2.0,,,0.0,,,,,,1
,,,,-204.0,-204.0,,,296.0,0.0,,,,0.0,,,1.0,-1.0,,,-2.0,,1.0,0
320000.0,,,,150441.0,167983.0,,,,,,,,,,,,0.0,0.0,-1.0,,,,0
120000.0,33.0,,121113.0,,,117945.0,,,,,5000.0,,,,1.0,0.0,,,,,,1.0,0
70000.0,,,,,,,,,,2500.0,,,,1.0,,1.0,,,,,,,0
,,,,,,,,,,,,,,,,2.0,,,,,,2.0,1
,23.0,,,,,,23384.0,,,1760.0,841.0,1000.0,,,2.0,,0.0,,,,,,0
,,,,,,20800.0,,9398.0,26510.0,51109.0,,,10080.0,1.0,,,,-1.0,-1.0,0.0,,,0
500000.0,38.0,,72419.0,64537.0,60228.0,,,3338.0,,2502.0,,,2200.0,3.0,,0.0,0.0,,0.0,,0.0,,0
80000.0,31.0,,0.0,,,,390.0,,390.0,,,,,,,,,,,,,,0
100000.0,,87656.0,90341.0,,93316.0,95158.0,,5000.0,,,,,,2.0,,,,,0.0,0.0,,,0
,,,,24146.0,25692.0,,,5000.0,1454.0,,,,,,,,,0.0,0.0,,,,0
,,,84787.0,77572.0,,,,,,,,2000.0,,,,,,,,,0.0,,1
30000.0,,16039.0,17080.0,17302.0,17521.0,,18252.0,,,800.0,800.0,,0.0,2.0,,,2.0,,,2.0,,,1
80000.0,,,,,,,19269.0,,,,3000.0,,,,,,,,,,,2.0,1
,,,36619.0,,,,,2000.0,,,,,,,2.0,,0.0,0.0,,,,,1
50000.0,,,,,,,,,,0.0,0.0,0.0,,,2.0,,-1.0,-1.0,,-2.0,-2.0,1.0,1
,,,,,,-40.0,,,,,0.0,,,1.0,,-1.0,,-1.0,-1.0,-1.0,,,0
,,,523.0,1543.0,,,0.0,,,,,,,2.0,1.0,,-1.0,-1.0,,-2.0,,,0
,,23912.0,,,24743.0,,25763.0,0.0,,,918.0,,,,,-1.0,,2.0,2.0,0.0,,,0
80000.0,,,,,,,2199.0,,6837.0,,,,4067.0,,,,,,0.0,,,2.0,1
,,,31589.0,,,,,5700.0,,1200.0,,,,,2.0,,0.0,2.0,,0.0,,,1
,24.0,,,,,,,2852.0,2906.0,2828.0,,2887.0,,,,,,,,0.0,,2.0,0
,49.0,19954.0,21024.0,,,23772.0,,1700.0,,,,,1340.0,3.0,,,2.0,,,,,,1
,,,150.0,,,,,,,0.0,0.0,880.0,440.0,,,,,,,,-1.0,,0
,,,,15020.0,4233.0,,,4374.0,15037.0,,6092.0,,,1.0,,,,,-1.0,,,2.0,0
,,,,,9429.0,,,,,1567.0,,,,,2.0,,,,,0.0,-1.0,2.0,0
,,,,,,41018.0,,163500.0,,,,,,1.0,,-2.0,,,,,,,0
,,,65750.0,,,,,,,,,2360.0,1300.0,2.0,2.0,,,,,,,,0
80000.0,46.0,31290.0,,390.0,,,,780.0,,0.0,,,390.0,2.0,,0.0,-1.0,-1.0,2.0,,,,0
,,,,,,,0.0,,,,,,,,,-2.0,,,,-2.0,,,0
310000.0,,311401.0,218298.0,222424.0,,199376.0,,,,12000.0,,,,3.0,,,0.0,,0.0,,0.0,,0
,,,,,49009.0,,,,,5.0,1800.0,,,1.0,2.0,,,2.0,,0.0,0.0,1.0,1
,,,,,35004.0,,,,,1200.0,,,1000.0,,,,0.0,,,,,,0
240000.0,31.0,,,,,,,,2185.0,4.0,,2500.0,,2.0,1.0,,0.0,,2.0,,,,1
240000.0,,,27047.0,,28065.0,29503.0,,,,2000.0,,3000.0,,3.0,,,,0.0,,0.0,,,0
60000.0,,,,,,,,2000.0,,,,,1010.0,,,,0.0,0.0,,0.0,,,0
,,51432.0,,50866.0,,,,0.0,,,,,,,,,,,2.0,,,,0
,,,,3300.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,2.0,1
50000.0,,819.0,,,0.0,,,,0.0,,,,,2.0,1.0,,-1.0,,-2.0,-2.0,-2.0,2.0,1
260000.0,,,,,,,,,5200.0,,5000.0,,,1.0,,,,,,0.0,,,0
,,51798.0,,30935.0,,19110.0,,,,1544.0,,,,2.0,2.0,1.0,2.0,,,,,,0
,35.0,,,205629.0,,,212508.0,12019.0,9006.0,,,,15000.0,,2.0,0.0,,0.0,,0.0,,,0
,,,,,,,15472.0,1410.0,,,1500.0,,,2.0,,,,,,,,,0
,,,,,,,3526.0,,5672.0,,,3543.0,,,,,,,,,,1.0,1
,25.0,36081.0,37194.0,,,,,,,,,,,2.0,,,0.0,0.0,0.0,0.0,,,0
210000.0,,1708.0,,,,,,,0.0,,,,,,1.0,,-1.0,,,,,,0
,46.0,,103173.0,,,,,,,,,2930.0,,2.0,1.0,0.0,,,0.0,,,,0
80000.0,,69963.0,,,,,44287.0,,,,,,3000.0,,,,,,,,,,0
,,,2441.0,,,8384.0,,,1500.0,,2477.0,,,2.0,,,,0.0,,,0.0,1.0,0
,,,,,,176717.0,,6437.0,5000.0,10000.0,,,,,1.0,,0.0,,,,0.0,,0
80000.0,29.0,7880.0,,4761.0,,,,,3002.0,,,1000.0,,2.0,,0.0,,0.0,,,,2.0,0
,46.0,,0.0,,,,,,,,0.0,,,2.0,,,,,,0.0,-2.0,,1
,,,,,0.0,,0.0,,,,,,,,,,,,,,-2.0,,1
,,1663.0,,,,,,,1189.0,,,,0.0,1.0,,,,,-2.0,-2.0,-1.0,,1
290000.0,27.0,,,240584.0,,216379.0,,8601.0,,,,,,,,0.0,,,,0.0,,,0
50000.0,,53282.0,,49911.0,,,,,,715.0,,878.0,,,2.0,,,,,0.0,,,1
,,,,,,1138.0,,,,1693.0,,,1528.0,,,,-1.0,-1.0,-1.0,,-1.0,,0
,,,441.0,,,,,,,,,3000.0,,,,,,2.0,-1.0,-1.0,,1.0,1
,25.0,,,,,14655.0,,,,,,,2000.0,,2.0,0.0,,,0.0,0.0,,,0
330000.0,,,,28743.0,28217.0,25432.0,,,,2000.0,,687.0,812.0,,,0.0,,,,,,,0
450000.0,,,,3581.0,,,,0.0,,73.0,,,0.0,,,1.0,-2.0,,,,-2.0,,0
,,,,,,,,,,,,4000.0,,,,0.0,0.0,,,0.0,0.0,,0
50000.0,32.0,,,,,,,,,,698.0,,,,1.0,,0.0,,,,,,0
,,,,,,,,,,2000.0,,,,1.0,2.0,,,2.0,,2.0,,,0
,,0.0,0.0,0.0,,5000.0,,,,,,,0.0,1.0,,,,-2.0,-1.0,,,,0
,,,,,,,10985.0,,1168.0,,,,616.0,2.0,1.0,,2.0,,0.0,,,,1
,,,34390.0,,,,,,810.0,51000.0,,,1000.0,3.0,2.0,,,,,,0.0,1.0,0
290000.0,,,,,,2228.0,,,1343.0,,,,,,,,,-1.0,-1.0,,,,0
140000.0,41.0,,,,,,,2100.0,,,0.0,2000.0,,,,0.0,,0.0,,2.0,,,0
,24.0,14665.0,,,,16257.0,,,,,2101.0,,,,,,,,,0.0,,,1
,,,109895.0,93420.0,73119.0,,,,,,,,2700.0,,2.0,,,0.0,,0.0,0.0,,1
,,,,,,,21818.0,3620.0,7656.0,,,,,,,,,,,0.0,,2.0,0
,,2274.0,7398.0,,,,,,,,0.0,1000.0,,,,,-1.0,,,-1.0,,,0
,,,,52222.0,52777.0,,55489.0,,,,,,,2.0,1.0,,2.0,,2.0,2.0,,,1
,,,,50144.0,,,,,2306.0,,,2500.0,,,,,,,0.0,,0.0,,0
,47.0,,,,,,,,,2500.0,,0.0,,,1.0,,0.0,,,0.0,,,0
,34.0,,,,465.0,,8722.0,,,,,,,,,,-1.0,,,,,2.0,0
,,,,,-229.0,,-229.0,,2100.0,,,0.0,,2.0,,,,0.0,,-2.0,,,1
20000.0,,631.0,,780.0,390.0,,,,,0.0,,2000.0,,,,-1.0,,2.0,,,,,1
,,,532.0,,,,18886.0,,17453.0,1290.0,,,,,,,,-1.0,0.0,0.0,0.0,2.0,0
,,,,274586.0,273718.0,168418.0,167635.0,,,,,8035.0,,,,,0.0,,0.0,0.0,0.0,,0
,54.0,22987.0,22298.0,,,,,,,,,,,3.0,,0.0,,,,0.0,0.0,,0
,,,175635.0,,,181658.0,185523.0,,3000.0,,,6200.0,,3.0,2.0,,,,,,,,0
,23.0,45078.0,,,,23879.0,23355.0,,,,,,,,,,,,,,0.0,2.0,0
,,75818.0,76887.0,,,,54849.0,,2939.0,,,,,2.0,,,,,,,0.0,,0
,49.0,11554.0,,,,14334.0,,,1300.0,,,,,,2.0,,0.0,0.0,,,2.0,,0
,,,,0.0,12880.0,14895.0,9386.0,,,,,,,,,,-1.0,,-1.0,,,,0
,,,,,,,,,,,,,,,1.0,2.0,2.0,,0.0,2.0,,,1
,38.0,70590.0,,,,45722.0,,,2000.0,2015.0,1700.0,,,,2.0,0.0,,,,,,2.0,0
,,,56259.0,,,,14826.0,5000.0,,,,,,2.0,,0.0,0.0,,0.0,0.0,0.0,,0
230000.0,34.0,,,,,,,,,,7387.0,,6701.0,,,,-2.0,,,,-2.0,,0
,,,1295.0,,,0.0,,1295.0,,,0.0,,,,2.0,,,,,-2.0,-2.0,2.0,0
50000.0,25.0,,42133.0,43127.0,,45844.0,49869.0,,,,,,,,,,,0.0,0.0,,,,0
,27.0,980.0,,,,,,,,,,0.0,,1.0,2.0,-1.0,,-1.0,-1.0,,,,0
140000.0,,,,,117188.0,,,,,,10000.0,15000.0,0.0,,,,0.0,,,0.0,,1.0,0
180000.0,,49550.0,,,,43877.0,32411.0,,10017.0,,,,,,,,,,,,,,0
460000.0,,,,,,,,8000.0,,,,,,,1.0,,,0.0,0.0,,0.0,,0
,32.0,,,,20667.0,20195.0,,,2000.0,,,2000.0,,,1.0,,2.0,0.0,0.0,,,,0
50000.0,,46895.0,,,,28877.0,,2000.0,,,,,,,2.0,,,,0.0,,0.0,,0
,,,,,,,23567.0,,0.0,,,,,3.0,,8.0,,6.0,,4.0,,1.0,0
280000.0,,,,,189806.0,,,,,,,,,,1.0,,,,2.0,2.0,,,1
,,48206.0,,,,,,2120.0,1750.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0
,28.0,,71912.0,69776.0,,,,,,2500.0,2500.0,,2500.0,,,,,,,,,,0
60000.0,45.0,56965.0,,,,30244.0,,,,,,3000.0,,,,0.0,,,,0.0,,,0
100000.0,48.0,,,,,,,,,2353.0,,,2670.0,,,,,,0.0,0.0,0.0,2.0,0
,,,,,,3700.0,1900.0,,3050.0,,3700.0,,,,,1.0,-1.0,,,,,1.0,1
,,,390.0,,,,,,,,,10000.0,,,1.0,-1.0,,-1.0,2.0,,,,0
200000.0,,,,193777.0,,192304.0,188695.0,7001.0,,,7269.0,28.0,,,2.0,,2.0,,,,,,0
,,0.0,,,246.0,,,,,246.0,,,,,,,,-1.0,,,,,0
,,3030.0,,,,,1930.0,,,,,,5450.0,,,,,,-1.0,,,,1
,,,,,20697.0,,23906.0,,785.0,,3766.0,,,,,,,,,0.0,,,0
,,,,240627.0,,209987.0,196997.0,,,,5938.0,5867.0,,,,0.0,,0.0,,,,,0
,,18199.0,,,,20692.0,,,,3000.0,,,1000.0,,,,,0.0,,,2.0,1.0,1
,26.0,,,,89806.0,,,9000.0,,,,,,1.0,,0.0,,,,,,,0
210000.0,,183214.0,167757.0,,169291.0,,,6000.0,,,,,,,2.0,,0.0,,,,,,0
500000.0,,,,,,42772.0,45282.0,68013.0,,,,45508.0,,,1.0,-2.0,-2.0,-2.0,,-2.0,,,0
,,,,,,390.0,,,,1651.0,0.0,,,,,,,-1.0,,0.0,,,1
,,,,,86910.0,87893.0,,0.0,,,,,3149.0,,,2.0,,,,,,,1
180000.0,,,0.0,,,,,,2125.0,,,,0.0,,2.0,,,-1.0,,-2.0,-2.0,,0
220000.0,,,,,218513.0,,,9100.0,,,,,,,,0.0,0.0,,0.0,,,,1
,,13766.0,39072.0,44758.0,,40592.0,,39124.0,,,,1000.0,,1.0,2.0,,,,,,,,0
300000.0,,5345.0,,,,,,,,0.0,0.0,,,,1.0,-1.0,,,,,,,0
,37.0,,3594.0,,5369.0,3746.0,9408.0,,,,0.0,9000.0,10000.0,2.0,2.0,,,,-1.0,,,,0
,,19716.0,,,,0.0,0.0,,,1700.0,,,,,,,,0.0,-1.0,,-2.0,1.0,0
,,,780.0,390.0,,,,,,,0.0,,0.0,,,,-1.0,,,,,,1
,,,1139.0,,2193.0,528.0,,,,,528.0,,264.0,,1.0,,,2.0,-1.0,-1.0,,,0
,51.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,1.0,1
80000.0,,,,,273.0,,,,,,,,,,1.0,,-2.0,,-2.0,,,,0
,,42322.0,43314.0,,45372.0,,,,,,,5913.0,,,,,,,0.0,0.0,,1.0,0
,,,41812.0,,,,,0.0,2000.0,,,1197.0,,1.0,,,,,,,,1.0,0
,42.0,,,,,32816.0,,316.0,396.0,,,,,,,,-1.0,-1.0,,-1.0,,,0
,,,,,13846.0,3565.0,7076.0,,,,3583.0,7111.0,1971.0,,,,-2.0,,-2.0,-2.0,,,0
,,,,,,,,7149.0,8000.0,5000.0,10800.0,,,,,0.0,,,,,,2.0,0
,25.0,,2299.0,5290.0,,,,,,,14635.0,,,,2.0,,,,,0.0,,,0
,48.0,102771.0,,102744.0,,,,,,,1180.0,1100.0,,,,,0.0,,,0.0,,,0
,,,10298.0,9768.0,8798.0,,6864.0,,,,1000.0,1000.0,,,,,0.0,0.0,,0.0,,1.0,0
,,,,,,,,,0.0,,,532.0,,1.0,2.0,,,2.0,,,-1.0,,1
,,,840.0,,,,,840.0,,,,5180.0,,,,,-2.0,-2.0,-2.0,,,,0
130000.0,,,,17740.0,1330.0,7095.0,,,,,7095.0,,,,,,,,,,,2.0,0
,,,,,,,,1193.0,,,,,1000.0,,,,,,,0.0,,,0
,,,4807.0,3434.0,,2837.0,,,,,,3358.0,,,,,-1.0,0.0,0.0,,,,1
,,,,,,,,,,,312.0,,,3.0,3.0,,,,,,0.0,,0
230000.0,40.0,87162.0,,,57846.0,,,,,,,2500.0,,,,,0.0,,0.0,,0.0,1.0,0
,36.0,,,,,,,104.0,2653.0,,,2784.0,,,,-2.0,-2.0,,,-2.0,-2.0,,0
,45.0,,15865.0,,,,590.0,15886.0,,,,,550.0,,,,,,-2.0,-2.0,-2.0,,0
,,,,,,23650.0,12616.0,73428.0,,,,,,,,,,,,-1.0,,,0
450000.0,,,390.0,,390.0,,990.0,390.0,,,,,,1.0,,-1.0,,,,,,,0
150000.0,,,50558.0,,,,,,,2500.0,,,4870.0,,,,,0.0,0.0,0.0,,1.0,0
200000.0,31.0,,25653.0,,24014.0,,,,1559.0,2000.0,,,,2.0,,0.0,,,,0.0,,2.0,0
,,0.0,,,,,,,0.0,,,34704.0,,,,,,,,,,,0
,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,-2.0,,,,1.0,1
500000.0,,,-1189.0,4639.0,,,,0.0,,0.0,,10000.0,,,,,1.0,,,,,1.0,0
,,,59152.0,20615.0,,,,,,1235.0,79788.0,2148.0,,3.0,,,0.0,,0.0,,0.0,1.0,0
,,187780.0,,,186472.0,,,,,,,7203.0,,3.0,,,0.0,0.0,,,0.0,,0
,,,11908.0,-5132.0,,0.0,,,3038.0,,,,,,1.0,-1.0,-1.0,,,,,,0
,,,,16280.0,,0.0,0.0,,,0.0,,,,3.0,,,,,,,-2.0,,0
,,,,1954.0,,,3393.0,16244.0,,,,,,1.0,,-2.0,-2.0,,,-1.0,,,0
,,,,,,,-2587.0,,,,,0.0,,2.0,,,-2.0,-2.0,,,,,1
,,,,,31538.0,28896.0,,,,,1200.0,1030.0,1300.0,,2.0,,,,,,0.0,,0
50000.0,,,,,20414.0,,,,,1500.0,,868.0,,,2.0,,,,,,0.0,1.0,1
200000.0,,5150.0,10190.0,,,,,,10190.0,,,,,,1.0,,,,,,-1.0,2.0,0
110000.0,26.0,,47409.0,,,,,2191.0,,,,,,,,,,,,,,,0
,,1000.0,,,,,,,,0.0,,,,,,-1.0,,-2.0,,,,,1
,,110922.0,,,,,,,15066.0,,,,,,,,,0.0,,0.0,-2.0,,1
360000.0,,13861.0,,,10218.0,,,,4808.0,10044.0,4006.0,,,,2.0,,-1.0,,,0.0,,,0
,,9747.0,7592.0,,,7505.0,,,,1467.0,,,61.0,,,,,,0.0,-1.0,,,0
,,,,150.0,,,,0.0,,,,,0.0,,,-1.0,,,,,2.0,,0
160000.0,32.0,,,,1920.0,,8187.0,,2480.0,,2192.0,,,1.0,,-1.0,,,,,,1.0,0
,,,,240332.0,,240221.0,224740.0,,12000.0,10000.0,,,,,,,0.0,0.0,,,,,0
,,3280.0,,0.0,,,2650.0,,,,0.0,,0.0,,,,,,,,-1.0,,1
,,,,,15339.0,14307.0,36923.0,,,,,,0.0,1.0,2.0,,-1.0,,,-1.0,,,0
500000.0,31.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,,1
,31.0,180754.0,,88542.0,,94038.0,,3085.0,,,3514.0,3478.0,,,,,0.0,,,,,,0
90000.0,45.0,,,56116.0,,,,,,,2000.0,,,3.0,,,,0.0,,,,,0
200000.0,,,,,41359.0,9140.0,,,,,,,,3.0,,-2.0,,-2.0,,-2.0,,,0
80000.0,,,38847.0,,36175.0,0.0,0.0,2000.0,,,,,0.0,3.0,,,0.0,,,0.0,,2.0,0
,,57530.0,59869.0,,28934.0,,,,2742.0,1200.0,,,,3.0,2.0,,,,,,,1.0,0
,29.0,,,,,,169455.0,,,8000.0,,,,,2.0,,,0.0,0.0,,,,0
