class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,f,,,,s,f,c,,,t,?,k,,p,,p,w,,e,,,
p,x,,,f,f,f,c,n,b,t,,k,s,w,,p,,o,e,w,,d
e,,,w,f,n,,w,b,,e,?,s,,w,,,w,,,,s,
,,y,e,f,s,,c,,,t,,,k,,,p,w,o,,,,
,,,e,t,n,f,,,w,t,,,,,g,,w,,p,n,v,d
p,,,w,,f,,,,,,b,s,,,w,p,w,o,,,,
e,,s,,,l,,c,b,k,e,c,,,w,,,w,,p,,,
e,,f,w,,n,,,b,,,,,s,,,p,,t,,w,,g
,f,,,f,y,f,c,,,t,?,s,,,w,p,,,e,w,v,
p,x,,,,,,c,n,,e,b,s,,,,p,,o,,,s,d
,f,f,,f,f,f,c,,h,,,,k,n,,,,o,l,h,,g
,x,y,g,t,,f,c,b,n,,b,,s,,g,p,,o,p,k,y,
,x,y,,,f,,c,b,,,,k,k,,n,,w,,l,,,
,f,y,,,,,,n,,t,,,,w,p,p,,o,,,,d
,f,,,,n,f,,,w,,,s,,,g,p,w,,p,,v,d
p,,y,,f,,,c,n,,t,,s,s,w,p,p,,,,,v,
,x,s,,,,,c,,b,t,?,,s,,,p,,o,,,,
,,y,,,,,,,p,e,b,k,,p,b,p,,,l,h,y,d
,,f,g,,n,,c,,u,,b,,,,w,p,,,p,,,
e,,,,,n,f,w,,,,,,,w,w,p,,,p,,n,
,,,y,,a,f,,b,w,e,r,s,y,,w,p,w,,p,,,p
e,f,y,n,,,,c,,n,e,,s,,,w,,w,,p,,,
,x,s,,,,,,,w,e,e,,s,,w,p,w,,,n,,g
,f,y,,t,l,,,,w,e,,s,y,w,,,w,,,,,
,,,,,n,,,b,w,e,,,s,e,e,p,w,,,,c,w
e,x,,w,,,,c,b,w,,,,,w,w,p,,,,n,,m
,x,,,,s,f,,n,b,,?,,,,,p,w,o,e,w,,
,,s,,,s,,c,n,b,,?,,s,,,p,w,o,,w,v,d
,f,,,,,f,c,b,,e,b,k,k,,n,,w,,,h,v,g
e,x,y,,,,,,,,t,b,s,s,,p,p,,o,,,,
,,y,,f,,f,c,,,t,,s,k,,p,,,,e,w,v,d
,x,s,y,t,,,,,w,e,c,s,s,,,p,w,,,,,
e,x,,,,n,,w,,,,,,,w,,,,t,p,,s,g
p,,s,,f,c,f,,,n,,,s,,w,,p,w,o,,,s,
,,,e,,,f,c,,,,?,s,,,,p,,t,,,c,
,,,,,n,f,c,,w,,b,,s,w,,,,,p,r,,m
e,,,,f,n,f,w,,,,e,f,f,,,,,,e,,a,g
e,,y,g,,n,f,c,,,t,b,,s,w,,p,w,o,,,y,d
p,x,s,e,f,y,f,,n,b,t,?,,,,w,p,,o,,,,
,x,,,,n,a,c,b,n,e,?,,,o,o,,n,,p,,v,l
,,s,n,t,,,,n,,,e,s,s,w,w,,w,,,,,
e,,,,f,,f,,,p,,e,,f,w,,,,o,e,k,,
,x,,,f,n,,,,h,t,e,,f,w,w,,,,,n,a,g
e,f,,,,,,c,b,,,b,,s,,,,w,,,k,,
,,,,,a,f,c,,w,e,,s,y,,w,,,o,p,,,
,,,g,,c,,c,n,u,e,b,s,,w,,p,w,o,,,v,
,b,s,g,f,n,,,b,,e,?,,s,,w,p,w,t,,w,,g
p,,,,t,p,,,,k,,,,,w,w,p,w,o,,k,v,
e,f,,,,n,,w,b,n,t,e,f,s,w,,p,,o,,k,s,
e,,,g,f,,f,w,,,,,,,w,w,p,w,t,p,,s,
p,,,,f,f,f,,b,p,,b,k,k,b,,p,,,l,,v,
e,,,n,f,,f,,b,k,t,,s,f,w,,p,,o,e,,a,g
,x,s,n,f,s,,,n,,t,?,s,k,w,w,,w,,e,w,,
,f,f,,,,f,,b,,t,e,,,w,w,,,o,e,,,
p,,,,,,,c,n,,,,,s,,w,p,w,,,k,v,d
,,,g,,,,c,,w,t,b,s,s,p,g,p,,o,p,,,
e,f,y,y,,l,f,c,,p,,r,,,,w,p,,o,p,,,p
e,,f,,f,,f,,,n,,,s,,w,w,,w,,,,,g
p,,y,e,,y,,,,b,t,?,k,,,,,,o,,,,
e,x,f,g,t,,,c,,,,b,,,,g,,,o,,k,,d
e,,,b,,,f,,,e,e,,s,,e,e,,w,t,,w,,
,k,,,f,n,f,,b,p,e,?,s,s,,w,p,,t,p,w,s,g
p,,,,f,,,,,,,,,k,,,,w,o,l,,,
p,,,,,p,f,,n,,,e,s,,,,,,o,,,,
,,,,,,f,c,,,,,,k,,,p,,,,,,g
,,,,f,f,,c,b,p,,,k,,,p,,w,o,,,,d
e,,y,e,,,f,c,b,,t,b,s,s,w,,,w,o,,,,d
e,,y,,t,l,f,,,w,,,s,s,,,,w,o,,k,,m
,x,,n,f,,,c,,b,t,,,,,,p,w,,,w,,l
,,,,,,,c,n,,,,,k,w,p,,w,o,,,v,d
,f,y,g,,,f,,b,,,b,k,,,p,,,,l,h,,
,f,,,,,,,b,,t,e,f,,,w,p,w,,,,a,
e,k,,,f,,,,,,,?,k,k,w,w,p,,,,w,n,
,,y,,f,,f,,b,p,,,,,n,,p,,,l,h,v,
,b,y,,,,f,c,b,,e,,s,s,,w,,,,,k,n,
,,,p,,,,,,w,,,s,s,w,w,p,,,,,,w
p,,f,y,f,f,f,,b,,,,,,n,n,,w,,,,,g
e,f,,,t,n,,,,p,t,b,,,w,g,,w,o,p,,,
,,s,b,,f,,c,b,h,t,b,s,,,w,,w,o,p,h,,
p,x,,g,,,f,,,p,,,,,b,p,p,,,,h,v,p
p,,,y,f,,,,,,,,,k,p,,,,o,l,h,y,
p,,s,n,,y,,,n,,,?,,,p,p,p,w,o,e,,v,p
,,,,,,,,,,e,,k,,b,,p,,o,,h,y,
,x,,n,t,,,,,w,t,b,,,p,,,w,o,,k,v,
e,x,,y,,,f,,b,,e,,s,,,w,p,,,,n,,m
,x,y,n,,f,f,,n,,t,,,,w,,,w,,,w,v,
p,,y,,f,y,f,c,,b,,?,,,,,,,,e,,v,
e,f,,e,t,,f,,,,,b,,,,w,,,,p,,y,
p,,,,,s,f,c,n,b,t,,,s,p,w,,,,e,,,l
e,,y,n,t,l,f,c,b,n,e,r,,,w,w,p,w,,p,k,,g
,,s,n,,n,a,c,,,e,,s,,o,,p,o,o,,o,,l
e,,y,e,t,n,f,,b,n,t,,s,,g,,,w,,p,,y,
,,,n,f,,f,c,n,,t,?,,s,w,,p,w,o,e,,,p
,f,y,,,,,c,,,t,?,,,w,p,p,,o,e,w,v,p
p,,s,n,,f,,,n,b,t,?,,k,p,p,p,,,e,w,v,
p,x,f,,f,f,,,,g,e,b,k,,,,p,w,,l,h,y,
p,,y,,,f,,,n,,,,s,,p,,,,,,w,v,
e,,f,,,n,,w,b,,t,e,f,,w,w,,,,,,a,g
e,x,,g,,,,,,,t,,,,w,w,,,o,e,k,a,g
,,s,,,,f,c,n,,t,?,,s,,w,p,w,o,e,,v,
,f,,,,n,f,,b,,,,,,w,w,,,t,,r,,m
,,y,y,,,,c,,h,e,b,k,,b,b,,w,o,l,h,v,
e,,,n,,n,a,c,,o,e,?,s,,o,o,,n,,p,,v,
e,,,,,n,f,w,b,,,,f,,,,p,w,,e,,,
e,,,,,n,,w,,,,,,,w,,p,w,o,e,,,
,,y,n,t,p,,c,n,p,e,,,s,w,,p,,o,,k,v,g
,b,y,,t,l,,,,,,c,,,,,,,o,p,k,s,m
p,,,,,p,,,,n,e,,s,,,,,,,,,,
p,k,,n,f,,f,,n,b,t,,,,w,,,,,,w,v,
,,,,t,,f,c,,,,b,,s,p,,p,w,o,p,,,
p,k,y,n,,s,,,n,b,t,?,s,k,w,w,,w,o,,w,v,p
,,,g,f,f,f,,b,,e,b,,,,,p,w,,l,h,v,
e,x,,,t,,f,c,,,,,,,,,p,w,,p,n,y,
e,f,,,,n,,w,,p,t,,,,,w,p,w,o,,k,,
,,,n,f,,f,,b,n,,e,f,f,w,,,,,,n,s,
p,x,,g,f,f,f,c,,p,,b,,k,,p,p,,o,,h,y,d
e,x,y,,t,,f,,b,u,t,,s,s,p,p,,,,,n,,d
e,,f,,f,n,,w,b,,t,,f,,,,p,w,o,e,n,,
,,,,f,s,f,c,,b,,,,,p,w,p,w,o,e,w,,
e,x,f,,f,n,,c,,,,,s,,w,,,w,o,p,,v,u
e,f,y,e,t,n,,,,,,,s,s,e,w,p,w,,e,,c,
e,,y,n,t,n,,c,,n,t,,,,,w,,w,o,,n,y,d
,f,,,,,f,c,,u,,b,s,s,,w,,,,,,,
,f,y,,f,s,,,n,b,,,,k,,,p,w,,e,w,v,
,,f,g,,f,f,,b,g,,b,k,k,,p,p,w,,,,,p
,,,y,,l,f,,b,k,,,,,w,w,p,,o,,n,,
,x,f,y,f,,,,,h,e,,,k,,,p,w,,,h,,
p,,y,y,f,,f,,,h,e,b,,k,,n,,w,o,l,,,
,f,s,,,n,f,,,,t,e,f,s,w,,p,w,,,n,s,g
,x,,g,,,,,b,u,,,,,,,,,,p,n,v,
e,f,,w,f,,f,w,,,,,s,,,w,p,,o,e,n,a,
,f,,,,,,c,b,,,b,s,,,,p,w,o,,n,y,d
e,,y,e,,n,,,,p,,b,s,,g,,,w,,p,,,d
e,,y,,t,,,,,n,,b,,s,p,w,,,,,,,d
,f,,n,f,,f,c,,,t,?,s,k,p,,p,w,o,,,,d
,,,g,t,n,f,c,,,t,,,s,w,,p,w,,p,,v,
e,x,,y,,l,,c,,,,,,,w,,,,o,p,n,s,g
,,y,n,,a,,c,b,,,,s,,w,w,p,w,o,,k,,p
e,,y,,t,,,,,,,,s,,,,p,,o,,,,g
,f,,e,,s,,c,,,,?,s,,,,p,w,o,,w,,
p,,,,f,f,,,b,h,,b,k,,n,n,,,,l,h,v,
,,f,,f,f,,c,b,h,,b,k,,,p,p,w,o,l,,y,
,x,,w,t,f,f,,,,,b,f,,w,w,p,w,,p,h,s,u
,,y,,t,n,f,,b,w,t,,,,w,p,p,w,,p,k,y,d
p,,y,,,f,,c,b,,,b,,k,,n,,,,,,v,d
,x,,,t,n,f,c,b,,t,,s,s,g,g,p,w,,p,,,d
p,x,s,,t,,,,,,t,,,,w,,,,,p,h,,
e,f,y,g,,n,f,c,,,,b,,s,,g,,w,,p,,v,
,,,n,f,f,f,c,,,t,?,s,,w,,p,,o,,,v,
p,,,,,s,f,,n,b,,,,,,,,,o,e,w,,
,,,,f,f,,,b,h,,,,,,,p,,,l,h,v,
p,k,,n,,,,c,n,,,,,,,w,p,w,,,w,,
,f,y,n,,a,,c,b,p,e,,s,,w,,,,o,p,,s,
,x,,,,,f,w,,n,e,b,s,s,w,,p,,,p,,,
,,,g,,,f,c,b,,t,,s,s,,,,w,o,,,,
,x,y,,t,l,f,,,,,c,s,,w,w,,w,,p,k,s,g
,,s,w,,,f,w,,p,,b,,s,w,,p,w,o,p,n,,
,,s,,,n,f,,,,,e,f,s,,w,p,w,,e,k,s,g
e,x,,,,n,,,b,p,e,?,,k,,w,p,w,t,p,w,n,g
,,,,,f,f,c,b,h,e,,,,p,n,,w,o,l,h,,p
e,,y,,t,n,f,c,,,t,b,s,s,p,,p,,,p,,v,d
e,,s,,f,,f,,b,n,t,,,,w,,p,w,,e,k,,g
e,,y,e,,,f,,,,t,b,,,g,g,,w,,p,k,,d
e,x,f,g,f,,,w,,,t,e,f,f,,w,,w,,,k,,
,,,w,t,,f,,b,n,e,,,s,,w,,w,o,,,,m
p,,,e,,,f,,,,t,?,k,,,w,,w,o,e,,v,
e,x,s,,f,n,f,,b,,,,,s,,w,p,w,o,e,,,
,,s,n,f,s,,,,,t,,s,s,,w,,w,o,,w,v,l
p,,,g,,,,c,b,h,e,,k,k,p,,p,w,o,l,,v,
e,f,f,,,,f,,,p,,,s,,,,,w,,e,,a,g
,x,s,y,t,l,,,,g,,c,,,w,w,p,,o,,,,g
,,s,g,,,,w,n,n,,,s,,w,w,p,w,,,n,v,d
p,f,,e,,,,c,,b,t,?,s,k,w,,p,,o,e,,,l
p,k,,n,,y,f,,,b,t,,k,k,,p,p,,,,,,
,,,,f,f,,c,b,p,e,,,,,,,,o,,,,
,x,s,,,y,f,c,,,t,,,k,,,p,,,e,w,,p
,,s,e,,,f,c,n,b,t,?,,s,,p,,,o,e,w,v,p
,x,,,,,f,,,b,t,?,,k,,p,,,o,,w,,l
e,x,y,,,n,,c,,,t,,,,g,g,,w,,p,n,v,d
e,,,,,,,,b,,e,c,,s,w,w,,w,,p,,n,g
,,f,w,f,,f,w,,p,e,,,k,w,,,,,p,w,s,
e,,,n,f,n,f,w,b,,t,,s,,w,w,,w,o,e,k,,
e,,f,g,,,,w,,,t,e,,,,,,w,,e,,,g
,,s,g,,,f,,,,e,b,,,w,,,w,,,k,,d
,,s,w,t,p,f,c,n,p,e,,,s,,w,p,,,p,k,s,
p,f,,e,f,y,f,,,,t,?,,,,p,,w,,e,,v,
,x,y,,,,,c,,,,b,,,,,p,w,o,l,h,,p
,,,y,f,,f,,,h,e,,k,,b,,p,w,o,l,,,
,,,,f,,,c,,,,?,k,,w,p,,w,,e,w,v,
,,y,,t,n,,c,,u,,b,,s,w,p,p,,o,p,,y,d
e,x,s,g,,n,f,,,,t,e,,s,w,,p,,o,e,k,,g
,,s,,f,,,c,n,,t,?,k,k,,,p,w,,e,w,,
e,,f,,f,,,c,,,e,e,s,,,w,,,,,n,y,
,k,s,,f,,,,b,,e,?,k,s,w,w,p,,,p,w,,
p,,s,,,,f,,n,,t,?,k,s,p,,,w,o,,,,
p,x,,n,,,,c,n,b,,,s,k,,,,,o,e,,,
e,x,,,,n,,w,b,,,,,s,w,,p,,o,,k,,g
e,f,,e,,,f,,,u,t,b,,,,,p,w,,p,,,
,,y,g,t,,f,c,,,t,b,s,s,w,,,,o,p,k,,d
p,,,e,,,f,,n,,t,,,k,w,w,,w,o,e,,v,
p,,y,,,,,c,,g,e,,,k,n,,,,,,h,y,
,x,f,,,,,,,g,,b,k,,b,n,,,,l,h,,
e,,,,,,f,c,,,t,b,,s,,g,p,w,,,,,
,f,f,,f,n,,,b,k,t,,,s,w,w,p,,,,,,g
,,,,t,,,,,n,e,,,,w,w,p,w,o,,,,g
e,,y,,,,f,,b,u,,b,,s,,,,,o,p,,v,
,,,e,,,f,c,b,,t,b,,s,,g,p,w,o,,k,,d
,f,y,g,,n,,c,b,p,,,,,,,,,o,p,n,,d
,f,y,,f,f,f,,,b,t,,,,p,w,,w,o,e,,v,l
p,,,,,f,f,c,,,e,b,,,b,b,p,w,,,,,g
e,,s,,,,f,w,b,n,,,,,w,,,,o,,,s,g
p,x,,n,,p,,,n,w,,e,s,s,,,,,,p,n,,
,,,,,n,f,c,,p,,b,,,g,w,p,,o,p,,,
,,s,,,f,f,,,w,,,s,s,w,,p,w,,p,h,,g
e,x,y,,,,,,b,,,,,,,,p,w,,,,y,
,,,g,,n,,,,u,,,s,,p,w,p,w,o,p,,v,d
p,,,e,,,,c,,b,,,,s,,,,,,e,,,
,x,,,,n,f,,,,,,,f,,w,,w,o,e,k,s,
,,,e,,,,,b,w,,b,,s,,w,,,,,k,y,d
p,,,,f,,f,c,n,b,t,?,,,w,,,,o,e,w,,
,,,g,f,,f,,b,,,,k,k,,n,p,,,,h,,
p,f,s,,,,,,b,w,t,,s,f,,w,p,w,o,,h,,u
,f,f,,,n,,,,u,t,,,,g,,,,o,,,,d
e,,,,,,,w,b,n,t,e,s,,,,p,,o,,k,,g
p,,y,,,,,c,,w,,b,,s,w,,,w,t,p,,v,g
e,x,f,g,f,,,,,p,t,e,s,,w,,p,,,,,s,g
p,x,,,,,,,n,,,?,k,,,w,p,,o,e,,v,
,f,,b,t,n,f,,,w,,,,s,,,,,t,p,r,,m
p,,s,n,f,,,c,n,,t,,k,k,,w,p,w,o,e,w,v,l
p,,,p,f,,f,c,,,,b,s,,,,p,w,o,p,k,,
e,f,f,g,,n,f,,b,n,t,e,s,,,,p,,,e,,s,g
,,,,,f,,c,b,h,e,,,k,b,p,p,w,o,,h,,g
,,,,t,l,,c,b,,e,c,,,w,,p,,,,,s,g
,x,,,,n,f,,,,t,,,,w,,,,o,,,a,g
p,x,s,g,f,c,f,w,,,e,,,s,w,,,w,,,,s,
,x,f,,t,n,f,,b,,t,b,s,,w,w,p,w,o,p,k,v,d
p,f,,,f,y,,,n,b,,?,k,,p,w,p,,,e,,v,d
,f,f,,,,,c,b,,e,b,,,n,p,,,o,l,,y,p
p,f,s,n,,f,f,,,,,,s,,,,p,,o,e,,,p
,,,y,t,a,,c,b,,e,,s,,,,p,w,,,k,n,m
,x,,,,n,f,c,,,,,s,s,p,w,,w,o,p,,,d
,,,g,,n,,,,w,,,,,w,,p,,,p,n,y,d
,,s,,f,n,,w,,,e,?,,s,w,,,,t,,w,s,
,x,f,,f,,f,c,,,,,k,k,,,,,,,h,,p
,,,n,t,n,,,,e,e,?,,s,,w,p,w,t,e,,c,w
e,,,,t,,f,,b,u,,b,,s,,p,p,w,o,p,k,,
p,,y,,t,,,c,n,,,e,,,,w,p,,o,,k,v,
p,k,,e,f,,,,,b,,,,,p,,,,o,e,w,,
e,,y,,t,n,f,c,,w,,b,,s,,,,,o,,k,,d
p,,,,,,,,,b,t,?,s,,p,p,p,,o,,,,d
,b,y,y,t,,f,,b,g,e,,s,s,w,,p,w,o,p,n,,m
p,f,,n,f,,,,,b,t,,k,,p,p,p,w,o,e,,v,d
,k,,n,f,,,c,n,b,t,?,k,,,p,,,o,,w,v,
p,x,y,y,f,f,,,,,,,k,k,,,,,,,,v,p
e,x,,,t,a,,,b,,,c,s,,w,,,w,o,p,,,
,,,,,,,c,,n,,,,,,g,p,,o,p,,v,d
,,y,y,f,f,f,c,b,,e,b,k,,p,n,,,o,,,v,
p,f,y,n,f,y,f,c,,,t,?,s,,p,w,p,w,o,e,,v,
e,,,,t,n,,c,,n,,,s,,g,,,w,o,,k,v,
,x,f,,f,n,f,,,,,e,,,,,p,w,o,,k,,g
e,,y,,t,n,f,c,,,,,,,,,p,,o,p,k,,
p,x,,,,c,,w,n,u,e,b,,s,,,,w,,,n,,
e,,f,,t,,,c,b,,t,b,,s,p,p,,w,o,,n,y,d
p,,f,g,f,,,,b,,e,b,k,k,,,p,w,o,l,h,,g
e,,,b,,n,,c,,,e,,s,,w,w,p,,,e,w,,w
,x,f,,t,,f,c,b,n,t,b,s,,g,,,,o,p,,v,d
,,,,t,f,f,,,h,t,,s,f,w,w,,w,,p,h,,
,x,f,,,n,f,,b,u,t,b,,,,g,,,o,,n,y,
,,,,f,f,,,,,,,k,k,b,,,w,o,,,v,
,f,y,b,,,f,c,,w,,b,s,s,,w,p,w,,p,r,,g
,,y,,f,y,,,n,b,t,,s,,,,p,,,,w,,d
,x,f,e,t,,,c,,,t,,,s,,w,,w,o,,,,
,,f,,,n,,,n,g,,e,s,s,,,,,,p,,v,u
e,,,g,,,,c,b,p,,b,s,s,g,,p,w,,p,n,,
p,f,,,f,,,,,p,,,k,k,n,p,,w,,l,,y,g
e,x,,w,f,,f,w,b,,,,f,s,,w,p,w,,,k,s,
,,y,n,,,f,,,w,,?,s,s,w,w,,w,,,,c,w
e,x,,w,t,,,c,b,n,,,,,w,,,w,o,p,,,m
p,f,,g,,f,,,,,e,,,k,,n,p,,,l,h,,
,f,s,,,y,f,c,,b,,,k,k,,p,,w,o,e,,,d
,x,,y,f,f,,c,,,,,k,k,b,n,,w,o,,h,y,p
e,f,,n,f,n,f,w,b,k,t,,,,w,,p,w,o,,n,a,
,,y,g,t,n,,,b,,,b,,,,w,p,,,,k,,
,,,,f,,,,n,,t,,s,,p,,p,w,,e,w,,p
p,x,s,,,,,,n,,,?,,k,w,,,w,o,,w,,l
p,,f,,f,f,,c,b,p,e,,,k,b,,,,,l,,y,d
p,f,,,,f,f,c,b,w,t,,,,,w,p,,,p,,v,g
,,f,y,f,f,,,b,,e,b,,,b,,,w,o,,,,
,f,s,,,,,w,n,,t,,,,,,,w,,,n,v,
p,f,s,,t,f,f,c,b,w,,,,,w,w,,w,,p,h,,g
,x,y,,t,,,,,g,,c,s,,w,w,,w,,p,,s,
e,,,n,t,,f,c,,,t,,s,s,,,,w,o,,k,,
e,f,,,t,,f,c,,w,t,,s,s,,,,w,,,,v,d
,f,,n,t,n,,c,b,,,b,,s,g,g,p,,o,,k,y,d
p,,y,,f,f,,,b,p,,,,,b,b,p,w,,l,h,y,g
,x,,e,t,n,,,,n,t,b,,s,g,,p,,,,,,
p,,y,g,f,f,f,c,b,,,b,,k,b,b,,w,o,l,,v,g
,,,e,f,,f,,,b,,,,s,,p,,w,,,w,,
e,x,y,,,,,c,b,e,e,?,s,s,,e,p,w,,,,,w
p,x,,g,,f,,,b,,e,b,k,,b,b,,w,,l,h,v,
e,,,w,f,n,f,w,,,e,,s,k,w,,p,,t,p,w,s,
,f,y,,,a,f,c,b,,e,r,s,y,w,,,,,,k,y,p
,x,,w,,l,f,c,b,,e,c,s,,w,,p,,,,,,m
,x,,n,f,n,f,,b,,,,,f,w,,p,,,,k,,g
,,y,,,,f,,b,w,,,s,s,w,p,,w,,,,y,d
e,x,f,n,t,n,f,c,,,,b,,s,,p,p,,,,,,
,x,s,y,t,l,f,w,,p,,,,,,,,,o,p,,,d
,,y,,,n,f,,b,,,b,,,g,g,p,w,,,k,,d
,,s,,t,f,,c,b,p,t,,,,,,p,,,p,,s,u
,,y,,,l,f,,b,w,,,s,y,,w,p,,,,n,s,
,x,,g,,n,f,,b,p,,b,,s,g,,p,w,o,,k,v,d
,f,,,,,f,c,n,b,t,,,s,,w,p,,,,,v,p
,x,,g,f,n,,,,h,t,e,s,s,,,,w,o,e,,s,
p,,f,g,,,f,,b,p,e,b,,k,b,,,w,,,,,d
,,f,g,f,,f,,b,,,,,s,w,,p,,,,,,
p,,,,t,f,,c,b,,t,,,,w,,p,w,,,,,
e,,f,,,n,,,b,h,t,e,,f,w,w,p,w,o,e,n,a,
,x,y,g,t,,,,,p,t,,,s,g,,,w,o,,,y,d
,,y,,f,f,,,b,g,,,,k,b,,p,w,,l,h,y,p
e,f,f,w,,n,f,w,,,,e,,,w,w,,w,o,e,k,,
,,y,,,,f,c,,,,b,,k,,b,p,,o,,h,v,
p,k,,n,f,y,f,c,,,t,,k,,,,,w,,e,,v,
,,,g,f,c,,,,n,,b,s,s,w,,,w,,,,s,d
,,,,f,,,w,,w,e,,s,,w,,p,,o,,,v,
p,,s,,,f,,,n,b,,?,,k,,,p,w,,,w,,
,,,g,,n,f,c,,,,,,,,w,,w,o,p,,v,d
,f,,n,,,f,c,b,p,,,s,,,p,,,o,p,n,v,
,k,,,f,f,f,,,,,,,k,,p,,w,o,,,v,d
,f,y,y,,,,c,b,,,b,k,,p,,,,,,,,
p,,y,e,f,,f,,,b,,,k,k,p,,,w,,,w,v,
,,,n,t,,,,,,,b,,,p,w,p,,,p,k,v,d
e,,s,,t,a,f,w,n,n,t,,,,,w,p,,o,p,,v,
,x,,,f,,f,c,b,g,e,,,,,,p,,,l,,v,
,k,y,,,,,,n,b,,,,s,p,,p,,,,w,,p
e,f,f,g,f,n,f,,b,n,t,e,s,f,,w,p,,o,,n,a,g
e,x,s,,,,,,b,g,,c,,s,w,w,,,,p,n,,m
,,,y,,,f,,,,e,,k,,p,p,p,w,o,,,,d
p,b,y,,f,n,f,c,,,,?,,,,n,p,,,,,v,
e,f,,e,t,,f,c,b,,,b,,,p,,,w,o,,k,v,
p,f,,,f,,f,,,h,e,,k,,,,,,,,,,
,,,,,,f,,,,,,s,s,g,p,,w,o,p,n,,d
,f,,e,,f,f,c,,,t,,s,,p,,p,,,,,v,p
,f,f,w,,,,,,n,t,e,,,w,w,,,,e,k,,g
,,y,,f,,,,n,b,,?,k,,p,,,,,e,w,,
p,,,,t,,f,c,,,e,,,s,w,w,,w,o,,n,s,g
e,,,w,,n,f,,,w,,,k,,,,,,,,,s,
,,,w,,l,f,,,g,e,,s,,,,p,w,,p,,,
,,,,,f,f,,b,p,,b,s,s,w,,,,,p,h,,
,,y,,,y,f,,,,,?,k,k,p,,,w,o,e,w,v,
p,,y,w,t,,,w,n,,,b,s,,,,p,w,o,p,w,c,
p,,f,g,f,c,,,,u,e,b,s,s,,,,w,o,p,,s,
e,,,,,n,,,b,,,b,,s,,,,w,,,k,y,
p,,,,f,f,,,,h,,b,,k,,,,,,,,,
,,,,f,c,f,w,,,,b,,,w,,p,w,o,,n,,
e,x,f,e,t,n,f,c,,,,b,,,,p,p,w,o,p,,v,d
,b,s,,,l,,,,n,,,,,w,w,,,,,n,s,
p,x,y,,f,,f,,,b,,?,,,w,w,p,w,,e,,v,
,,f,w,,,,,n,,t,,,,,w,,,,p,u,v,
p,x,f,,f,f,,c,b,,e,b,,k,,b,p,,,l,h,v,g
,,,g,t,n,,,,,,,s,s,,p,p,w,,p,,v,
,b,s,,t,,f,c,,,e,c,,s,w,,p,w,o,p,k,,
,x,,,,l,,,b,,e,,,,,,,w,,,,y,
,k,,,,,,,,b,t,?,,,w,,p,w,o,e,w,v,
e,x,,n,,n,,c,b,,t,,s,s,,,p,w,o,p,n,,d
e,f,,g,,,,,b,p,t,,,f,w,w,p,w,o,,k,a,
e,,,,f,n,,,b,,,,,s,,,,,,e,k,,g
e,f,y,e,t,n,,,b,,,?,s,,w,w,p,w,t,,w,,
,f,y,p,t,,,c,b,r,,,s,,,,p,,t,,r,,
,k,,,f,,,,n,b,,?,,k,,,p,,o,e,w,,
,,s,w,t,n,,,b,,e,b,,,,,,,t,,r,,m
,x,,,,n,,c,,w,,b,s,s,g,p,p,,,,n,y,d
p,k,y,e,,f,f,c,,b,t,?,k,,p,,p,,o,e,,,d
,,y,,t,,,c,b,n,t,,s,,,,p,,o,p,,,
p,f,s,n,f,,,,,b,t,,,,w,p,,,o,,,v,
,f,,,,n,,w,,p,t,e,,,w,w,,w,,e,,,
p,f,,,f,y,,,,b,t,?,k,s,p,,,w,,e,,,p
,,,n,f,,,c,,b,,?,k,k,,p,p,w,o,e,w,v,
,b,s,,t,,,,b,g,,,,s,w,,,,o,,,,
p,,y,,f,f,,c,,,,?,k,k,w,,p,,o,e,w,v,
e,,,e,,n,f,,b,w,,,,,w,w,,,,p,n,y,
,x,,,,,f,c,,p,,e,,,,w,p,,o,,n,s,u
,x,y,,,,f,,b,,e,,,y,,w,p,w,,p,,s,g
,f,,g,,,f,,b,,t,b,,,,,p,,o,,n,,d
p,,,y,f,,f,,b,p,e,,k,,b,,,w,,,h,,g
,k,,g,,n,,,b,w,e,?,,,w,w,,,,p,w,n,
,f,f,g,,,,,b,g,e,,k,k,n,p,,,,l,h,,
e,f,,,t,,,,,,e,r,,,,,,w,,,,s,
p,k,,n,f,s,,,,b,t,,,k,,,,,o,,,,
,x,y,y,,,,c,,p,,,,k,,b,,w,,l,,,
e,f,f,w,,,f,,b,n,t,e,,,,,p,,o,,,,
,,,,,,f,c,,w,,,,,,g,,,,p,n,,d
e,x,y,e,t,n,f,,b,,t,,s,,g,,p,,o,,,,
e,x,,g,f,n,,,n,g,e,e,,s,w,w,,w,,,n,,u
,x,s,e,,,f,,,b,t,,s,,p,,,,o,,,v,
,,,w,t,p,f,c,,w,,,s,,,w,,,o,,n,,u
p,,y,,,s,,,n,b,,?,,,,p,,w,,,w,,l
,x,,,,,f,,b,g,,,,,b,,p,w,,l,h,v,g
,,f,,,n,f,,,,,,,,,,,w,,e,,s,
,b,,w,,,f,w,b,,e,,,,w,,,,,,w,n,g
,x,y,n,t,n,f,,b,p,t,b,,,,,p,,,p,,,
,f,s,,f,f,,,,b,t,,,k,w,p,p,,o,,,,l
